Borough,Location Name,Type,latitude,longitude,Rating,Overall Sentiment Score,Negative Score,Neutral Score,Positive Score,Main Issues,Emotion Keywords,Review Count,Unnamed: 0,LSOA
Bromley,Car Park St Mark's Square - Bromley | APCOA,Parking,51.3989286,0.0159088,3.5,0.6401305337746938,0.0,0.6,0.4,"Maintenance, Comfort, Traffic, General","tight (39), cars (30), parking (24), safe (15), good (9), noisy (9), perfect (9), poor (9), great (9), new (9), bad (9), walking (6), tidy (3), awful (3)",33,,E01000670
Bromley,Bromley Central Library,Library,51.4037649,0.0144739,4.3,0.6597459276517232,0.2,0.2,0.6,"Noise, Comfort, Accessibility, General","spacious (27), good (27), convenient (9), unpleasant (9), great (9), excellent (9), pleasant (9), noisy (9), wonderful (6), safe (6), lovely (3), lively (3), tidy (3), fantastic (3)",148,,E01000677
Bromley,Shortlands Library,Library,51.3996905,-0.0070241,4.9,0.7176208019256591,0.0,0.2,0.8,"Comfort, Cleanliness, Maintenance, Aesthetics, General","great (18), amazing (18), pleasant (18), gorgeous (9), maintained (9), welcoming (9), lovely (1)",16,,E01000828
Bromley,Bromley Library of Things,Library,51.4033701,0.0167504,5.0,0.666543044646581,0.1333333333333333,0.2666666666666666,0.6,"Accessibility, Comfort, Cleanliness, Maintenance, General","good (27), clean (11), new (9), easy (9), safe (6), spacious (6), messy (3), lovely (3), perfect (3)",5,,E01000675
Bromley,"Little Free Library, Shortlands",Library,51.4099145,-0.0036985,5.0,0.4697670141855876,0.3333333333333333,0.6666666666666666,0.0,"Aesthetics, Accessibility","easy (9), lovely (6), safe (3)",3,,E01000673
Bromley,Burnt Ash Library,Library,51.4198465,0.0196101,4.4,0.5661074697971344,0.0,0.7333333333333333,0.2666666666666666,"Comfort, Cleanliness, Atmosphere, Aesthetics, General","clean (9), tidy (9), pleasant (9), lovely (9), good (9), safe (6), messy (3), calm (3)",13,,E01000819
Bromley,Nuffield Health Bromley Fitness & Wellbeing Gym,Gym,51.39103600000001,0.0200418,3.3,0.7608102599779765,0.0,0.2666666666666666,0.7333333333333333,"Accessibility, Safety, Cleanliness, Maintenance, General","messy (12), noisy (12), bad (9), safe (9), inconvenient (9), dirty (9), cars (6), parking (6), broken (6), tidy (3), lovely (3), flow (3), far (3), risky (3)",166,,E01000763
Bromley,Kindred Little Learners Nursery and Pre-school,School,51.39644020000001,0.0320481,4.8,0.7851675987243653,0.0,0.0,1.0,"Maintenance, Cleanliness, Aesthetics, General","clean (18), fantastic (18), great (9), lovely (9), safe (9), new (9), updated (9), tidy (3)",20,,E01000679
Bromley,NumberWorks'nWords Tutoring Bromley,School,51.4062716,0.015247,4.9,0.7194904049237569,0.0,0.2666666666666666,0.7333333333333333,"Maintenance, Comfort, General","good (30), amazing (15), safe (12), updated (9), excellent (9), great (9), wonderful (9), welcoming (6), relaxing (1)",43,,E01000676
Bromley,"Bromley Nursery | Fennies Bromley, Blyth Road",School,51.4092857,0.0093358,4.9,0.8056951403617859,0.0,0.2,0.8,"Maintenance, General","fantastic (18), great (18), excellent (18), wonderful (18), good (15), safe (9), new (9), roomy (6), lovely (6), messy (6), cars (3), parking (3), updated (1)",21,,E01000674
Bromley,Monkey Puzzle Bromley Day Nursery & Preschool,School,51.4085254,0.0225088,4.0,0.7163186530272166,0.0,0.4,0.6,"Safety, Noise, Comfort, Atmosphere, Maintenance, Aesthetics, General","great (36), old (21), tidy (21), good (15), messy (15), comfortable (9), amazing (9), quiet (9), bad (9), new (9), wonderful (9), safe (6), lovely (3), noisy (3), active (3), risky (2)",8,,E01000825
Bromley,Bromley Mindfulness,School,51.3983562,0.0122846,5.0,0.8178080320358276,0.0,0.2,0.8,"Accessibility, Safety, Noise, Comfort, Atmosphere, Aesthetics, General","calm (24), safe (15), messy (12), lovely (9), excellent (9), enjoyable (9), relaxing (9), great (9), wonderful (9), secure (9), connected (9), welcoming (9), good (9), tidy (6), improved (3), quiet (3)",25,,E01000829
Bromley,St Marys Pre School Shortlands,School,51.4009182,0.0006165,5.0,0.9215664267539978,0.0,0.0,1.0,"Maintenance, General, Safety","safe (15), great (9), fantastic (6), old (3), tidy (3)",3,,E01000831
Bromley,Blossom Years Pre-school - Bromley,School,51.4025869,0.0346148,5.0,0.7821346044540405,0.0,0.1333333333333333,0.8666666666666667,"Maintenance, General, Aesthetics, Safety","great (36), lovely (30), safe (21), wonderful (18), amazing (9), excellent (9), gorgeous (9), beautiful (9), new (9), easy (3), good (3), pretty (3)",28,,E01000647
Bromley,Petit Pembrokes Children's Day Care Nursery,School,51.4036754,0.0334035,4.4,0.739179257551829,0.0,0.2,0.8,"Comfort, Atmosphere, Maintenance, Aesthetics, General","old (39), good (19), amazing (18), fantastic (18), lovely (15), updated (12), wonderful (9), great (9), bad (9), active (9), welcoming (9), roomy (3), tidy (3), messy (3), noisy (3), risky (3), protected (3), lighting (3)",11,,E01000647
Bromley,Jason's Totally Tennis,School,51.39439609999999,0.0024833,4.9,0.8200542529424032,0.0,0.0,1.0,"Maintenance, Aesthetics, General","great (27), amazing (18), safe (9), new (9), improved (9), fantastic (9), lovely (9), good (9), messy (3), tidy (3)",23,,E01000826
Bromley,Wez The Drummer,School,51.4040742,0.0344012,3.7,0.7250100506676568,0.0,0.3333333333333333,0.6666666666666666,"Noise, Maintenance, General","amazing (9), music (9), safe (3), tidy (3), messy (3)",3,,E01000647
Bromley,Highland Medical Practice - Bromley Surgery,Doctor,51.4114331,0.0068200999999999,2.4,0.4827094634373983,0.0,1.0,0.0,"Maintenance, Accessibility, General","good (21), messy (15), safe (9), new (9), bad (9), tidy (6), noisy (6), near (3)",78,,E01000674
Bromley,Naturopath Medical Ltd,Hospital,51.40661689999999,0.0123555,5.0,0.8636704285939535,0.0,0.0,1.0,General,"good (9), messy (3), safe (3)",1,,E01000676
Bromley,One Bromley Wellbeing Hub,Hospital,51.40373,0.016433,5.0,0.68926473458608,0.0,0.0,1.0,"Maintenance, Traffic, Accessibility","difficult (9), parking (9), new (3)",1,,E01000675
Bromley,SpaMedica,Hospital,51.40852639999999,0.0165724,3.4,0.5475414474805196,0.0,0.8,0.2,"Accessibility, Safety, Comfort, Maintenance, Traffic, General","messy (15), good (15), noisy (15), safe (15), walking (9), great (9), pleasant (9), far (9), roomy (3), pretty (3), tidy (3)",29,,E01000676
Bromley,Talk Together Bromley,Hospital,51.4091006,0.0102704,1.0,0.7424016416072845,0.1333333333333333,0.0666666666666666,0.8,"Maintenance, General","poor (9), messy (9), terrible (9), horrible (9), noisy (6), broken (6), risky (3), tidy (3)",6,,E01000674
Bromley,Clear Earwax Clinic Bromley,Hospital,51.4049298,0.0044843999999999,4.6,0.7334439118703207,0.0,0.2666666666666666,0.7333333333333333,"Comfort, Atmosphere, Traffic, Aesthetics, General","amazing (15), messy (12), excellent (9), comfortable (9), calm (9), walking (9), great (9), tidy (3)",64,,E01000677
Bromley,Memorial Museum Trust,Museum,51.4038706,0.0203528,5.0,0.4440860450267792,0.6666666666666666,0.0,0.3333333333333333,General,fantastic (3),2,,E01000675
Bromley,AETERNUM FINE ART,Art Gallery,51.40664150000001,0.0180735,5.0,0.8591257929801941,0.0,0.0,1.0,"Maintenance, Comfort, Aesthetics, General","fantastic (9), new (9), enjoyable (9)",1,,E01000675
Bromley,The Keeping Gallery,Art Gallery,51.4018995,-0.0017736,5.0,0.5814732536673546,0.0,0.5,0.5,"Aesthetics, General","safe (15), beautiful (9), wonderful (9), excellent (9), lovely (9), dark (3), dead (3), messy (3)",4,,E01000828
Bromley,Renate Buckley Art (Gallery and Art Lessons),Art Gallery,51.39195159999999,-0.0007062999999999,5.0,0.817408021291097,0.0,0.2,0.8,"Accessibility, Maintenance, Traffic, Aesthetics, General","amazing (36), beautiful (18), great (18), good (18), lovely (15), safe (15), wonderful (9), excellent (9), far (9), flow (9), old (9), dark (3), dead (3), messy (3)",18,,E01000833
Bromley,Pickhurst Recreation Ground,Park,51.3868658,0.0070062999999999,4.3,0.5975193222363789,0.0,0.5333333333333333,0.4666666666666667,"Accessibility, Noise, Cleanliness, Atmosphere, Traffic, Aesthetics, General","good (21), great (18), walking (15), parking (12), lovely (12), muddy (12), near (9), safe (9), cars (9), quiet (9), peaceful (9), easy (9), clean (6), messy (3), repaired (3)",82,,E01000764
Bromley,Pickhurst Green,Park,51.3836496,0.0040646,4.1,0.5250714838504791,0.0666666666666666,0.8666666666666667,0.0666666666666666,"Accessibility, Noise, Atmosphere, Traffic, General","good (18), great (9), near (9), walking (9), parking (6), safe (6), tidy (6), peaceful (6), noisy (3)",33,,E01000764
Bromley,Marvels Wood,Park,51.4255,0.040585,4.6,0.7625195384025574,0.0,0.1333333333333333,0.8666666666666667,"Cleanliness, Aesthetics, General","perfect (18), lovely (18), beautiful (15), clean (12), good (12), walking (9), great (9), muddy (9), amazing (6), stunning (3), attractive (3), safe (3)",64,,E01000785
Bromley,Elmstead Wood,Park,51.421395,0.04579,4.5,0.6352945188681285,0.0,0.4,0.6,"Accessibility, Noise, Comfort, Cleanliness, Atmosphere, Maintenance, Traffic, Aesthetics, General","walking (25), pleasant (18), parking (12), wonderful (9), gorgeous (9), lovely (9), beautiful (9), good (9), difficult (9), far (9), new (9), great (9), peaceful (9), safe (6), near (6), flow (3), lively (3), cars (3), noisy (3)",107,,E01000694
Bromley,Turpington Lane Play Area,Park,51.3852692,0.0406096,3.7,0.4838483154773712,0.0,1.0,0.0,"Noise, Atmosphere","parking (12), quiet (9), safe (3), good (3), lively (3)",19,,E01000661
Bromley,Harvington Park (Eden Park) recycling site,Park,51.39423799999999,-0.0238129999999999,4.2,0.5420540412267049,0.0666666666666666,0.4666666666666667,0.4666666666666667,"Accessibility, Comfort, Cleanliness, Traffic, Aesthetics, General","parking (24), walking (10), trash (9), driving (9), tight (9), near (9), awful (9), lovely (9), beautiful (9), good (9), perfect (7), tidy (6), cars (6), clean (6), safe (3)",13,,E01000775
Bromley,Beckenham Beacon,Health,51.4050226,-0.0336736,3.4,0.5734841008981069,0.2,0.4,0.4,"Safety, Comfort, Atmosphere, Maintenance, Traffic, Aesthetics, General","tidy (18), busy (18), messy (17), awful (9), walking (9), cramped (9), bad (9), crowded (9), good (9), lovely (9), dark (3), dead (3), noisy (3), safe (3)",284,,E01000771
Bromley,Beckenham Fire Station,Fire Station,51.40805839999999,-0.0341093,5.0,0.5075445969899496,0.2222222222222222,0.5555555555555556,0.2222222222222222,,"messy (6), good (3)",5,,E01000709
Bromley,Bickley Station,Transit Station,51.3996761,0.0456002,2.3,0.3981933891773224,1.0,0.0,0.0,,,3,,E01000651
Bromley,Bickley,Transit Station,51.400101,0.045266,3.7,0.6081171751022338,0.0,0.6,0.4,"Safety, Noise, Atmosphere, Maintenance, Traffic","quiet (27), safe (27), noisy (18), parking (12), tidy (9), walking (9), busy (9), cars (3), roomy (3), dark (3), dead (3)",21,,E01000651
Bromley,Eden Park Avenue (Stop L),Transit Station,51.3994669,-0.0405565,4.0,0.5215646028518677,0.0,1.0,0.0,General,good (9),1,,E01000771
Bromley,Elmstead Woods Station (Stop A),Bus Station,51.41697239999999,0.0459431,5.0,0.6137575705846151,0.0,0.0,1.0,,busy (6),1,,E01000694
Bromley,Hayes Station (Stop C),Bus Station,51.376244,0.010897,4.0,0.4988491684198379,0.1666666666666666,0.8333333333333334,0.0,General,good (9),3,,E01000765
Bromley,Eden Park Station (Stop A),Bus Station,51.389599,-0.026508,2.0,0.7277496059735616,0.0,0.0,1.0,,busy (3),1,,E01000775
Bromley,Crease Park,Park,51.3975661,-0.0305476,4.1,0.4371414522329966,0.3333333333333333,0.6666666666666666,0.0,"Atmosphere, Maintenance, Traffic, Aesthetics, General","parking (30), lovely (30), safe (21), amazing (18), walking (9), great (9), busy (9), good (9), tidy (6), lighting (3)",121,,E01000773
Bromley,Chislehurst Caves,Tourist Attraction,51.4073553,0.058052,4.6,0.6564486980438232,0.0,0.6,0.4,"Accessibility, Safety, Traffic, Aesthetics, General","lovely (27), good (27), lighting (12), great (9), easy (9), excellent (9), parking (9), noisy (3), far (3), fantastic (3), tidy (3)",2735,,E01000697
Bromley,Blake Recreation Ground,Park,51.3808311,-0.0203804,4.2,0.5749101797739665,0.0,0.4666666666666667,0.5333333333333333,"Comfort, Atmosphere, Aesthetics, Traffic, General","great (27), parking (24), good (9), pleasant (9), empty (9), lovely (9), perfect (9), bikes (9), safe (3), wonderful (3), updated (2)",259,,E01000837
Bromley,Kelsey Park,Park,51.4020302,-0.022236,4.6,0.6019349018732707,0.0,0.6,0.4,"Comfort, Cleanliness, Atmosphere, Aesthetics, General","parking (33), beautiful (27), lovely (12), bad (9), serene (9), clean (9), spacious (9), safe (3), walking (3), relaxing (3), tidy (3)",3699,,E01000770
Bromley,"St George's Church, Beckenham",Tourist Attraction,51.40912909999999,-0.0246414,4.5,0.615373690923055,0.0,0.4666666666666667,0.5333333333333333,"Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, General","lovely (21), beautiful (9), peaceful (9), old (9), charming (6), maintained (6), walking (3), noisy (3), great (3), lighting (3)",127,,E01000714
Bromley,Chinbrook Meadows,Park,51.428675,0.0284770999999999,4.5,0.667110683520635,0.0,0.6,0.4,"Cleanliness, Atmosphere, Aesthetics, Traffic, General","parking (32), lovely (30), great (18), safe (18), good (18), walking (12), amazing (9), wonderful (9), relaxing (9), clean (9), beautiful (9), lively (3), peaceful (3), cars (3)",762,,E01003265
Bromley,Norman Park,Park,51.3880315,0.0257558,4.3,0.5781355261802673,0.0666666666666666,0.4,0.5333333333333333,"Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, General","parking (15), repaired (9), walking (9), beautiful (9), clean (9), good (9), dead (6), noisy (3), messy (3), peaceful (3), dark (3), safe (3)",1262,,E01000763
Bromley,Whitehall Recreation Ground,Park,51.3947626,0.0388816,4.4,0.6125725944836934,0.0,0.6,0.4,"Accessibility, Comfort, Cleanliness, Aesthetics, General","parking (18), pleasant (18), lovely (12), pretty (9), good (9), excellent (9), great (9), central (9), clean (9), safe (3), walking (1)",402,,E01000668
Bromley,Beckenham Crocheted Postbox,Tourist Attraction,51.40958149999999,-0.0171467,5.0,0.841245025396347,0.0,0.25,0.75,"Aesthetics, General","lovely (15), beautiful (9), wonderful (9), walking (3), messy (3)",8,,E01000712
Bromley,Scrogginhall Wood,Natural Feature,51.38700240000001,0.0299301,4.0,0.6854362686475118,0.0,0.3333333333333333,0.6666666666666666,General,"great (6), walking (3)",1,,E01000763
Bromley,Brook Wood,Natural Feature,51.38175709999999,0.0270042,4.0,0.6897695064544678,0.0,0.3333333333333333,0.6666666666666666,Cleanliness,"muddy (9), walking (3)",3,,E01000765
Bromley,Cupola Wood,Natural Feature,51.3874979,0.0056562,5.0,0.9047486384709676,0.0,0.0,1.0,General,"great (18), amazing (9)",1,,E01000764
Bromley,Marvels Wood,Natural Feature,51.4253735,0.0405754,5.0,0.3956986665725708,0.3333333333333333,0.6666666666666666,0.0,,,4,,E01000785
Bromley,Beckenham United Reformed Church,Church,51.4050403,-0.0170646,4.7,0.4266633888085683,0.3333333333333333,0.6666666666666666,0.0,Aesthetics,lovely (3),7,,E01000715
Bromley,Grace Church Beckenham,Church,51.4089637,-0.0237951,4.8,0.8554994662602743,0.0,0.0,1.0,,lovely (3),4,,E01000715
Bromley,Church of God 7th Day Sabbath Keeping,Church,51.4051827,-0.0168872,4.4,0.8148704409599304,0.0,0.0,1.0,"Accessibility, Noise, Atmosphere, Aesthetics, General","great (27), music (18), wonderful (15), safe (12), connected (12), lively (12), good (9), walking (3), lovely (3), fantastic (3)",14,,E01000715
Bromley,"St Mary the Virgin Church, Hayes",Church,51.3783213,0.0180533,4.4,0.6915772974491119,0.0,0.2666666666666666,0.7333333333333333,"Comfort, Cleanliness, Atmosphere, Maintenance, General","welcoming (24), maintained (9), amazing (9), lively (9), fantastic (9), great (9), loud (6), pristine (3), peaceful (3), lovely (3)",12,,E01000765
Bromley,The Church of God in Hayes,Church,51.37976139999999,0.019611,5.0,0.7678076227506002,0.0,0.0,1.0,General,great (9),2,,E01000765
Bromley,Word of Life Church,Church,51.42872260000001,0.0298672,4.3,0.6511411011219025,0.0,0.4,0.6,"Noise, Comfort, Maintenance, Aesthetics, General","welcoming (18), lovely (18), good (9), amazing (9), inviting (9), tidy (6), messy (3), safe (3), flow (3), far (3), loud (3)",19,,E01003267
Bromley,"St Augustine's Church, Southborough",Church,51.3903422,0.0517304999999999,4.5,0.7019211212793987,0.0,0.4,0.6,"Traffic, Aesthetics, General","great (18), good (9), ugly (9), parking (9), amazing (9), lovely (9), roomy (3), safe (3), tidy (3), messy (2)",28,,E01000652
Bromley,"St Edward the Confessor Church, Mottingham",Church,51.4271472,0.0480580999999999,4.8,0.5985308746496837,0.0,0.4666666666666667,0.5333333333333333,"Comfort, Aesthetics, Accessibility, General","lovely (18), easy (9), uncomfortable (9), amazing (6), lively (3), walking (3)",40,,E01000783
Bromley,Hayes Library,Library,51.3774848,0.0181264,4.5,0.7514841675758361,0.0666666666666666,0.1333333333333333,0.8,"Aesthetics, Noise, Atmosphere, General","amazing (9), safe (9), perfect (9), quiet (9), wonderful (9), beautiful (9), lovely (9), good (9), ugly (3), messy (3)",13,,E01000765
Bromley,Southborough Library,Library,51.3899041,0.0434329,4.8,0.5851737181345622,0.2,0.4,0.4,"Accessibility, Noise, Atmosphere, Maintenance, Traffic, Aesthetics","beautiful (18), quiet (15), lovely (12), noisy (12), soundproof (12), parking (9), busy (3), near (3), tidy (3), safe (3)",26,,E01000652
Bromley,Chislehurst Library,Library,51.4162204,0.0677082,4.2,0.7045594175656636,0.0,0.2,0.8,"Accessibility, Noise, Comfort, Cleanliness, Atmosphere, Aesthetics, Traffic, General","great (18), quiet (18), parking (18), noisy (12), fantastic (9), cozy (9), easy (9), peaceful (9), beautiful (9), messy (3), clean (3), safe (3)",25,,E01000696
Bromley,Grove Park Pre-School,School,51.4286354,0.0216726,4.5,0.7791826685269674,0.0,0.0,1.0,"Maintenance, Cleanliness, General","amazing (27), good (21), great (18), messy (15), tidy (9), new (9), old (9), updated (9), wonderful (9), easy (6), parking (6), noisy (3), lovely (3), pretty (3), safe (3)",8,,E01003265
Bromley,Nuffy Bear Day Nursery at Bromley FWC,School,51.3909716,0.0197588,2.8,0.6209686944882075,0.0,0.5,0.5,"Maintenance, Atmosphere, General","broken (9), crowded (9), excellent (9), tidy (3), walking (3), dark (3), dead (3), lovely (3)",4,,E01000763
Bromley,Blossom Years Pre-School +,School,51.42181249999999,0.0079011999999999,4.8,0.8146020650863648,0.0,0.0,1.0,"Maintenance, Comfort, Aesthetics, General","amazing (27), good (22), new (18), wonderful (18), messy (12), safe (12), lovely (10), old (9), enjoyable (9), welcoming (9), excellent (9), tidy (6), pretty (3)",19,,E01032562
Bromley,School,University,51.42450979999999,0.0205291,3.5,0.6035255889097849,0.0,0.3333333333333333,0.6666666666666666,General,"excellent (9), amazing (3)",2,,E01000816
Bromley,NIDO VOLANS CENTRE,University,51.38643270000001,0.0336879,5.0,0.7410829067230225,0.0,0.0,1.0,General,great (9),1,,E01000661
Bromley,Livability Nash College,University,51.3714641,0.0053252,4.3,0.0,0.0,0.0,0.0,,,6,,E01000768
Bromley,Rejuvenate Clinics,Hospital,51.3777883,0.009819,5.0,0.5908185243606567,0.0,0.6666666666666666,0.3333333333333333,,safe (3),1,,E01000767
Bromley,Cator Medical Centre,Hospital,51.40501059999999,-0.0332704,3.4,0.5806814134120941,0.6,0.0,0.4,"Maintenance, Aesthetics, General","new (45), messy (23), great (18), good (12), safe (12), pretty (9), excellent (9), bad (3), busy (3), noisy (3), wonderful (3)",94,,E01000771
Bromley,Elm House Surgery,Hospital,51.4053037,-0.0330408,3.1,0.5171242117881775,0.2,0.5333333333333333,0.2666666666666666,"Accessibility, Safety, Atmosphere, Maintenance, Aesthetics, General","new (18), messy (15), noisy (9), threatening (9), difficult (9), tidy (9), lovely (9), wonderful (9), safe (6), near (3), good (3), bad (3)",92,,E01000771
Bromley,Corner Ways Surgery,Hospital,51.4071294,-0.0202914,3.0,0.8272687713305156,0.0,0.0,1.0,"Maintenance, Comfort, General","excellent (18), good (18), great (9), comfortable (9), safe (9), welcoming (9), fantastic (9), worst (9), messy (2)",72,,E01000772
Bromley,Bromleag Care Practice,Hospital,51.410267,-0.025913,5.0,0.7023603022098541,0.0,0.1666666666666666,0.8333333333333334,"Traffic, Aesthetics, Accessibility, General","easy (9), parking (9), lovely (9), excellent (9), good (6), noisy (3), messy (3)",2,,E01000714
Bromley,Gregs Brom Art,Art Gallery,51.3826818,0.0099936,4.0,0.5800589124361674,0.0,0.6666666666666666,0.3333333333333333,Aesthetics,"lovely (18), busy (3)",1,,E01000764
Bromley,Frederick Charles Art - Fine Art Dealer,Art Gallery,51.3765789,0.0115339,1.5,0.8614857236544291,0.0,0.0,1.0,"Maintenance, Accessibility, General","terrible (9), tidy (9), safe (9), good (9), noisy (3), messy (3), convenient (3)",13,,E01000765
Bromley,The Old Bank Gallery,Art Gallery,51.376586,0.0114501,5.0,0.5262855092684428,0.0,0.6666666666666666,0.3333333333333333,,,1,,E01000765
Bromley,Hayes Old Rectory Gardens,Park,51.37774,0.018367,4.1,0.6343773941198985,0.0,0.5333333333333333,0.4666666666666667,"Noise, Comfort, Atmosphere, Maintenance, Aesthetics, General","lovely (17), pleasant (9), relaxing (9), old (9), peaceful (9), quiet (8), perfect (3), parking (3), walking (3)",18,,E01000765
Bromley,Walden Recreation Ground,Park,51.4202778,0.0586111,4.1,0.6524432102839152,0.0,0.4,0.6,"Safety, Cleanliness, Maintenance, Aesthetics, Traffic, General","great (18), walking (15), dark (9), maintained (9), lovely (9), bad (9), messy (3), safe (3), parking (3)",74,,E01000691
Bromley,David Lloyd Beckenham,Gym,51.3942416,-0.0374543,4.1,0.6930221716562907,0.2,0.0666666666666666,0.7333333333333333,"Comfort, Cleanliness, Atmosphere, Maintenance, Traffic, Aesthetics, General","new (63), relaxing (18), parking (18), safe (18), great (18), fantastic (18), lovely (12), clean (12), good (9), welcoming (9), enjoyable (9), perfect (7), tidy (6), messy (6), updated (3), cars (3), lively (3)",936,,E01000774
Bromley,Dunbar Avenue (Beckenham) car park,Transit Station,51.3980592,-0.0417408,1.0,0.0,0.0,0.0,0.0,,,1,,E01000774
Bromley,Beckenham Road Tram Stop (Stop BB),Transit Station,51.4093714,-0.0432272,4.3,0.4929344587855869,0.6666666666666666,0.0,0.3333333333333333,General,"amazing (9), poor (6), safe (3)",6,,E01000797
Bromley,Avenue Road,Transit Station,51.406699,-0.0497116,4.3,0.3677367145816485,0.8333333333333334,0.1666666666666666,0.0,"Maintenance, Traffic, Accessibility","accessible (9), walking (9), poor (6), easy (3), noisy (3), good (3), safe (3)",7,,E01000701
Bromley,Penge West,Train Station,51.41753509999999,-0.0607621,3.9,0.6153138796488444,0.2,0.2666666666666666,0.5333333333333333,"Accessibility, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","good (12), clean (9), busy (9), bad (9), lovely (9), accessible (9), old (9), empty (9), calm (9), noisy (6), safe (6), beautiful (3), parking (3), roomy (3), neat (3), flow (3)",39,,E01000742
Bromley,Woodside,Transit Station,51.3869449,-0.0654811999999999,4.3,0.4824651499589284,0.2,0.6666666666666666,0.1333333333333333,"Maintenance, Accessibility, General","good (27), bad (18), old (18), easy (9), tidy (6), convenient (3), parking (3)",13,,E01000992
Bromley,McAndrews Recreation Ground,Park,51.37306599999999,-0.012445,4.1,0.5601322114467621,0.2,0.4,0.4,"Accessibility, Noise, Atmosphere, Maintenance, Aesthetics, Traffic, General","great (24), excellent (18), walking (12), parking (9), bikes (9), lovely (9), busy (9), good (9), new (9), near (9), peaceful (9), old (3), safe (3)",59,,E01000841
Bromley,Sparrows Den,Park,51.3677409,-0.0103674,4.5,0.7084938406944274,0.2,0.0666666666666666,0.7333333333333333,"Accessibility, Maintenance, Traffic, Aesthetics, General","good (18), lovely (18), walking (12), parking (12), amazing (9), great (9), messy (3), safe (3), difficult (3)",383,,E01000840
Bromley,Hayes Common,Tourist Attraction,51.366994,0.024108,4.4,0.5899266064167022,0.0,0.4,0.6,"Accessibility, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","walking (39), beautiful (27), good (18), lovely (15), old (9), tidy (9), dead (9), modern (9), pretty (9), near (9), parking (4), cars (3), safe (3), easy (1)",248,,E01000759
Bromley,Winsford Gardens Open Space,Park,51.4095047,-0.0563012,4.7,0.6641917546590169,0.0666666666666666,0.4,0.5333333333333333,"Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","quiet (15), relaxing (12), busy (9), great (9), beautiful (9), wonderful (6), maintained (6), peaceful (3), flow (3), parking (3), lovely (3), safe (3), fantastic (3)",107,,E01000801
Bromley,Watermen's Square,Park,51.4163189,-0.0539539,4.9,0.5584498564402263,0.0,0.7333333333333333,0.2666666666666666,"Safety, Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, General","pretty (27), beautiful (18), charming (9), protected (9), poor (9), safe (6), parking (6), maintained (6), roomy (6), quiet (3), noisy (3), lovely (3), lively (3), messy (3), walking (3)",20,,E01000806
Bromley,Farnborough Recreation Ground/Tugmutton Common,Park,51.368909,0.059658,4.4,0.5270391762256622,0.0,0.8,0.2,"Maintenance, Aesthetics, General","lovely (18), parking (9), great (9), walking (3)",137,,E01000756
Bromley,National Trust - Petts Wood and Hawkwood,Tourist Attraction,51.39631560000001,0.0866852999999999,4.7,0.7128482937812806,0.0,0.2,0.8,"Accessibility, Noise, Cleanliness, Atmosphere, Maintenance, Traffic, Aesthetics, General","parking (30), walking (18), easy (18), lovely (15), good (12), maintained (9), great (9), perfect (9), muddy (9), busy (9), loud (9), amazing (6), noisy (6), near (3)",198,,E01000698
Bromley,Millers Pond,Natural Feature,51.3733134,-0.0340212,4.3,0.7023127913475037,0.0,0.2666666666666666,0.7333333333333333,"Aesthetics, Noise, Atmosphere, General","beautiful (33), peaceful (18), parking (18), good (15), lovely (12), relaxing (9), great (9), safe (3), messy (3)",21,,E01001135
Bromley,Caesar's Well,Natural Feature,51.357766,0.0373644999999999,4.8,0.5926568945248921,0.2666666666666666,0.3333333333333333,0.4,"Traffic, Aesthetics, Accessibility","parking (12), safe (12), beautiful (9), tidy (3), lovely (3), relaxing (3), near (3), bad (3), busy (3)",14,,E01000666
Bromley,Petts Wood,Natural Feature,51.4033732,0.0833155,4.5,0.6370230237642924,0.0666666666666666,0.2666666666666666,0.6666666666666666,"Maintenance, Cleanliness, Aesthetics, General","great (9), maintained (9), lovely (9), modern (9), new (9), walking (3)",23,,E01000693
Bromley,Threehalfpenny Wood,Natural Feature,51.366023,-0.0196932,4.6,0.4632608592510223,0.0,1.0,0.0,General,"good (9), safe (3)",5,,E01000840
Bromley,Great Thrift,Natural Feature,51.3964959,0.0683059,3.5,0.5429240067799886,0.0,1.0,0.0,"Traffic, Atmosphere, Accessibility","convenient (9), parking (9), busy (9)",2,,E01000807
Bromley,Lower Marvels Wood,Natural Feature,51.4289821,0.0416779,4.7,0.3722862700621287,1.0,0.0,0.0,Traffic,"parking (9), cars (3)",3,,E01000782
Bromley,Eternal Gardens - Muslim Burial Ground,Cemetery,51.4277293,0.0811529,4.8,0.700441163778305,0.0666666666666666,0.1333333333333333,0.8,"Accessibility, Safety, Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","messy (27), tidy (15), maintained (9), clean (9), perfect (9), peaceful (9), shouting (9), quiet (9), safe (9), beautiful (9), great (9), muddy (9), dangerous (9), accessible (9), roomy (6), far (6), noisy (6), lighting (3), lively (3), cars (3), parking (3), good (3), flow (3)",78,,E01000689
