Borough,Location Name,Type,latitude,longitude,Rating,Overall Sentiment Score,Negative Score,Neutral Score,Positive Score,Main Issues,Emotion Keywords,Review Count,Unnamed: 0,LSOA
Barnet,Hendon Hospital,Hospital,51.59380760000001,-0.224709,4.6,0.6440683444341023,0.2,0.2,0.6,"Safety, Comfort, Cleanliness, Maintenance, Aesthetics, General","excellent (27), safe (24), messy (18), comfortable (18), fantastic (18), lovely (18), clean (9), welcoming (9), amazing (9), modern (9), dark (3), dead (3), tidy (3), noisy (3)",483,,E01000241
Barnet,Grahame White Factory,Museum,51.59637949999999,-0.2379365,4.8,0.7419187128543854,0.1333333333333333,0.0666666666666666,0.8,"Maintenance, General","excellent (18), horrible (9), old (9)",13,,E01033572
Barnet,The Advertising Archives,Museum,51.5605138,-0.1983519,5.0,0.7501870890458425,0.0,0.0,1.0,"Aesthetics, General","great (9), lovely (9), good (3)",3,,E01000139
Barnet,Catto Gallery Ltd,Art Gallery,51.558525,-0.178513,4.8,0.7447783946990967,0.0,0.2,0.8,"Maintenance, Comfort, Aesthetics, General","lovely (18), amazing (9), great (9), good (9), pleasant (9), welcoming (9), beautiful (9)",49,,E01000899
Barnet,Maud and Mabel,Art Gallery,51.55568150000001,-0.1777487,4.4,0.8359626094500224,0.0,0.2,0.8,"Comfort, Atmosphere, Maintenance, Aesthetics, General","wonderful (18), beautiful (18), welcoming (18), messy (9), amazing (9), calm (9), excellent (9), gorgeous (9), lovely (9), stunning (9), charming (6), noisy (3)",21,,E01000895
Barnet,"Belmont Open Space, Cockfosters",Park,51.64693739999999,-0.1577059,4.4,0.5215284650524458,0.25,0.5,0.25,"Accessibility, General","great (9), near (6), walking (3), safe (3)",17,,E01000168
Barnet,Bramley Sports Ground,Park,51.6434301,-0.1434518,4.2,0.5962193171183269,0.0,0.6666666666666666,0.3333333333333333,"Cleanliness, Atmosphere, Maintenance, Traffic, General","good (48), old (18), great (18), clean (18), fantastic (18), walking (10), busy (9), maintained (9), bad (9), dirty (9), perfect (7), disappointing (3), parking (3), risky (3)",222,,E01001420
Barnet,Cockfosters Football Club,Park,51.6532968,-0.1521995,4.2,0.6336689571539561,0.0,0.3333333333333333,0.6666666666666666,"Aesthetics, Accessibility, General","good (27), easy (9), convenient (9), lovely (6), great (6), noisy (6), far (3), walking (3), cars (3), parking (3), near (3)",73,,E01001415
Barnet,Hadley Field,Park,51.6542707,-0.1532135,4.2,0.6093946695327759,0.0,0.6,0.4,"Traffic, General","good (18), excellent (9), parking (9), safe (6), tidy (3), poor (3), walking (3)",13,,E01001415
Barnet,Butterfly Meadows,Park,51.653023,-0.1424213,3.0,0.5668127536773682,0.0,1.0,0.0,Comfort,"pleasant (9), parking (3), safe (3)",3,,E01001415
Barnet,JC Garden & Maintenance Service,Park,51.6373909,-0.160259,5.0,0.8214619596799214,0.0,0.0,1.0,"Maintenance, General","good (9), amazing (9), safe (3), bikes (3)",11,,E01000175
Barnet,Trent Park Site Seeing Trail,Park,51.6480937,-0.1322835,5.0,0.0,0.0,0.0,0.0,,,1,,E01001419
Barnet,Trent Park - public walking area/park,Park,51.6574524,-0.1531382,4.8,0.650778341293335,0.0,0.4666666666666667,0.5333333333333333,"Atmosphere, General","great (36), good (15), parking (9), crowded (9), perfect (7), walking (6), amazing (6), tidy (3), lovely (3), bikes (3)",20,,E01001415
Barnet,Victoria Recreation Ground,Park,51.6527008,-0.1701496,4.5,0.5840453803539276,0.0,0.8,0.2,"Accessibility, Cleanliness, Maintenance, Traffic, Aesthetics, General","great (24), lovely (21), parking (21), clean (18), good (12), new (9), safe (6), near (6), bad (6)",342,,E01000167
Barnet,Southgate Chase Allotments,Park,51.63495700000001,-0.1301298,4.6,0.4957843489117092,0.2222222222222222,0.6666666666666666,0.1111111111111111,General,"great (9), safe (3)",19,,E01001525
Barnet,Oakwood Park Picnic Area,Park,51.64127250000001,-0.1248069,5.0,0.762673020362854,0.0,0.0,1.0,"Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","perfect (18), relaxing (18), great (18), parking (12), walking (12), peaceful (9), maintained (9), lovely (9), clean (9), quiet (9), safe (6), beautiful (3)",4,,E01001523
Barnet,Letterbox Distribution,Point Of Interest,51.6474112,-0.1704691,4.7,0.8918017546335856,0.0,0.0,1.0,"Accessibility, Comfort, Atmosphere, Maintenance, General","great (18), old (9), fantastic (9), tight (9), welcoming (9), near (9), excellent (9), tidy (6), amazing (6), messy (3)",74,,E01000171
Barnet,Carrier Bag Shop,Point Of Interest,51.6480989,-0.1668459,3.7,0.7911038319269816,0.0,0.1333333333333333,0.8666666666666667,"Accessibility, Atmosphere, Maintenance, Aesthetics, Traffic, General","poor (18), new (9), bad (9), easy (9), good (9), broken (9), busy (9), fantastic (9), tidy (6), safe (3), noisy (3), loud (3), messy (3)",12,,E01000169
Barnet,Cat Hill Campus,Transit Station,51.640995,-0.143735,5.0,0.0,0.0,0.0,0.0,,,1,,E01000172
Barnet,Cockfosters Station,Transit Station,51.6516365,-0.1499008,4.4,0.4385164022445679,0.4666666666666667,0.3333333333333333,0.2,"Cleanliness, General","good (21), clean (18), tidy (9), poor (9), perfect (9), noisy (3), messy (3), cars (3), parking (3)",14,,E01001415
Barnet,Heddon Court Avenue (Stop N),Transit Station,51.645386,-0.1524160000000001,4.0,0.7187976241111755,0.0,0.0,1.0,"General, Safety","great (9), police (9), noisy (6), busy (3), tidy (3)",1,,E01000172
Barnet,Cockfosters Station (Stop B),Bus Station,51.65152,-0.149738,3.7,0.544519305229187,0.0,1.0,0.0,General,good (9),3,,E01001415
Barnet,Cockfosters Station,Bus Station,51.6516996,-0.1501171,4.4,0.5173912088076273,0.0666666666666666,0.7333333333333333,0.2,"Maintenance, Traffic, Atmosphere, Accessibility","parking (18), convenient (9), vibrant (9), busy (6), near (3), safe (3)",8,,E01001415
Barnet,Cockfosters Station (Stop A),Bus Station,51.6517122,-0.1501075,2.8,0.5007368359300826,0.5555555555555556,0.1111111111111111,0.3333333333333333,"Aesthetics, General","pretty (9), good (9), busy (9), safe (3), tidy (3)",4,,E01001415
Barnet,New Barnet Station (Stop Z1),Bus Station,51.64905900000001,-0.173414,4.0,0.4459398786226908,0.3333333333333333,0.6666666666666666,0.0,"Noise, Atmosphere",quiet (6),2,,E01000268
Barnet,New Barnet Station / Station Road (Stop D),Bus Station,51.649685,-0.176064,4.2,0.2850834727287292,1.0,0.0,0.0,,,5,,E01000251
Barnet,New Barnet Station / Station Road (Stop E),Bus Station,51.649399,-0.176769,3.8,0.0,0.0,0.0,0.0,,,4,,E01000268
Barnet,Emmanuel Church North London,Church,51.6472535,-0.1503816,4.4,0.779902180035909,0.0,0.0,1.0,"Comfort, General","great (9), lovely (3), welcoming (3)",7,,E01001415
Barnet,"St James Church, New Barnet",Church,51.64952419999999,-0.1697648,4.7,0.6562237362066905,0.0,0.4666666666666667,0.5333333333333333,"Safety, Comfort, Maintenance, Aesthetics, General","lovely (33), welcoming (27), great (27), wonderful (18), new (18), safe (15), tidy (12), fantastic (9), amazing (9), excellent (9)",24,,E01000171
Barnet,Trinity Welsh Chapel,Church,51.64705619999999,-0.1509362,5.0,0.7240634759267172,0.0,0.0,1.0,"Aesthetics, General","great (9), lovely (6)",2,,E01001415
Barnet,Brookside Methodist Church,Church,51.6425284,-0.1623455,3.0,0.4146509567896525,0.3333333333333333,0.6666666666666666,0.0,,,2,,E01000174
Barnet,PhiladelphiaTamil Baptist Church Barnet,Church,51.64753150000001,-0.1638924,5.0,0.6958078742027283,0.0,0.1666666666666666,0.8333333333333334,General,wonderful (9),4,,E01000170
Barnet,East Barnet Baptist Church,Church,51.6433596,-0.1654238,4.6,0.6967722336451213,0.0,0.4,0.6,"Maintenance, Aesthetics, General","great (27), amazing (18), lovely (15), safe (15), old (9), fantastic (9), wonderful (9), messy (6), lively (3), tidy (3)",19,,E01000174
Barnet,Rehoboth New Barnet Strict Baptist Church,Church,51.6467403,-0.169957,5.0,0.7892449498176575,0.0,0.0,1.0,,lovely (3),2,,E01000171
Barnet,"Holy Trinity Church, Lyonsdown",Church,51.6476718,-0.1756326,4.9,0.8094863295555115,0.0,0.0,1.0,"Maintenance, Comfort, Aesthetics, General","lovely (21), great (18), pleasant (9), wonderful (9), new (9), excellent (9), safe (6), tidy (6), welcoming (6)",13,,E01000270
Barnet,120 Cockfosters Rd Parking,Parking,51.65121600000001,-0.1492417,5.0,0.7337514758110046,0.0,0.0,1.0,General,"great (9), cars (3), parking (3)",1,,E01001415
Barnet,Cockfosters Station Car Park (TfL),Parking,51.6518603,-0.149507,4.1,0.6079714516798655,0.0,0.5333333333333333,0.4666666666666667,"Accessibility, Comfort, Atmosphere, Maintenance, Traffic, General","parking (51), cars (18), easy (18), busy (12), tight (9), worst (9), damaged (9), safe (9), central (9), tidy (6), maintained (3), walking (3)",142,,E01001415
Barnet,East Barnet Road Car Park (South),Parking,51.648215,-0.1691027,4.0,0.3804725805918376,1.0,0.0,0.0,Traffic,cars (7),1,,E01000171
Barnet,East Barnet Road Northern Car Park,Parking,51.6488068,-0.1688676,5.0,0.5973492860794067,0.0,0.6666666666666666,0.3333333333333333,"Accessibility, General","great (18), cars (6), parking (6), near (5), walking (3)",1,,E01000171
Barnet,Car Park New Barnet Station | APCOA,Parking,51.64891,-0.173496,2.6,0.5533372726705339,0.0,0.6666666666666666,0.3333333333333333,"Maintenance, Traffic, Accessibility","parking (21), new (9), tidy (9), cars (6), noisy (6), near (3), safe (3)",5,,E01000268
Barnet,Blue Planet Montessori Nursery School,School,51.64484219999999,-0.1425486,5.0,0.5974906285603842,0.5,0.0,0.5,"Maintenance, Accessibility, General","amazing (18), new (9), far (9), messy (3)",3,,E01001420
Barnet,Christ Church Cockfosters Pre-School,School,51.65143090000001,-0.1513248,5.0,0.0,0.0,0.0,0.0,,,1,,E01001415
Barnet,Forever Dance UK,School,51.64861699999999,-0.168802,5.0,0.890853222211202,0.0,0.0,1.0,"Accessibility, Safety, Comfort, Maintenance, Aesthetics, General","new (27), great (18), amazing (18), tidy (12), safe (12), excellent (9), messy (9), lighting (9), far (9), enjoyable (9), wonderful (9), dark (6), dead (6), beautiful (3), noisy (3)",28,,E01000171
Barnet,Tree House Friends Childcare,School,51.6568751,-0.1487099,5.0,0.5850147525469462,0.0666666666666666,0.6666666666666666,0.2666666666666666,"Aesthetics, General","lovely (27), amazing (18), good (12), beautiful (9), fantastic (9), great (9)",10,,E01001415
Barnet,Pavilion Study Centre,School,51.63418619999999,-0.1700312,3.5,0.4848183161682552,0.3333333333333333,0.4444444444444444,0.2222222222222222,Maintenance,"noisy (3), safe (3), messy (3), tidy (3), good (2)",4,,E01000273
Barnet,Surgicare Aesthetics & Weight Loss Clinic,Beauty Salon,51.6466904,-0.1472224,4.9,0.8335742513338725,0.0,0.0,1.0,"Safety, Comfort, Maintenance, Aesthetics, General","improved (18), beautiful (9), modern (9), welcoming (9), comfortable (9), safe (9), tidy (9), messy (9), amazing (9), perfect (9), great (9), wonderful (9), dark (3), dead (3), maintained (3), lovely (3)",128,,E01001415
Barnet,Monken Hadley Cricket Club,Park,51.66152559999999,-0.1912361,4.6,0.4810979266961415,0.0,1.0,0.0,"Aesthetics, Accessibility","connected (9), beautiful (9), walking (3)",8,,E01000246
Barnet,Barnet Church Garden,Park,51.65320839999999,-0.2010949,4.1,0.5881984074910481,0.0,0.5333333333333333,0.4666666666666667,"Accessibility, Cleanliness, Maintenance, Traffic, Aesthetics","lovely (18), old (9), pretty (9), walking (9), updated (9), rubbish (9), tidy (3), good (3), near (3), easy (1)",98,,E01000250
Barnet,Hadley Wood Association,Point Of Interest,51.66969359999999,-0.1750652,4.4,0.5327029565970103,0.1333333333333333,0.4666666666666667,0.4,"Accessibility, Comfort, Atmosphere, Aesthetics, General","crowded (9), enjoyable (9), great (9), far (6), walking (3), lovely (3)",17,,E01001422
Barnet,Hadley Green,Park,51.6615231,-0.2001373,4.5,0.5785221119721731,0.0666666666666666,0.5333333333333333,0.4,"Noise, Comfort, Atmosphere, Aesthetics, Traffic, General","safe (21), beautiful (18), lovely (18), walking (15), peaceful (9), quiet (9), great (9), enjoyable (9), busy (9), good (6), cars (3), relaxing (3)",415,,E01000254
Barnet,"St Andrew’s Church, Totteridge",Tourist Attraction,51.63236549999999,-0.2001894999999999,4.7,0.6098837852478027,0.0666666666666666,0.4,0.5333333333333333,"Accessibility, Comfort, Maintenance, Aesthetics, General","old (44), far (9), great (9), pretty (9), amazing (9), lovely (9), beautiful (9), good (9), welcoming (9), safe (6), messy (3)",51,,E01000279
Barnet,Clifford Road Allotments,Natural Feature,51.654642,-0.1797461,5.0,0.9257800976435344,0.0,0.0,1.0,,lovely (3),2,,E01000246
Barnet,Brook Farm North Allotments,Natural Feature,51.637687,-0.1812998,4.6,0.2688301801681518,1.0,0.0,0.0,,,5,,E01000282
Barnet,New Barnet Friends Meeting House,Church,51.6500087,-0.1789989,4.3,0.6347402056058248,0.0,0.6,0.4,"Comfort, Aesthetics, General","lovely (12), amazing (12), great (9), welcoming (9), good (9), perfect (7), safe (6)",6,,E01000251
Barnet,"St Paul's, Hadley Wood",Church,51.6668629,-0.1709782,4.6,0.6652736067771912,0.0,0.4,0.6,"Comfort, Aesthetics, General","great (27), welcoming (18), wonderful (3), lively (3), lovely (3)",8,,E01001422
Barnet,"St Mary the Virgin, Monken Hadley",Church,51.6615715,-0.1940561,4.7,0.663937242825826,0.0,0.4,0.6,"Noise, Atmosphere, Maintenance, Aesthetics, General","beautiful (18), new (18), calm (9), lovely (9), wonderful (9), peaceful (9), pretty (9), walking (3), safe (3)",34,,E01000254
Barnet,Marks and Spencer Car Park,Parking,51.63465,-0.1756133,4.4,0.5646755556265514,0.0,0.6,0.4,"Comfort, Atmosphere, Maintenance, Traffic, General","good (21), safe (15), tidy (12), busy (9), cramped (9), fantastic (6), crowded (6), messy (3), lovely (3)",34,,E01000273
Barnet,Hadley Wood Hospital,Hospital,51.654495,-0.1969834,4.3,0.6415673474470774,0.0666666666666666,0.4666666666666667,0.4666666666666667,"Maintenance, Aesthetics, Safety, General","lovely (18), safe (15), tidy (12), messy (12), noisy (12), great (9), amazing (9), easy (6), good (3), new (3)",69,,E01000250
Barnet,Leg of Mutton Pond,Natural Feature,51.6327086,-0.2490249,5.0,0.0,0.0,0.0,0.0,,,1,,E01000228
Barnet,St Andrew's Chesterfield Road URC,Church,51.6462028,-0.2150863,5.0,0.4944721261660258,0.0,1.0,0.0,Aesthetics,"lovely (15), walking (3)",2,,E01000287
Barnet,College of Cambridge Kipp certified learning and Educational programs,University,51.6977492,-0.1895214,5.0,0.0,0.0,0.0,0.0,,,1,,
Barnet,Wyllyotts Centre & Museum,Museum,51.6963474,-0.1939231,5.0,0.0,0.0,0.0,0.0,,,1,,
Barnet,Potters Bar Museum,Museum,51.69617669999999,-0.1936938,4.7,0.6248404847251045,0.0,0.4444444444444444,0.5555555555555556,"Maintenance, General","great (18), old (9), good (9), safe (6), perfect (3)",3,,
Barnet,Coppetts Wood Local Nature Reserve,Park,51.6088788,-0.1576062,4.6,0.5333882908026377,0.2,0.6,0.2,"Safety, Atmosphere, Traffic, Aesthetics, General","walking (18), safe (12), dangerous (9), lovely (9), active (9), great (9), good (6), messy (3), tidy (3)",9,,E01000164
Barnet,Friern Bridge Open Space,Park,51.61020809999999,-0.145071,4.2,0.6757211188475291,0.0,0.3333333333333333,0.6666666666666666,"Accessibility, Noise, Cleanliness, Atmosphere, Aesthetics, Traffic, General","parking (17), quiet (15), walking (12), traffic (12), clean (9), far (9), gorgeous (9), busy (9), crowded (9), great (9), near (9), good (9), relaxing (9), perfect (9), safe (6), cars (3), messy (3), poor (3)",153,,E01000163
Barnet,Lake Bridge,Park,51.6097405,-0.1433718,5.0,0.7290712793668112,0.0,0.0,1.0,"Cleanliness, General","clean (9), great (9), walking (3), good (3)",1,,E01000163
Barnet,Oliver Tambo Recreation Ground,Park,51.6018641,-0.1339684,4.4,0.4619856476783752,0.2,0.8,0.0,"Accessibility, Safety, Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, General","lovely (18), parking (15), safe (15), bad (9), easy (9), police (9), maintained (9), relaxing (9), tidy (9), quiet (9), wonderful (3)",155,,E01001963
Barnet,High Road Open Space,Park,51.6135911,-0.1389091,3.7,0.4865618447462718,0.5555555555555556,0.1111111111111111,0.3333333333333333,,safe (3),3,,E01001529
Barnet,A & D Gardening Services,Park,51.604446,-0.1321062,4.7,0.7041376193364461,0.0,0.2,0.8,"Accessibility, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","good (36), tidy (33), amazing (18), great (18), safe (12), dark (9), dead (9), fantastic (9), easy (9), difficult (9), clean (9), busy (9), poor (9), new (9), flow (6), messy (3), walking (3)",46,,E01001962
Barnet,Tunnel Gardens,Park,51.6052331,-0.1308164,4.8,0.5340034325917562,0.3333333333333333,0.3333333333333333,0.3333333333333333,"Accessibility, Noise, Cleanliness, Atmosphere, Traffic, General","quiet (12), muddy (9), central (9), great (9), peaceful (9), good (9), walking (9), lovely (6)",17,,E01001973
Barnet,Finchley Lido Leisure Centre,Gym,51.60457929999999,-0.1723992,3.6,0.6314311464627583,0.2,0.2666666666666666,0.5333333333333333,"Accessibility, Noise, Comfort, Cleanliness, Atmosphere, Maintenance, Aesthetics, General","safe (27), easy (18), clean (18), enjoyable (9), tidy (9), quiet (9), excellent (9), new (9), active (9), inviting (9), updated (7), messy (6), improved (3), noisy (3), risky (3), roomy (3)",952,,E01000316
Barnet,24 Hour Emergency Dentists London,Dentist,51.602163,-0.1307308,4.6,0.7684813737869263,0.0,0.2,0.8,"Noise, Comfort, Aesthetics, General","good (18), excellent (18), terrible (9), enjoyable (9), perfect (9), great (9), music (9), fantastic (9), messy (6), safe (3)",344,,E01001962
Barnet,Powerleague Barnet,Point Of Interest,51.6057648,-0.1520926,4.3,0.6937119464079539,0.0,0.2,0.8,"Accessibility, Safety, Comfort, Cleanliness, Maintenance, Traffic, General","good (21), parking (12), amazing (9), safe (9), accessible (9), spacious (9), dangerous (9), old (9), clean (9), perfect (7), tidy (6), cars (6), dark (3), dead (3), busy (3)",801,,E01000164
Barnet,Clowntown,Amusement Park,51.6080167,-0.1543968,4.2,0.7294336795806885,0.0,0.4,0.6,"Accessibility, Cleanliness, Atmosphere, Maintenance, Traffic, Aesthetics, General","good (60), great (27), clean (27), parking (18), safe (18), lovely (15), amazing (9), wonderful (9), relaxing (9), perfect (9), busy (9), fantastic (9), beautiful (9), easy (9), tidy (6), old (3), lighting (3), roomy (3), dark (3), dead (3)",1645,,E01000164
Barnet,Pembroke RoadSt Peters Church,Transit Station,51.60220150000001,-0.147953,4.0,0.0,0.0,0.0,0.0,,,1,,E01000156
Barnet,Queens Avenue (Stop A),Bus Station,51.59190049999999,-0.143086,5.0,0.0,0.0,0.0,0.0,,,1,,E01001997
Barnet,Muswell Hill (Stop B),Bus Station,51.5916212,-0.1426837,4.0,0.5420458366473516,0.5,0.0,0.5,Aesthetics,"beautiful (9), busy (3)",3,,E01001997
Barnet,Muswell Hill (Stop F),Bus Station,51.5908455,-0.1429019,4.3,0.6164696249696944,0.3333333333333333,0.0,0.6666666666666666,"Aesthetics, Accessibility, General","safe (12), busy (9), lovely (9), perfect (9), roomy (3), far (3), near (3), messy (3)",3,,E01002022
Barnet,Queens Avenue (Stop E),Bus Station,51.59071400000001,-0.142841,5.0,0.7053860425949097,0.0,0.0,1.0,Aesthetics,beautiful (9),1,,E01002022
Barnet,Muswell Hill Road (Stop K),Bus Station,51.5899366,-0.1458159,5.0,0.0,0.0,0.0,0.0,,,1,,E01002022
Barnet,Muswell Hill Road (Stop L),Bus Station,51.58977900000001,-0.145751,5.0,0.529287060101827,0.0,1.0,0.0,"Maintenance, Traffic, General","great (9), parking (9), lovely (3), new (3)",1,,E01002022
Barnet,Fortis Green Road (Stop M),Bus Station,51.5892801,-0.1457196,5.0,0.8669129014015198,0.0,0.0,1.0,General,excellent (9),1,,E01002022
Barnet,Fortis Green (Stop M),Bus Station,51.590012,-0.163975,5.0,0.3308969140052795,1.0,0.0,0.0,Maintenance,busy (2),1,,E01000181
Barnet,Hillfield Park lookout,Tourist Attraction,51.5899698,-0.1440427,5.0,0.6470082799593607,0.0,0.5,0.5,General,good (9),4,,E01002022
Barnet,Muswell Hill Viewpoint,Tourist Attraction,51.59036400000002,-0.1395966,5.0,0.717046191294988,0.0,0.5,0.5,"Traffic, Aesthetics, General","walking (12), perfect (9), good (9), amazing (9), lovely (6)",3,,E01002020
Barnet,Alexandra Palace Ice Rink,Tourist Attraction,51.59487480000001,-0.1298026,4.4,0.5234824180603027,0.1333333333333333,0.6,0.2666666666666666,"Accessibility, Safety, Comfort, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","great (27), tidy (21), parking (21), messy (18), old (15), lovely (9), pretty (9), beautiful (9), clean (9), secure (9), unpleasant (9), busy (9), cars (6), good (6), pleasant (6), broken (6), safe (3), walking (3), near (3)",1788,,E01001966
Barnet,Our Lady of Muswell Roman Catholic Church,Church,51.5937347,-0.1447751,4.3,0.6828681349754333,0.0,0.3333333333333333,0.6666666666666666,"Noise, Atmosphere, Maintenance, Aesthetics, General","lovely (15), new (12), beautiful (9), fantastic (9), peaceful (9), safe (3), roomy (3)",15,,E01001997
Barnet,Islington Cemetery Chapel,Church,51.5998573,-0.1691215,4.6,0.5984344581762949,0.0666666666666666,0.5333333333333333,0.4,"Traffic, Aesthetics, Accessibility","lovely (16), easy (9), parking (9), beautiful (9), safe (3)",34,,E01000184
Barnet,East Finchley Baptist Church,Church,51.59380669999999,-0.166528,4.8,0.581228252251943,0.0,0.6,0.4,General,great (9),13,,E01000178
Barnet,"St James, Muswell Hill",Church,51.5892762,-0.1451043,4.6,0.6653507192929585,0.0,0.5333333333333333,0.4666666666666667,"Noise, Comfort, Cleanliness, Maintenance, Aesthetics, General","pleasant (18), lovely (18), comfortable (9), clean (9), music (9), excellent (9), welcoming (9), new (9), great (9), safe (3)",82,,E01002023
Barnet,"St Andrew’s Church, Alexandra Park",Church,51.5976855,-0.1421668,4.6,0.7334575553735098,0.0,0.2,0.8,"Noise, Comfort, Aesthetics, General","welcoming (18), lovely (18), great (18), excellent (9), music (9), wonderful (6), tidy (3), fantastic (3)",27,,E01001963
Barnet,St Mary's East Finchley,Church,51.5954636,-0.170903,4.8,0.6309298952420552,0.0666666666666666,0.3333333333333333,0.6,"Safety, Noise, Comfort, Cleanliness, Atmosphere, Maintenance, Aesthetics, General","welcoming (18), safe (12), maintained (9), active (9), new (9), music (9), great (9), lovely (6)",66,,E01000185
Barnet,Muswell Hill Methodist Church,Church,51.5943678,-0.146588,4.6,0.6508217910925548,0.0666666666666666,0.4666666666666667,0.4666666666666667,"Comfort, Cleanliness, Aesthetics, Traffic, General","beautiful (18), good (12), safe (12), lovely (9), clean (9), walking (9), great (9), bikes (9), welcoming (6), fantastic (6), tidy (3), parking (3), dark (3), dead (3)",38,,E01001997
Barnet,Wilton Community Church,Church,51.59784819999999,-0.1514416,3.9,0.6159590105215709,0.2,0.4,0.4,Aesthetics,"beautiful (18), plain (9), dark (3), dead (3), safe (3)",14,,E01000156
Barnet,"All Saints' Church, East Finchley",Church,51.5918252,-0.1595693,4.4,0.5092688957850139,0.0,1.0,0.0,"Accessibility, Cleanliness, Maintenance, Aesthetics, General","great (18), far (9), new (9), lovely (9), good (9), clean (6), noisy (3), maintained (3)",20,,E01000178
Barnet,2 Leisure Way Parking,Parking,51.60433159999999,-0.173279,2.5,0.0,0.0,0.0,0.0,,,2,,E01000316
Barnet,Muswell Hill Parking,Parking,51.58933140000001,-0.1465579,3.8,0.6482829219765134,0.0,0.3333333333333333,0.6666666666666666,"Traffic, Accessibility, General","parking (12), convenient (9), awful (6), terrible (3), cars (3)",4,,E01002022
Barnet,Fortis Green Road car park,Parking,51.58931849999999,-0.1465549,1.8,0.6185101966063181,0.1666666666666666,0.3333333333333333,0.5,"Accessibility, Safety, Cleanliness, Maintenance, Traffic, General","parking (104), cars (30), messy (12), tidy (9), old (9), easy (9), safe (9), good (9), noisy (6), clean (6), dark (3), dead (3)",5,,E01002022
Barnet,Summerland Gardens Car Park,Parking,51.5898928,-0.1423696,3.9,0.5531076749165853,0.2,0.2,0.6,"Accessibility, Safety, Atmosphere, Maintenance, Traffic, General","parking (87), cars (36), easy (18), safe (12), damaged (12), convenient (9), difficult (9), busy (9), vehicle (9), tidy (6), bad (3), noisy (3)",31,,E01002022
Barnet,Woodhouse Road Car Park,Parking,51.6122463,-0.1747494,4.2,0.463774577776591,0.4,0.6,0.0,"Traffic, Atmosphere, General","good (18), parking (9), busy (9), cars (6)",5,,E01000323
Barnet,Tally Ho Centre & Aldi Car Park,Parking,51.6130143,-0.1763294,4.3,0.7048285007476807,0.0,0.5,0.5,"Traffic, Safety","parking (21), safe (12), walking (9), cars (3), tidy (3), risky (3)",4,,E01000299
Barnet,Yeladenu Pre-school,School,51.59339989999999,-0.1501027,5.0,0.7928853114446004,0.0,0.2,0.8,"Accessibility, Safety, Maintenance, Aesthetics, General","wonderful (27), safe (21), perfect (9), tidy (9), excellent (9), fantastic (9), lovely (9), good (6), pretty (6), beautiful (3), far (3), old (3)",8,,E01001996
Barnet,Rosemount Nursery School,Primary School,51.59924700000001,-0.1378507,5.0,0.9166001180807748,0.0,0.0,1.0,General,"fantastic (18), amazing (9), lovely (3)",4,,E01001963
Barnet,Kidz Kabin Nursery at Fortismere,School,51.5951079,-0.1544818,4.7,0.7425633311271668,0.0,0.1333333333333333,0.8666666666666667,"Maintenance, Comfort, Aesthetics, General","great (36), welcoming (9), amazing (9), old (9), lovely (3), roomy (3)",10,,E01001992
Barnet,360 Med | Private Medical Clinic - North London,Physiotherapist,51.5904495,-0.1468724,4.9,0.6318462312221527,0.2666666666666666,0.2,0.5333333333333333,"Accessibility, Comfort, Cleanliness, Aesthetics, General","easy (18), good (18), clean (18), comfortable (9), amazing (9), tidy (9), excellent (9), messy (6), noisy (3)",45,,E01002022
Barnet,Dr Marco Aesthetics | North London,Doctor,51.5909194,-0.1639931,5.0,0.8209500590960185,0.0,0.0,1.0,"Maintenance, Accessibility, General","great (9), new (9), fantastic (9), accessible (9), messy (6), noisy (3), lovely (3), convenient (3), busy (3), cars (3), perfect (2)",24,,E01000181
Barnet,Letsmedi | Medical Travel Assistance,Hospital,51.59049659999999,-0.1640627,5.0,0.7001406285497878,0.0,0.0,1.0,"General, Safety","amazing (9), safe (3)",3,,E01000181
Barnet,Eyesight Health Ltd,Hospital,51.5907704,-0.1675665,1.0,0.5989238222440084,0.0,0.6666666666666666,0.3333333333333333,"Maintenance, Accessibility","new (9), noisy (3)",1,,E01000180
Barnet,Meadow Orchard Project,Park,51.5836512,-0.1316696,4.6,0.7115740597248077,0.0,0.2,0.8,"Comfort, Atmosphere, Aesthetics, Traffic, General","beautiful (27), wonderful (27), parking (9), perfect (9), serene (9), welcoming (9), safe (6)",14,,E01002019
Barnet,Big Wood Nature Reserve Temple Fortune Hill Entrance,Park,51.58269869999999,-0.1909335,4.8,0.5483647147814433,0.0666666666666666,0.6,0.3333333333333333,"Accessibility, Safety, Noise, Cleanliness, Atmosphere, Maintenance, Aesthetics, Traffic, General","walking (30), old (27), good (21), quiet (18), lovely (15), dangerous (9), easy (9), muddy (9), great (9), accessible (9), isolated (7), safe (3)",60,,E01000209
