LSOA,Avg_Sentiment_Score,Place_Count,Sentiment_Std,Most_Common_Category,Avg_Rating,Total_Reviews
E01002975,0.569,1,,Neutral,4.3,27
E01002977,0.254,2,0.36,Neutral,3.7,15
E01002978,0.44,1,,Negative,3.6,31
E01002987,0.59,1,,Neutral,4.0,204
E01002988,0.59,2,0.006,Neutral,4.45,397
E01002990,0.915,1,,Very Positive,5.0,2
E01002992,0.758,1,,Very Positive,3.2,13
E01002993,0.587,1,,Neutral,3.5,112
E01002996,0.373,2,0.528,Very Negative,3.65,57
E01002999,0.668,3,0.041,Positive,4.433,581
E01003001,0.488,1,,Negative,3.2,33
E01003002,0.667,3,0.042,Positive,3.433,240
E01003003,0.719,1,,Very Positive,3.6,34
E01003008,0.787,1,,Very Positive,4.8,24
E01003009,0.39,2,0.552,Very Negative,4.7,352
E01003011,0.749,2,0.249,Neutral,4.9,14
E01003013,0.659,10,0.095,Positive,4.15,50625
E01003014,0.639,5,0.105,Neutral,4.22,223
E01003016,0.667,7,0.064,Very Positive,4.271,1869
E01003018,0.432,5,0.244,Neutral,4.62,227
E01003019,0.526,1,,Neutral,4.0,1
E01003020,0.506,5,0.342,Very Negative,4.68,3852
E01003021,0.415,3,0.362,Neutral,4.633,461
E01003023,0.679,2,0.158,Neutral,4.05,26
E01003024,0.519,3,0.112,Negative,4.2,36
E01003025,0.593,2,0.067,Neutral,4.25,171
E01003026,0.583,1,,Neutral,4.2,6
E01003027,0.613,1,,Positive,4.7,15
E01003029,0.762,1,,Very Positive,5.0,1
E01003030,0.616,2,0.133,Neutral,4.45,26
E01003032,0.64,4,0.128,Neutral,3.8,181
E01003034,0.723,2,0.066,Positive,4.85,64
E01003035,0.632,2,0.098,Neutral,2.6,15
E01003037,0.619,1,,Positive,2.4,58
E01003039,0.57,5,0.072,Neutral,4.02,1731
E01003041,0.688,2,0.02,Positive,4.7,143
E01003043,0.676,2,0.006,Positive,4.8,34
E01003045,0.81,1,,Very Positive,5.0,61
E01003047,0.594,18,0.187,Neutral,4.35,13711
E01003050,0.575,7,0.203,Positive,4.557,537
E01003051,0.597,1,,Neutral,4.0,2
E01003053,0.499,3,0.045,Negative,4.167,376
E01003054,0.437,4,0.34,Very Negative,3.225,430
E01003055,0.533,6,0.288,Very Positive,4.383,594
E01003056,0.699,3,0.132,Very Positive,4.267,327
E01003057,0.188,4,0.377,Very Negative,4.675,6
E01003058,0.638,1,,Positive,4.4,29
E01003059,0.714,2,0.325,Negative,4.0,28
E01003060,0.647,1,,Positive,3.8,5
E01003061,0.673,6,0.16,Very Positive,4.117,383
E01003062,0.615,1,,Positive,4.6,79
E01003064,0.636,1,,Positive,4.8,19
E01003066,0.609,2,0.008,Positive,4.35,336
E01003068,0.674,1,,Positive,4.9,17
E01003069,0.531,1,,Neutral,4.4,944
E01003071,0.696,2,0.327,Negative,4.9,10
E01003074,0.606,6,0.183,Positive,3.867,12184
E01003076,0.669,5,0.057,Positive,4.14,1339
E01003078,0.666,1,,Positive,4.4,30
E01003081,0.734,3,0.082,Very Positive,4.567,309
E01003082,0.463,1,,Negative,5.0,3
E01003087,0.494,1,,Negative,3.3,9
E01003088,0.561,1,,Neutral,4.0,45
E01003089,0.567,1,,Neutral,4.2,958
E01003090,0.518,5,0.312,Positive,4.82,128
E01003091,0.665,1,,Positive,5.0,12
E01003093,0.578,2,0.204,Negative,3.95,104
E01003096,0.667,5,0.148,Neutral,2.36,95
E01003099,0.735,4,0.185,Very Positive,4.55,13674
E01003100,0.626,1,,Positive,3.8,44
E01003102,0.589,3,0.048,Neutral,4.3,594
E01003104,0.628,1,,Positive,4.5,57
E01003106,0.586,1,,Neutral,4.9,28
E01003109,0.574,2,0.017,Neutral,4.1,1501
E01003110,0.508,2,0.237,Positive,4.35,423
E01003112,0.653,2,0.049,Positive,4.75,97
E01003115,0.895,1,,Very Positive,5.0,12
E01003122,0.584,2,0.07,Neutral,3.6,40
E01003127,0.6,1,,Neutral,4.6,13
E01003128,0.601,5,0.181,Neutral,4.38,314
E01003129,0.559,2,0.088,Negative,4.4,72
E01003130,0.623,2,0.147,Neutral,3.95,602
E01003131,0.789,1,,Very Positive,4.7,115
E01003134,0.637,1,,Positive,4.4,361
E01003137,0.61,2,0.024,Neutral,3.8,211
E01003143,0.655,1,,Positive,4.6,67
E01003144,0.643,1,,Positive,4.5,4831
E01003155,0.642,1,,Positive,4.2,87
E01003159,0.502,1,,Neutral,3.9,7
E01003160,0.67,1,,Positive,4.2,366
E01003161,0.518,1,,Neutral,3.7,3
E01003162,0.0,1,,Very Negative,5.0,1
E01003167,0.611,1,,Positive,4.7,17
E01003168,0.663,1,,Positive,5.0,9
E01003170,0.625,1,,Positive,4.2,53
E01003171,0.618,1,,Positive,4.1,171
E01003176,0.518,5,0.352,Very Negative,3.76,80
E01003178,0.227,2,0.321,Negative,3.5,4
E01003179,0.575,1,,Neutral,4.0,8
E01003180,0.666,1,,Positive,4.2,20
E01003181,0.605,2,0.126,Neutral,4.55,39
E01003182,0.746,4,0.192,Very Positive,3.1,31
E01003183,0.438,3,0.383,Positive,4.867,111
E01003186,0.579,2,0.043,Neutral,4.4,379
E01003187,0.843,1,,Very Positive,3.7,152
E01003188,0.616,1,,Positive,4.7,26
E01003192,0.653,5,0.107,Positive,4.36,4200
E01003193,0.641,2,0.075,Neutral,4.4,2823
E01003194,0.474,4,0.332,Negative,4.825,448
E01003196,0.598,5,0.155,Neutral,3.66,381
E01003197,0.541,1,,Neutral,4.8,12
E01003198,0.618,1,,Positive,4.4,20
E01003199,0.543,3,0.046,Neutral,3.433,227
E01003200,0.629,2,0.076,Neutral,4.75,2274
E01003202,0.638,3,0.081,Neutral,4.0,1707
E01003203,0.414,1,,Negative,4.2,9
E01003204,0.541,1,,Neutral,2.7,17
E01003207,0.679,1,,Positive,4.9,24
E01003210,0.542,2,0.11,Negative,4.4,139
E01003211,0.635,2,0.007,Positive,4.35,274
E01003214,0.625,3,0.139,Neutral,4.367,85
E01003215,0.545,6,0.275,Neutral,4.467,509
E01003216,0.581,2,0.035,Neutral,3.65,5
E01003217,0.626,2,0.064,Neutral,3.75,112
E01003219,0.0,1,,Very Negative,5.0,1
E01003220,0.632,2,0.086,Neutral,4.75,72
E01003221,0.484,7,0.25,Negative,3.914,462
E01003222,0.607,3,0.145,Negative,4.567,45
E01003223,0.637,3,0.037,Positive,3.433,20
E01003224,0.68,4,0.111,Very Positive,4.325,25
E01003226,0.7,3,0.144,Very Positive,3.733,58
E01003228,0.576,1,,Neutral,4.4,56
E01003229,0.709,5,0.099,Very Positive,4.5,50
E01003230,0.655,1,,Positive,4.6,959
E01003231,0.727,2,0.085,Positive,4.65,65
E01003235,0.539,2,0.013,Neutral,4.0,97
E01003236,0.542,6,0.068,Neutral,4.0,95
E01003237,0.575,6,0.337,Very Positive,4.583,696
E01003238,0.0,1,,Very Negative,5.0,1
E01003239,0.581,4,0.162,Neutral,4.675,22
E01003241,0.543,1,,Neutral,3.5,25
E01003249,0.575,1,,Neutral,4.2,14
E01003254,0.674,3,0.051,Positive,4.567,11026
E01003255,0.673,2,0.121,Neutral,4.4,82
E01003256,0.724,2,0.114,Positive,4.35,156
E01003261,0.775,1,,Very Positive,4.5,20
E01003262,0.632,1,,Positive,4.5,6
E01003263,0.61,6,0.095,Positive,4.233,149
E01003264,0.851,1,,Very Positive,4.4,16
E01003265,0.482,3,0.421,Positive,4.667,771
E01003266,0.622,1,,Positive,3.3,3
E01003267,0.676,3,0.139,Neutral,4.6,49
E01003268,0.711,1,,Very Positive,4.9,10
E01003269,0.614,1,,Positive,4.3,4
E01003271,0.575,1,,Neutral,4.7,13
E01003272,0.725,1,,Very Positive,4.3,3
E01003276,0.653,3,0.241,Negative,3.633,292
E01003277,0.231,2,0.326,Negative,5.0,3
E01003278,0.763,2,0.006,Very Positive,3.45,400
E01003283,0.691,5,0.084,Positive,4.4,1815
E01003285,0.769,1,,Very Positive,4.9,173
E01003286,0.637,4,0.121,Very Positive,4.15,87
E01003288,0.569,1,,Neutral,4.1,450
E01003290,0.607,3,0.022,Positive,4.467,11
E01003291,0.638,10,0.078,Neutral,3.36,1396
E01003292,0.657,1,,Positive,2.3,16
E01003293,0.678,1,,Positive,5.0,6
E01003295,0.605,3,0.037,Neutral,4.733,116
E01003296,0.489,9,0.259,Very Negative,3.056,270
E01003299,0.553,2,0.132,Negative,4.6,21
E01003303,0.982,1,,Very Positive,3.8,4
E01003304,0.769,2,0.004,Very Positive,4.75,48
E01003307,0.786,1,,Very Positive,3.5,328
E01003308,0.0,1,,Very Negative,4.0,1
E01003310,0.732,1,,Very Positive,4.9,10
E01003312,0.665,1,,Positive,4.6,47
E01003313,0.32,2,0.452,Positive,4.5,60
E01003314,0.839,1,,Very Positive,4.0,117
E01003315,0.675,1,,Positive,4.8,4
E01003316,0.49,1,,Negative,5.0,1
E01003317,0.449,4,0.302,Positive,4.25,1707
E01003318,0.519,13,0.277,Neutral,3.831,950
E01003319,0.399,4,0.358,Very Negative,4.225,90
E01003320,0.364,6,0.288,Neutral,4.05,1804
E01003321,0.547,5,0.341,Very Positive,4.18,189
E01003322,0.72,4,0.12,Very Positive,3.75,309
E01003323,0.62,1,,Positive,5.0,28
E01003324,0.478,3,0.42,Positive,4.0,440
E01003325,0.514,7,0.284,Neutral,3.971,55
E01003326,0.771,1,,Very Positive,4.9,22
E01003327,0.702,2,0.185,Neutral,3.5,275
E01003329,0.421,1,,Negative,1.0,1
E01003332,0.583,1,,Neutral,4.5,731
E01003333,0.65,2,0.136,Neutral,4.3,37
E01003334,0.65,1,,Positive,4.0,77
E01003338,0.0,1,,Very Negative,5.0,3
E01003342,0.62,1,,Positive,3.4,43
E01003344,0.607,1,,Positive,4.5,67
E01003346,0.624,2,0.15,Neutral,4.4,51
E01003347,0.0,1,,Very Negative,3.0,1
E01003348,0.292,2,0.413,Neutral,3.5,449
E01003349,0.61,1,,Positive,4.5,19
E01003350,0.558,1,,Neutral,4.2,13
E01003351,0.298,2,0.422,Neutral,3.5,3
E01003352,0.666,1,,Positive,4.1,19
E01003353,0.285,1,,Very Negative,4.0,1
E01003354,0.75,2,0.211,Positive,4.5,4
E01003355,0.0,1,,Very Negative,4.0,1
E01003356,0.546,3,0.084,Negative,4.733,241
E01003357,0.515,3,0.091,Neutral,3.667,13
E01003358,0.677,4,0.241,Very Positive,3.95,177
E01003359,0.486,3,0.135,Negative,3.333,194
E01003360,0.432,3,0.401,Neutral,4.5,124
E01003361,0.349,2,0.493,Positive,4.65,29
E01003362,0.611,3,0.066,Positive,4.7,620
E01003363,0.304,2,0.43,Positive,4.6,1068
E01003366,0.588,4,0.146,Negative,4.2,391
E01003367,0.62,6,0.064,Neutral,4.167,5723
E01003370,0.696,1,,Positive,4.3,47
E01003373,0.478,1,,Negative,3.6,19
E01003374,0.555,2,0.023,Neutral,4.4,66
E01003375,0.0,1,,Very Negative,4.0,2
E01003378,0.385,1,,Very Negative,5.0,1
E01003380,0.734,2,0.029,Very Positive,4.0,105
E01003381,0.681,2,0.013,Positive,4.65,110
E01003382,0.395,2,0.559,Very Negative,4.95,38
E01003383,0.528,11,0.101,Neutral,3.782,945
E01003384,0.683,2,0.031,Positive,4.85,37
E01003385,0.69,4,0.184,Positive,4.175,328
E01003389,0.488,1,,Negative,4.3,35
E01003390,0.647,3,0.091,Neutral,4.2,127
E01003393,0.752,1,,Very Positive,3.4,258
E01003400,0.581,1,,Neutral,3.9,470
E01003401,0.575,4,0.234,Neutral,4.25,132
E01003402,0.637,10,0.139,Very Positive,3.43,258
E01003403,0.648,1,,Positive,4.3,26
E01003404,0.674,3,0.295,Very Positive,4.833,455
E01003406,0.541,1,,Neutral,4.5,21
E01003407,0.594,1,,Neutral,4.1,220
E01003408,0.34,1,,Very Negative,4.5,2
E01003409,0.541,2,0.122,Negative,4.5,66
E01003411,0.477,1,,Negative,4.1,9
E01003413,0.285,1,,Very Negative,4.5,4
E01003415,0.515,1,,Neutral,4.3,41
E01003419,0.582,1,,Neutral,4.1,26
E01003420,0.586,1,,Neutral,4.5,10
E01003421,0.581,1,,Neutral,4.0,15
E01003422,0.666,1,,Positive,4.8,16
E01003423,0.407,6,0.324,Neutral,3.8,228
E01003426,0.626,6,0.134,Neutral,3.883,399
E01003427,0.684,7,0.143,Positive,3.986,3064
E01003428,0.657,4,0.084,Positive,4.45,94
E01003430,0.57,1,,Neutral,4.3,51
E01003435,0.663,2,0.024,Positive,4.7,20
E01003438,0.712,1,,Very Positive,4.7,125
E01003439,0.676,3,0.107,Neutral,4.333,503
E01003440,0.619,3,0.123,Positive,4.733,6382
E01003442,0.585,1,,Neutral,3.4,11
E01003443,0.641,4,0.064,Positive,3.925,77
E01003444,0.808,2,0.148,Very Positive,4.75,244
E01003446,0.527,2,0.05,Negative,4.25,75
E01003447,0.582,2,0.12,Negative,4.25,1210
E01003450,0.507,1,,Neutral,3.7,3
E01003452,0.664,1,,Positive,3.4,156
E01003453,0.0,1,,Very Negative,4.5,2
E01003456,0.585,10,0.228,Neutral,4.03,6571
E01003458,0.777,1,,Very Positive,4.8,933
E01003459,0.63,1,,Positive,4.6,22
E01003460,0.451,5,0.282,Negative,4.16,53
E01003461,0.694,4,0.087,Very Positive,4.775,175
E01003464,0.695,5,0.069,Very Positive,4.52,15914
E01003465,0.631,2,0.019,Positive,4.9,1279
E01003466,0.684,1,,Positive,3.0,71
E01003468,0.651,1,,Positive,4.4,506
E01003470,0.608,2,0.012,Neutral,4.05,257
E01003473,0.411,3,0.356,Positive,4.667,576
E01003474,0.512,1,,Neutral,4.6,24
E01003475,0.682,2,0.226,Neutral,4.8,16
E01003476,0.633,1,,Positive,4.3,10
E01003477,0.637,1,,Positive,4.4,12
E01003480,0.392,3,0.341,Neutral,4.433,31
E01003481,0.537,9,0.234,Positive,4.167,904
E01003482,0.609,10,0.082,Positive,4.01,19323
E01003483,0.614,2,0.078,Neutral,4.55,576
E01003486,0.541,3,0.115,Negative,4.067,140
E01003488,0.58,1,,Neutral,4.1,356
E01003489,0.713,1,,Very Positive,4.7,154
E01003491,0.574,5,0.126,Neutral,3.12,254
E01003492,0.767,1,,Very Positive,4.9,16
E01003493,0.578,4,0.156,Neutral,3.2,209
E01003495,0.672,1,,Positive,4.7,338
E01003496,0.551,1,,Neutral,4.0,276
E01003497,0.606,2,0.159,Negative,3.35,290
E01003498,0.817,1,,Very Positive,4.9,9
E01003499,0.349,2,0.494,Positive,4.65,17
E01003500,0.64,3,0.195,Negative,4.667,140
E01003501,0.73,2,0.059,Positive,4.9,41
E01003502,0.841,1,,Very Positive,4.3,179
E01003503,0.76,1,,Very Positive,3.7,95
E01003507,0.472,3,0.41,Positive,2.667,44
E01003508,0.0,1,,Very Negative,5.0,1
E01003509,0.741,1,,Very Positive,5.0,5
E01003511,0.571,1,,Neutral,5.0,4
E01003513,0.0,1,,Very Negative,4.0,1
E01003515,0.607,13,0.148,Neutral,4.085,87194
E01003516,0.628,1,,Positive,4.4,51
E01003517,0.389,4,0.449,Very Negative,4.3,137
E01003518,0.607,1,,Positive,4.7,9
E01003520,0.627,7,0.139,Very Positive,4.543,344
E01003521,0.441,9,0.278,Very Negative,4.111,286
E01003523,0.459,2,0.095,Neutral,3.95,232
E01003524,0.0,1,,Very Negative,4.0,1
E01003525,0.737,4,0.061,Very Positive,4.425,761
E01003526,0.635,1,,Positive,4.4,2113
E01003530,0.625,1,,Positive,4.5,24
E01003531,0.452,5,0.297,Negative,3.88,7021
E01003533,0.65,1,,Positive,3.3,4
E01003536,0.614,1,,Positive,4.3,318
E01003538,0.409,2,0.015,Negative,4.3,21
E01003539,0.469,1,,Negative,4.3,175
E01003540,0.604,1,,Positive,4.2,173
E01003543,0.542,1,,Neutral,3.6,67
E01003545,0.516,2,0.071,Negative,4.25,364
E01003555,0.777,1,,Very Positive,4.4,367
E01003556,0.526,5,0.295,Positive,4.54,192
E01003557,0.665,1,,Positive,4.4,14
E01003558,0.71,1,,Very Positive,4.8,124
E01003559,0.755,2,0.029,Very Positive,4.5,151
E01003564,0.379,5,0.353,Very Negative,3.28,500
E01003565,0.518,1,,Neutral,4.5,12
E01003566,0.566,2,0.103,Negative,3.75,69
E01003569,0.0,1,,Very Negative,4.7,3
E01003570,0.385,1,,Very Negative,2.0,1
E01003571,0.781,1,,Very Positive,4.7,41
E01003572,0.795,1,,Very Positive,4.1,658
E01003573,0.572,1,,Neutral,4.0,2380
E01003574,0.687,1,,Positive,4.8,288
E01003575,0.594,2,0.138,Negative,4.35,11
E01003576,0.413,4,0.278,Neutral,4.3,16
E01003577,0.49,4,0.327,Positive,4.25,516
E01003578,0.376,8,0.348,Very Negative,3.812,287
E01003579,0.812,1,,Very Positive,4.8,2948
E01003580,0.572,1,,Neutral,4.2,936
E01003582,0.78,1,,Very Positive,3.7,3
E01003584,0.606,1,,Positive,4.0,87
E01003586,0.563,2,0.176,Negative,3.1,69
E01003587,0.598,2,0.075,Neutral,4.45,51
E01003589,0.347,1,,Very Negative,4.4,8
E01003590,0.691,3,0.132,Neutral,3.533,171
E01003591,0.576,2,0.085,Neutral,4.0,118
E01003592,0.562,2,0.082,Neutral,4.5,9
E01003593,0.665,2,0.067,Positive,3.95,202
E01003594,0.546,4,0.113,Neutral,4.575,419
E01003595,0.619,2,0.13,Neutral,4.2,42
E01003599,0.0,1,,Very Negative,5.0,1
E01003600,0.678,2,0.043,Positive,3.9,41
E01003601,0.697,4,0.169,Very Positive,4.475,200
E01003602,0.715,3,0.094,Very Positive,3.8,85
E01003603,0.629,7,0.135,Negative,3.314,1622
E01003604,0.639,1,,Positive,4.6,77
E01003605,0.584,6,0.164,Neutral,3.917,60
E01003606,0.625,2,0.236,Negative,4.45,30
E01003607,0.587,1,,Neutral,4.3,121
E01003609,0.586,6,0.107,Positive,3.867,2694
E01003611,0.685,4,0.076,Positive,4.15,187
E01003617,0.638,1,,Positive,4.2,24817
E01003618,0.65,2,0.191,Neutral,3.85,210
E01003619,0.585,3,0.101,Positive,4.033,1218
E01003622,0.811,1,,Very Positive,4.8,32
E01003630,0.72,2,0.026,Very Positive,5.0,2
E01003631,0.468,1,,Negative,4.5,31
E01003635,0.641,1,,Positive,4.6,3401
E01003636,0.395,1,,Very Negative,4.0,5
E01003639,0.509,2,0.13,Negative,4.6,62
E01003640,0.687,4,0.105,Positive,4.65,737
E01003641,0.51,1,,Neutral,4.0,51
E01003642,0.666,2,0.029,Positive,3.8,340
E01003643,0.559,1,,Neutral,4.2,19
E01003645,0.455,3,0.394,Positive,2.833,85
E01003646,0.596,1,,Neutral,4.1,26
E01003651,0.656,1,,Positive,4.1,20
E01003653,0.713,3,0.164,Neutral,4.5,208
E01003656,0.888,1,,Very Positive,5.0,4
E01003663,0.601,1,,Positive,4.0,110
E01003665,0.539,1,,Neutral,4.5,19
E01003666,0.564,2,0.099,Negative,4.35,2339
E01003668,0.765,1,,Very Positive,3.4,10
E01003669,0.703,1,,Very Positive,4.6,17
E01003672,0.557,1,,Neutral,3.9,74
E01003674,0.678,3,0.143,Neutral,3.5,159
E01003675,0.54,3,0.015,Neutral,4.0,332
E01003677,0.385,4,0.445,Very Negative,4.25,708
E01003686,0.592,2,0.238,Negative,5.0,14
E01003688,0.727,1,,Very Positive,5.0,10
E01003689,0.514,26,0.249,Very Positive,3.881,5710
E01003690,0.564,12,0.206,Positive,4.667,8496
E01003691,0.607,1,,Positive,4.4,17
E01003694,0.715,2,0.125,Positive,4.3,50
E01003699,0.556,1,,Neutral,4.1,53
E01003700,0.289,2,0.409,Neutral,4.55,30
E01003701,0.685,1,,Positive,4.6,86
E01003702,0.497,1,,Negative,3.2,5
E01003703,0.681,1,,Positive,4.5,397
E01003711,0.458,1,,Negative,3.9,8
E01003712,0.727,2,0.109,Positive,4.0,52
E01003714,0.838,1,,Very Positive,2.4,468
E01003716,0.558,1,,Neutral,4.5,33
E01003719,0.699,2,0.031,Positive,4.4,244
E01003720,0.738,3,0.078,Very Positive,3.967,595
E01003722,0.863,1,,Very Positive,5.0,1
E01003726,0.727,6,0.091,Very Positive,4.6,4703
E01003728,0.569,5,0.075,Neutral,4.42,106
E01003729,0.737,3,0.143,Very Positive,4.3,23
E01003731,0.58,1,,Neutral,4.2,381
E01003734,0.738,2,0.015,Very Positive,3.9,40
E01003735,0.584,2,0.174,Negative,3.95,35
E01003737,0.581,1,,Neutral,4.1,62
E01003740,0.553,3,0.057,Negative,4.7,1462
E01003742,0.531,1,,Neutral,4.7,10
E01003748,0.675,3,0.071,Positive,4.067,167
E01003751,0.546,2,0.246,Very Negative,4.6,1377
E01003753,0.703,1,,Very Positive,4.4,9
E01003755,0.0,1,,Very Negative,4.5,2
E01003756,0.805,2,0.119,Very Positive,4.2,43
E01003757,0.64,1,,Positive,4.3,16
E01003758,0.723,3,0.101,Very Positive,4.533,65
E01003760,0.0,1,,Very Negative,5.0,1
E01003762,0.629,1,,Positive,4.7,14
E01003763,0.454,1,,Negative,4.5,2
E01003764,0.442,1,,Negative,5.0,2
E01003765,0.572,2,0.121,Negative,3.15,76
E01003766,0.601,1,,Positive,4.4,258
E01003767,0.609,2,0.07,Neutral,4.55,568
E01003769,0.725,2,0.162,Positive,3.75,38
E01003770,0.558,6,0.144,Positive,3.45,1281
E01003771,0.52,1,,Neutral,2.6,10
E01003774,0.647,2,0.006,Positive,3.5,47
E01003775,0.741,2,0.182,Positive,4.95,74
E01003776,0.615,1,,Positive,4.7,38
E01003778,0.546,3,0.053,Neutral,4.267,427
E01003779,0.56,1,,Neutral,4.6,102
E01003781,0.669,2,0.062,Positive,4.55,59
E01003783,0.615,9,0.247,Very Positive,3.989,12805
E01003785,0.769,2,0.079,Very Positive,4.45,47
E01003788,0.773,1,,Very Positive,4.8,116
E01003789,0.518,2,0.035,Negative,3.9,52
E01003790,0.527,7,0.296,Very Negative,4.814,36
E01003791,0.401,5,0.237,Negative,4.88,17
E01003792,0.425,3,0.368,Positive,4.467,2777
E01003793,0.654,1,,Positive,4.6,9
E01003795,0.271,2,0.384,Neutral,4.8,16
E01003797,0.681,1,,Positive,4.6,257
E01003798,0.672,1,,Positive,4.5,86
E01003799,0.712,1,,Very Positive,4.6,3405
E01003800,0.613,2,0.042,Neutral,4.45,33
E01003802,0.731,1,,Very Positive,4.5,35
E01003803,0.0,1,,Very Negative,5.0,1
E01003804,0.658,1,,Positive,4.8,14
E01003806,0.7,1,,Positive,4.7,3
E01003807,0.604,1,,Positive,4.3,43
E01003810,0.63,1,,Positive,4.7,45
E01003811,0.808,1,,Very Positive,5.0,4
E01003812,0.558,2,0.16,Negative,4.75,30
E01003815,0.627,1,,Positive,4.5,24
E01003816,0.545,8,0.237,Neutral,4.625,29818
E01003817,0.487,14,0.237,Neutral,4.264,376
E01003819,0.629,5,0.107,Positive,4.64,3312
E01003820,0.665,1,,Positive,4.4,8
E01003821,0.582,2,0.057,Neutral,4.65,289
E01003823,0.605,14,0.121,Neutral,4.736,29789
E01003824,0.904,1,,Very Positive,4.7,3
E01003827,0.648,1,,Positive,4.7,23
E01003831,0.621,1,,Positive,4.6,328
E01003834,0.598,7,0.072,Neutral,4.371,598
E01003835,0.835,1,,Very Positive,5.0,4
E01003836,0.721,1,,Very Positive,4.2,20
E01003837,0.569,1,,Neutral,4.4,118
E01003839,0.725,1,,Very Positive,5.0,5
E01003841,0.382,4,0.258,Neutral,4.275,23
E01003842,0.627,1,,Positive,4.2,11
E01003844,0.0,1,,Very Negative,4.0,1
E01003845,0.704,2,0.15,Neutral,3.85,73
E01003847,0.623,13,0.104,Neutral,4.569,7114
E01003851,0.665,3,0.167,Neutral,3.333,51
E01003852,0.414,5,0.245,Neutral,4.74,42
E01003854,0.658,1,,Positive,4.9,48
E01003858,0.536,1,,Neutral,2.3,3
E01003860,0.661,6,0.058,Positive,4.467,1301
E01003861,0.834,1,,Very Positive,5.0,1
E01003867,0.54,6,0.14,Negative,4.217,688
E01003868,0.518,4,0.357,Positive,4.4,33
E01003869,0.689,2,0.069,Positive,4.7,392
E01003870,0.449,5,0.276,Negative,3.36,115
E01003871,0.597,2,0.182,Negative,4.45,31
E01003872,0.592,2,0.069,Neutral,4.2,50
E01003873,0.67,3,0.097,Very Positive,3.633,768
E01003875,0.567,1,,Neutral,4.1,15
E01003876,0.557,24,0.207,Neutral,4.188,1135
E01003877,0.716,2,0.003,Very Positive,4.85,68
E01003878,0.382,3,0.337,Neutral,4.0,19
E01003880,0.435,3,0.381,Neutral,4.4,704
E01003881,0.57,4,0.383,Very Positive,4.475,945
E01003882,0.727,2,0.051,Positive,4.3,108
E01003883,0.878,1,,Very Positive,4.0,2
E01003884,0.583,2,0.072,Neutral,4.7,39
E01003885,0.489,4,0.333,Neutral,4.55,1398
E01003886,0.541,4,0.362,Positive,4.775,70
E01003888,0.291,3,0.257,Very Negative,4.6,15
E01003889,0.629,5,0.075,Neutral,4.76,11274
E01003891,0.656,3,0.2,Neutral,4.633,161
E01003892,0.681,2,0.11,Positive,4.7,1567
E01003894,0.737,4,0.013,Very Positive,4.8,310
E01003895,0.601,5,0.355,Very Positive,4.64,1011
E01003896,0.634,18,0.127,Neutral,4.339,1780
E01003897,0.656,8,0.1,Positive,3.462,346
E01003898,0.0,1,,Very Negative,5.0,1
E01003904,0.708,2,0.178,Neutral,4.65,26
E01003905,0.651,2,0.135,Neutral,4.5,96
E01003906,0.661,1,,Positive,4.0,10
E01003907,0.687,1,,Positive,4.7,22
E01003908,0.71,3,0.04,Very Positive,3.933,67
E01003909,0.341,2,0.483,Positive,4.25,64
E01003910,0.614,2,0.034,Neutral,3.9,51
E01003913,0.682,5,0.087,Very Positive,3.58,259
E01003914,0.658,2,0.157,Neutral,4.35,85
E01003918,0.608,3,0.041,Positive,3.4,533
E01003921,0.226,1,,Very Negative,4.0,1
E01003923,0.591,1,,Neutral,4.4,81
E01003927,0.429,4,0.289,Neutral,4.025,589
E01003929,0.519,19,0.206,Positive,4.358,6952
E01003932,0.619,4,0.075,Neutral,3.775,704
E01003933,0.681,4,0.081,Positive,4.5,30167
E01003935,0.528,3,0.047,Neutral,3.967,41
E01003936,0.619,4,0.052,Neutral,4.1,330
E01003937,0.819,1,,Very Positive,4.9,1371
E01003938,0.591,3,0.041,Positive,4.367,547
E01003939,0.554,18,0.227,Positive,4.3,669
E01003940,0.821,1,,Very Positive,4.8,17
E01003941,0.413,3,0.36,Neutral,4.633,26
E01003945,0.596,2,0.019,Neutral,4.6,418
E01003947,0.675,2,0.093,Positive,4.55,13
E01003948,0.541,2,0.058,Negative,4.6,33
E01003951,0.691,1,,Positive,4.5,23
E01003953,0.643,3,0.118,Neutral,4.367,132
E01003964,0.738,1,,Very Positive,4.8,19
E01003969,0.843,1,,Very Positive,5.0,2
E01003976,0.261,2,0.369,Neutral,3.0,2
E01003978,0.717,1,,Very Positive,4.4,807
E01003979,0.379,2,0.536,Very Negative,4.5,5
E01003981,0.594,24,0.184,Positive,4.179,55013
E01003993,0.578,1,,Neutral,4.2,18
E01003994,0.744,1,,Very Positive,4.1,290
E01003998,0.598,1,,Neutral,4.0,109
E01004002,0.574,3,0.131,Negative,4.833,173
E01004010,0.514,2,0.006,Neutral,4.05,198
E01004013,0.487,1,,Negative,4.8,4
E01004016,0.528,1,,Neutral,4.2,35
E01004017,0.359,3,0.328,Negative,4.667,334
E01004019,0.532,1,,Neutral,3.9,18
E01004020,0.468,1,,Negative,1.0,1
E01004023,0.553,1,,Neutral,3.9,102
E01004024,0.0,1,,Very Negative,3.3,3
E01004027,0.422,12,0.217,Neutral,4.25,11953
E01004030,0.663,1,,Positive,4.2,875
E01004031,0.66,4,0.126,Very Positive,3.825,664
E01004032,0.592,1,,Neutral,4.6,31
