LSOA,Avg_Sentiment_Score,Place_Count,Sentiment_Std,Most_Common_Category,Avg_Rating,Total_Reviews
E01000990,0.187,2,0.265,Very Negative,3.65,4
E01000991,0.651,1,,Positive,4.8,28
E01000992,0.516,4,0.026,Neutral,4.275,1480
E01000995,0.551,2,0.138,Negative,3.5,21
E01000997,0.84,1,,Very Positive,4.7,43
E01000998,0.572,4,0.069,Neutral,4.475,298
E01001000,0.53,1,,Neutral,3.7,242
E01001001,0.604,2,0.007,Neutral,4.75,20
E01001002,0.736,2,0.145,Positive,3.65,176
E01001003,0.591,1,,Neutral,4.7,44
E01001006,0.626,2,0.029,Positive,4.25,9432
E01001007,0.416,1,,Negative,5.0,2
E01001008,0.179,2,0.253,Very Negative,5.0,2
E01001009,0.0,1,,Very Negative,1.0,1
E01001010,0.261,4,0.303,Very Negative,4.525,35
E01001011,0.683,1,,Positive,4.6,36
E01001012,0.662,1,,Positive,3.7,3
E01001013,0.596,9,0.158,Neutral,4.178,584
E01001014,0.558,16,0.178,Neutral,4.381,12678
E01001017,0.658,1,,Positive,4.7,1067
E01001018,0.0,1,,Very Negative,4.3,4
E01001021,0.522,2,0.13,Negative,4.75,4
E01001022,0.679,1,,Positive,4.5,138
E01001023,0.533,2,0.006,Neutral,4.75,32
E01001026,0.807,2,0.129,Very Positive,4.9,39
E01001029,0.713,1,,Very Positive,4.4,30
E01001033,0.623,4,0.241,Very Positive,4.25,903
E01001035,0.513,1,,Neutral,4.0,8
E01001036,0.616,4,0.104,Negative,4.475,54
E01001037,0.904,1,,Very Positive,1.0,1
E01001038,0.788,1,,Very Positive,4.7,12
E01001039,0.634,1,,Positive,4.8,319
E01001040,0.58,1,,Neutral,4.2,74
E01001041,0.742,4,0.125,Positive,4.575,216
E01001042,0.558,9,0.253,Neutral,4.3,434
E01001043,0.635,23,0.118,Positive,3.896,13145
E01001044,0.472,6,0.239,Neutral,4.433,1572
E01001045,0.547,22,0.215,Positive,4.259,2937
E01001046,0.67,1,,Positive,4.9,82
E01001047,0.477,4,0.156,Negative,3.675,66
E01001048,0.547,18,0.233,Very Positive,4.028,1076
E01001049,0.63,7,0.118,Neutral,4.614,3226
E01001051,0.754,1,,Very Positive,4.4,65
E01001064,0.559,6,0.114,Positive,4.367,1012
E01001068,0.555,2,0.092,Negative,4.5,21
E01001069,0.0,1,,Very Negative,4.3,3
E01001071,0.647,1,,Positive,4.7,92
E01001073,0.6,2,0.068,Neutral,4.65,81
E01001076,0.533,1,,Neutral,5.0,1
E01001078,0.386,1,,Very Negative,4.3,8
E01001080,0.639,1,,Positive,3.6,16
E01001085,0.51,1,,Neutral,4.0,123
E01001086,0.67,1,,Positive,4.2,186
E01001087,0.623,2,0.044,Neutral,3.7,819
E01001089,0.693,1,,Positive,4.6,21
E01001090,0.541,2,0.031,Neutral,3.15,212
E01001091,0.441,1,,Negative,4.7,3
E01001092,0.655,2,0.045,Positive,4.15,55
E01001094,0.675,1,,Positive,4.3,73
E01001095,0.704,1,,Very Positive,4.7,15
E01001096,0.0,1,,Very Negative,5.0,1
E01001097,0.584,7,0.276,Very Positive,4.257,774
E01001100,0.243,2,0.344,Negative,4.5,3
E01001102,0.696,2,0.08,Positive,4.7,154
E01001103,0.455,1,,Negative,4.3,8
E01001104,0.41,5,0.273,Neutral,3.92,83
E01001105,0.675,1,,Positive,4.7,41
E01001107,0.633,4,0.105,Positive,4.425,221
E01001108,0.459,1,,Negative,4.2,15
E01001109,0.667,2,0.031,Positive,3.9,87
E01001110,0.631,2,0.298,Negative,4.4,47
E01001111,0.548,5,0.076,Neutral,3.68,4423
E01001113,0.748,4,0.092,Very Positive,3.825,259
E01001114,0.6,3,0.136,Negative,4.133,220
E01001115,0.611,1,,Positive,4.3,19
E01001116,0.539,3,0.124,Negative,3.6,154
E01001117,0.504,1,,Neutral,4.7,6
E01001118,0.692,7,0.078,Very Positive,4.6,79
E01001119,0.482,1,,Negative,4.3,4
E01001120,0.517,1,,Neutral,4.5,28
E01001122,0.588,3,0.083,Neutral,4.267,964
E01001123,0.626,3,0.043,Positive,4.4,109
E01001125,0.637,3,0.137,Neutral,4.5,106
E01001127,0.316,1,,Very Negative,5.0,2
E01001133,0.573,1,,Neutral,4.1,75
E01001134,0.8,1,,Very Positive,4.8,1171
E01001135,0.644,2,0.083,Neutral,4.4,25
E01001136,0.602,5,0.132,Neutral,4.14,670
E01001137,0.544,1,,Neutral,4.2,93
E01001138,0.579,1,,Neutral,4.8,12
E01001140,0.704,2,0.003,Very Positive,4.15,1041
E01001142,0.622,1,,Positive,4.5,52
E01001145,0.675,2,0.01,Positive,3.7,15
E01001146,0.812,1,,Very Positive,5.0,74
E01001149,0.866,1,,Very Positive,4.5,37
E01001150,0.732,1,,Very Positive,4.4,996
E01001151,0.705,2,0.154,Neutral,4.75,13
E01001152,0.569,6,0.299,Positive,4.133,315
E01001153,0.801,2,0.171,Positive,4.95,10
E01001154,0.662,4,0.112,Positive,4.55,67
E01001155,0.344,5,0.221,Very Negative,3.62,27
E01001157,0.745,1,,Very Positive,4.8,12
E01001158,0.527,2,0.239,Positive,4.0,5
E01001159,0.618,1,,Positive,4.6,37
E01001162,0.509,1,,Neutral,4.2,252
E01001164,0.671,3,0.19,Negative,4.3,54
E01001165,0.591,3,0.017,Neutral,4.167,66
E01001166,0.577,3,0.053,Neutral,3.8,94
E01001167,0.345,7,0.346,Very Negative,4.171,840
E01001168,0.876,1,,Very Positive,3.0,2
E01001170,0.377,3,0.371,Very Negative,4.767,12
E01001171,0.688,3,0.182,Very Positive,4.7,155
E01001172,0.524,5,0.309,Neutral,4.5,3231
E01001173,0.602,3,0.11,Negative,4.167,416
E01001174,0.591,2,0.067,Neutral,4.2,65
E01001176,0.821,1,,Very Positive,1.7,6
E01001178,0.527,5,0.316,Neutral,4.04,1249
E01001179,0.501,1,,Neutral,4.5,6
E01001180,0.416,4,0.311,Very Negative,3.3,12
E01001181,0.778,3,0.044,Very Positive,2.467,239
E01001183,0.493,1,,Negative,3.6,74
E01001185,0.575,4,0.087,Neutral,4.4,226
E01001186,0.494,1,,Negative,4.0,1
E01001188,0.506,4,0.345,Very Positive,4.25,64
E01001190,0.601,1,,Positive,4.3,18
E01001191,0.309,3,0.281,Very Negative,3.433,7
E01001194,0.0,1,,Very Negative,4.0,1
E01001197,0.594,1,,Neutral,4.3,31
E01001202,0.585,1,,Neutral,4.1,1248
E01001205,0.544,2,0.078,Negative,4.1,226
E01001207,0.632,1,,Positive,4.5,40
E01001208,0.54,1,,Neutral,3.0,2
E01001209,0.67,1,,Positive,4.6,1568
E01001210,0.605,1,,Positive,4.5,54
E01001211,0.649,1,,Positive,4.6,13
E01001214,0.677,2,0.003,Positive,2.65,381
E01001216,0.547,1,,Neutral,4.0,1
E01001218,0.473,1,,Negative,3.8,43
E01001221,0.507,21,0.236,Positive,4.133,16766
E01001222,0.636,4,0.176,Negative,4.35,169
E01001224,0.272,2,0.384,Neutral,4.8,53
E01001225,0.614,4,0.058,Neutral,3.975,556
E01001226,0.54,2,0.104,Negative,4.85,176
E01001228,0.556,4,0.056,Neutral,4.2,32
E01001230,0.608,8,0.254,Very Positive,4.4,641
E01001233,0.601,2,0.123,Neutral,4.25,92
E01001234,0.566,5,0.122,Positive,4.34,1885
E01001235,0.624,3,0.052,Positive,4.2,74
E01001238,0.557,3,0.026,Neutral,3.967,173
E01001240,0.715,1,,Very Positive,4.7,35
E01001241,0.796,1,,Very Positive,4.8,12
E01001246,0.807,1,,Very Positive,4.4,5
E01001247,0.543,4,0.367,Positive,4.55,549
E01001248,0.373,2,0.016,Very Negative,3.1,5
E01001249,0.538,5,0.073,Neutral,2.5,17
E01001250,0.562,6,0.132,Positive,4.667,44
E01001251,0.802,1,,Very Positive,4.5,27
E01001252,0.574,5,0.085,Neutral,4.3,241
E01001254,0.453,1,,Negative,2.0,4
E01001259,0.647,1,,Positive,4.4,38
E01001260,0.654,1,,Positive,4.4,318
E01001265,0.497,1,,Negative,4.0,6
E01001266,0.651,3,0.126,Neutral,4.433,4784
E01001268,0.82,1,,Very Positive,5.0,1
E01001272,0.663,2,0.236,Negative,4.5,102
E01001273,0.612,3,0.167,Negative,3.5,189
E01001274,0.633,1,,Positive,4.6,56
E01001276,0.439,3,0.386,Neutral,4.167,44
E01001277,0.694,2,0.028,Positive,3.6,15
E01001278,0.523,8,0.135,Neutral,4.175,228
E01001279,0.711,2,0.004,Very Positive,2.35,34
E01001280,0.264,2,0.374,Neutral,4.75,8
E01001285,0.636,2,0.052,Neutral,4.75,42
E01001288,0.578,1,,Neutral,4.5,22
E01001290,0.677,2,0.107,Positive,4.55,2079
E01001300,0.739,1,,Very Positive,5.0,158
E01001301,0.674,4,0.037,Positive,3.925,240
E01001302,0.561,2,0.08,Neutral,4.7,543
E01001303,0.476,6,0.27,Positive,4.65,203
E01001305,0.635,1,,Positive,2.5,102
E01001307,0.493,1,,Negative,4.6,26
E01001308,0.629,1,,Positive,4.7,18
E01001312,0.743,1,,Very Positive,5.0,11
E01001320,0.524,1,,Neutral,4.3,89
E01001322,0.514,3,0.124,Neutral,3.967,214
E01001325,0.626,1,,Positive,4.5,2
E01001326,0.636,2,0.095,Neutral,4.25,1037
E01001327,0.558,1,,Neutral,2.4,106
E01001328,0.654,2,0.135,Neutral,4.3,242
E01001333,0.628,2,0.027,Positive,4.9,8
E01001335,0.695,1,,Positive,4.8,8
E01001337,0.664,3,0.025,Positive,3.5,1072
E01001339,0.707,2,0.216,Neutral,2.8,91
E01001344,0.633,4,0.151,Very Positive,4.5,97
E01001351,0.685,4,0.149,Very Positive,4.7,200
E01001352,0.742,1,,Very Positive,4.3,11
E01001353,0.587,2,0.066,Neutral,4.55,589
E01001355,0.547,2,0.042,Neutral,4.05,182
E01001356,0.725,1,,Very Positive,2.9,42
E01001358,0.652,2,0.033,Positive,3.4,243
E01001360,0.616,1,,Positive,3.3,64
E01001361,0.7,5,0.078,Very Positive,3.5,948
E01001364,0.501,1,,Neutral,3.0,1
E01001367,0.511,2,0.101,Negative,3.9,86
E01001369,0.648,2,0.149,Neutral,3.8,3446
E01001370,0.523,1,,Neutral,4.1,52
E01001380,0.513,1,,Neutral,3.7,78
E01001381,0.521,1,,Neutral,4.5,4
E01001382,0.542,5,0.342,Neutral,4.78,1483
E01001386,0.396,7,0.282,Neutral,3.671,4001
E01001387,0.463,8,0.306,Very Negative,4.188,769
E01001388,0.582,4,0.141,Neutral,4.525,429
E01001389,0.664,2,0.094,Neutral,4.6,73
E01001393,0.625,2,0.122,Neutral,4.75,12
E01001395,0.667,1,,Positive,4.3,246
E01001399,0.694,1,,Positive,5.0,16
E01001400,0.665,1,,Positive,4.1,38
E01001402,0.582,6,0.179,Very Positive,2.817,441
E01001403,0.585,3,0.084,Positive,4.467,106
E01001404,0.648,4,0.187,Negative,3.925,598
E01001405,0.0,1,,Very Negative,1.0,1
E01001406,0.312,5,0.435,Very Negative,3.9,42
E01001407,0.583,7,0.079,Positive,4.529,4206
E01001408,0.642,1,,Positive,4.6,48
E01001410,0.447,1,,Negative,3.0,2
E01001411,0.532,7,0.295,Very Positive,4.086,905
E01001412,0.567,24,0.196,Neutral,4.354,4978
E01001413,0.713,4,0.13,Very Positive,4.725,594
E01001414,0.605,1,,Positive,4.8,23
E01001415,0.566,22,0.224,Neutral,4.3,1785
E01001416,0.785,1,,Very Positive,4.8,40
E01001417,0.381,7,0.28,Very Negative,4.6,3528
E01001418,0.794,1,,Very Positive,4.7,65
E01001419,0.404,6,0.321,Neutral,4.483,230
E01001420,0.647,3,0.087,Neutral,4.633,609
E01001422,0.599,2,0.094,Neutral,4.5,25
E01001423,0.589,1,,Neutral,4.4,65
E01001425,0.669,3,0.102,Neutral,4.6,2368
E01001426,0.489,4,0.267,Very Negative,4.075,72
E01001427,0.749,1,,Very Positive,4.3,1909
E01001428,0.524,1,,Neutral,3.6,7
E01001429,0.552,16,0.238,Neutral,3.619,10639
E01001430,0.61,1,,Positive,4.4,25
E01001437,0.383,4,0.266,Negative,4.275,144
E01001438,0.428,1,,Negative,3.0,2
E01001439,0.544,2,0.045,Neutral,3.9,25
E01001440,0.58,2,0.08,Neutral,4.35,154
E01001441,0.667,2,0.173,Neutral,4.4,651
E01001442,0.494,4,0.124,Neutral,3.875,69
E01001445,0.68,1,,Positive,5.0,3
E01001446,0.512,1,,Neutral,4.3,14
E01001447,0.698,2,0.092,Positive,3.75,70
E01001448,0.0,1,,Very Negative,5.0,1
E01001450,0.583,15,0.082,Positive,4.273,5123
E01001451,0.551,8,0.24,Neutral,4.4,3560
E01001454,0.522,4,0.387,Neutral,3.625,53
E01001455,0.551,2,0.064,Neutral,3.9,14
E01001457,0.563,3,0.131,Positive,3.967,60
E01001458,0.665,3,0.186,Neutral,4.667,53
E01001459,0.69,1,,Positive,4.3,68
E01001460,0.418,2,0.592,Very Negative,4.05,13
E01001461,0.695,3,0.135,Neutral,4.033,114
E01001462,0.748,1,,Very Positive,4.3,169
E01001463,0.597,2,0.059,Neutral,3.7,154
E01001468,0.71,6,0.112,Very Positive,4.233,1263
E01001469,0.469,1,,Negative,4.5,62
E01001471,0.381,3,0.333,Neutral,4.2,766
E01001473,0.52,3,0.224,Neutral,4.2,17
E01001474,0.633,3,0.078,Neutral,4.833,54
E01001476,0.879,1,,Very Positive,4.9,104
E01001479,0.677,3,0.043,Positive,4.4,838
E01001482,0.719,1,,Very Positive,5.0,4
E01001483,0.528,1,,Neutral,4.3,12
E01001484,0.81,2,0.129,Very Positive,4.7,2693
E01001487,0.646,1,,Positive,5.0,2
E01001489,0.443,1,,Negative,1.0,1
E01001491,0.299,2,0.422,Neutral,4.8,109
E01001492,0.618,1,,Positive,4.2,52
E01001498,0.626,2,0.271,Negative,3.0,3
E01001500,0.739,1,,Very Positive,3.9,436
E01001501,0.556,6,0.324,Neutral,3.95,127
E01001504,0.363,1,,Very Negative,2.0,2
E01001505,0.663,2,0.045,Positive,4.85,21
E01001506,0.529,4,0.088,Neutral,4.075,53
E01001507,0.534,8,0.263,Positive,3.475,356
E01001508,0.776,2,0.116,Positive,4.85,18
E01001509,0.822,1,,Very Positive,4.3,87
E01001510,0.327,1,,Very Negative,4.5,2
E01001511,0.28,3,0.484,Very Negative,4.667,4
E01001512,0.294,4,0.381,Very Negative,4.7,45
E01001513,0.649,8,0.15,Neutral,4.037,6199
E01001514,0.589,3,0.017,Neutral,4.433,49
E01001516,0.522,1,,Neutral,4.4,7
E01001518,0.427,3,0.38,Neutral,4.433,552
E01001519,0.585,20,0.246,Positive,4.09,1328
E01001520,0.685,3,0.087,Very Positive,3.833,833
E01001521,0.62,5,0.041,Positive,4.42,167
E01001522,0.513,2,0.263,Positive,3.35,99
E01001523,0.638,2,0.176,Neutral,4.7,100
E01001525,0.496,1,,Negative,4.6,19
E01001527,0.643,1,,Positive,4.7,46
E01001528,0.534,2,0.018,Neutral,4.45,51
E01001529,0.631,4,0.154,Very Positive,4.15,44
E01001530,0.657,1,,Positive,4.1,9
E01001532,0.636,4,0.133,Neutral,4.625,175
E01001534,0.673,6,0.087,Very Positive,4.2,1382
E01001535,0.671,2,0.124,Neutral,4.8,1538
E01001536,0.517,19,0.296,Positive,4.195,410
E01001537,0.698,1,,Positive,4.7,27
E01001538,0.414,1,,Negative,4.9,13
E01001540,0.682,5,0.11,Neutral,4.3,85
E01001541,0.763,3,0.128,Very Positive,4.333,62
E01001542,0.531,1,,Neutral,5.0,21
E01001543,0.58,2,0.059,Neutral,4.75,205
E01001544,0.512,5,0.112,Positive,3.68,21
E01001545,0.48,1,,Negative,4.5,4
E01001546,0.944,1,,Very Positive,1.6,208
E01001547,0.57,2,0.262,Very Negative,4.4,28
E01001548,0.626,2,0.035,Positive,4.05,17
E01001554,0.709,1,,Very Positive,4.4,38
E01001558,0.721,3,0.073,Very Positive,4.033,265
E01001559,0.552,2,0.038,Neutral,3.8,82
E01001563,0.634,3,0.144,Negative,4.667,181
E01001564,0.673,5,0.132,Neutral,4.5,180
E01001565,0.449,3,0.408,Neutral,4.8,47
E01001566,0.363,1,,Very Negative,4.0,1
E01001568,0.535,6,0.264,Positive,4.667,2469
E01001569,0.723,3,0.213,Very Positive,4.9,89
E01001570,0.342,3,0.299,Negative,4.567,20
E01001574,0.597,4,0.137,Neutral,4.15,135
E01001575,0.0,1,,Very Negative,3.0,1
E01001576,0.607,1,,Positive,4.2,26
E01001578,0.716,1,,Very Positive,4.4,44
E01001580,0.625,2,0.077,Neutral,4.3,46
E01001581,0.589,2,0.075,Neutral,4.65,61
E01001582,0.739,1,,Very Positive,3.7,121
E01001588,0.618,4,0.053,Positive,4.35,503
E01001589,0.533,3,0.188,Positive,3.433,3216
E01001590,0.634,1,,Positive,5.0,6
E01001593,0.635,1,,Positive,4.5,20
E01001595,0.641,1,,Positive,4.4,1569
E01001597,0.223,2,0.316,Negative,4.45,9
E01001598,0.517,1,,Neutral,4.0,5
E01001599,0.841,2,0.119,Very Positive,3.35,60
E01001600,0.696,1,,Positive,4.7,33
E01001602,0.865,1,,Very Positive,5.0,22
E01001603,0.54,1,,Neutral,5.0,8
E01001604,0.562,1,,Neutral,4.8,39
E01001605,0.48,2,0.17,Neutral,4.6,208
E01001606,0.0,1,,Very Negative,5.0,3
E01001609,0.297,2,0.419,Neutral,4.65,90
E01001614,0.582,2,0.03,Neutral,4.05,87
E01001615,0.605,4,0.074,Neutral,3.85,4778
E01001623,0.663,1,,Positive,4.6,19
E01001629,0.723,1,,Very Positive,3.9,91
E01001631,0.722,2,0.006,Very Positive,4.35,1231
E01001634,0.469,2,0.335,Very Negative,4.9,51
E01001635,0.588,1,,Neutral,4.4,17
E01001636,0.608,2,0.04,Neutral,3.25,88
E01001637,0.602,1,,Positive,3.9,38
E01001640,0.653,1,,Positive,1.6,20
E01001641,0.668,15,0.072,Positive,4.493,50772
E01001642,0.584,10,0.196,Positive,4.28,49661
E01001644,0.64,3,0.143,Neutral,3.733,68
E01001648,0.601,1,,Positive,3.2,25
E01001651,0.626,3,0.074,Positive,4.567,382
E01001652,0.742,1,,Very Positive,4.7,40
E01001654,0.662,1,,Positive,4.5,160
E01001657,0.386,1,,Very Negative,5.0,3
E01001658,0.619,2,0.005,Positive,4.15,1007
E01001659,0.0,1,,Very Negative,5.0,1
E01001661,0.613,2,0.031,Neutral,4.15,119
E01001662,0.721,1,,Very Positive,4.0,285
E01001664,0.811,2,0.151,Very Positive,4.75,10
E01001666,0.601,2,0.045,Neutral,4.2,10270
E01001667,0.638,10,0.109,Positive,4.15,15136
E01001669,0.634,1,,Positive,5.0,9
E01001672,0.752,1,,Very Positive,4.7,3
E01001673,0.316,2,0.447,Positive,4.85,24
E01001675,0.528,1,,Neutral,4.7,14
E01001677,0.689,2,0.069,Positive,4.4,186
E01001679,0.615,1,,Positive,4.3,4
E01001680,0.574,3,0.052,Neutral,4.267,601
E01001681,0.352,2,0.497,Very Negative,5.0,4
E01001682,0.484,1,,Negative,4.0,18
E01001683,0.652,3,0.049,Positive,3.867,79
E01001684,0.468,4,0.314,Positive,4.175,1487
E01001685,0.546,1,,Neutral,3.9,7
E01001686,0.692,3,0.095,Positive,4.533,22
E01001687,0.0,1,,Very Negative,4.0,1
E01001688,0.624,2,0.011,Positive,4.25,931
E01001694,0.525,1,,Neutral,4.1,7
E01001695,0.285,1,,Very Negative,5.0,2
E01001696,0.512,5,0.077,Neutral,4.02,205
E01001697,0.359,2,0.508,Very Negative,2.9,11
E01001698,0.773,2,0.22,Positive,1.9,76
E01001699,0.458,4,0.346,Very Negative,4.9,65
E01001700,0.491,3,0.428,Positive,4.3,31
E01001701,0.493,4,0.362,Negative,3.25,1296
E01001702,0.829,1,,Very Positive,5.0,21
E01001705,0.448,3,0.055,Negative,3.567,18
E01001708,0.581,3,0.316,Positive,4.933,27
E01001709,0.582,11,0.232,Neutral,4.409,5315
E01001710,0.496,2,0.024,Negative,4.7,46
E01001711,0.693,3,0.132,Very Positive,4.8,71
E01001712,0.559,4,0.214,Neutral,4.175,49
E01001714,0.632,1,,Positive,4.4,284
E01001716,0.61,1,,Positive,4.5,8
E01001717,0.74,1,,Very Positive,4.8,3553
E01001722,0.531,1,,Neutral,4.2,73
E01001724,0.638,1,,Positive,5.0,6
E01001729,0.427,5,0.25,Neutral,3.88,1180
E01001730,0.564,2,0.046,Neutral,4.3,10
E01001731,0.562,9,0.241,Very Positive,3.844,309
E01001732,0.0,1,,Very Negative,5.0,1
E01001733,0.587,5,0.066,Neutral,4.66,122
E01001734,0.464,4,0.311,Positive,3.225,1338
E01001735,0.702,2,0.196,Neutral,3.55,34
E01001736,0.599,1,,Neutral,4.4,320
E01001744,0.547,3,0.225,Negative,4.533,100
E01001745,0.537,1,,Neutral,4.0,66
E01001747,0.73,1,,Very Positive,5.0,3
E01001748,0.583,2,0.082,Neutral,3.5,4088
E01001749,0.677,1,,Positive,4.8,16
E01001752,0.717,2,0.083,Positive,4.1,104
E01001754,0.618,2,0.199,Negative,3.8,87
E01001755,0.771,1,,Very Positive,3.2,80
E01001756,0.325,2,0.46,Positive,4.65,4
E01001758,0.538,1,,Neutral,4.8,9
E01001760,0.46,7,0.23,Neutral,3.171,177
E01001761,0.461,3,0.401,Positive,3.467,89
E01001762,0.603,9,0.251,Neutral,3.989,3317
E01001763,0.625,2,0.041,Neutral,3.35,125
E01001770,0.602,1,,Positive,3.8,190
E01001773,0.678,1,,Positive,4.4,20
E01001774,0.669,2,0.018,Positive,4.5,4531
E01001775,0.544,1,,Neutral,4.6,99
E01001776,0.607,1,,Positive,4.8,20
E01001777,0.614,4,0.07,Neutral,4.15,299
E01001779,0.735,4,0.04,Very Positive,4.075,806
E01001780,0.691,1,,Positive,4.7,72
E01001781,0.539,1,,Neutral,4.5,8
E01001782,0.577,1,,Neutral,4.9,16
E01001784,0.669,2,0.089,Positive,4.55,80
E01001786,0.612,1,,Positive,3.1,53
E01001787,0.535,1,,Neutral,4.6,330
E01001791,0.721,1,,Very Positive,4.8,5
E01001794,0.594,1,,Neutral,4.3,203
E01001795,0.541,1,,Neutral,4.7,12
E01001805,0.646,1,,Positive,4.7,214
E01001806,0.616,2,0.11,Neutral,4.15,7210
E01001808,0.684,1,,Positive,4.0,68
E01001812,0.577,2,0.038,Neutral,4.45,18
E01001813,0.547,2,0.109,Negative,3.8,117
E01001814,0.601,1,,Positive,4.9,19
E01001815,0.557,1,,Neutral,4.4,72
E01001816,0.699,2,0.02,Positive,4.65,4638
E01001824,0.568,1,,Neutral,4.2,252
E01001827,0.777,1,,Very Positive,4.6,2299
E01001828,0.574,1,,Neutral,4.4,7
E01001829,0.532,1,,Neutral,4.2,25
E01001832,0.555,2,0.059,Neutral,4.35,176
E01001834,0.688,2,0.205,Neutral,4.9,763
E01001836,0.691,2,0.031,Positive,4.8,41
E01001837,0.792,1,,Very Positive,5.0,2
E01001838,0.706,2,0.197,Neutral,4.65,126
E01001839,0.477,6,0.249,Positive,4.117,256
E01001840,0.701,2,0.041,Positive,4.8,67
E01001842,0.581,1,,Neutral,4.5,29
E01001844,0.573,1,,Neutral,4.0,3
E01001846,0.554,1,,Neutral,4.5,2
E01001848,0.709,3,0.04,Positive,4.367,142
E01001849,0.319,2,0.452,Positive,3.85,102
E01001852,0.748,1,,Very Positive,4.8,48
E01001854,0.417,1,,Negative,3.0,1
E01001857,0.594,7,0.281,Positive,3.9,6247
E01001858,0.602,2,0.054,Neutral,4.5,247
E01001860,0.638,2,0.053,Positive,4.4,146
E01001864,0.561,1,,Neutral,3.5,34
E01001865,0.565,2,0.014,Neutral,4.65,318
E01001868,0.743,1,,Very Positive,3.4,5
E01001869,0.701,3,0.114,Very Positive,4.433,497
E01001871,0.66,2,0.179,Neutral,4.15,277
E01001874,0.532,4,0.047,Neutral,4.425,335
E01001875,0.551,2,0.091,Negative,3.45,88
E01001876,0.671,2,0.181,Neutral,3.9,1708
E01001877,0.536,2,0.085,Negative,4.1,36
E01001881,0.834,1,,Very Positive,4.6,167
E01001884,0.635,1,,Positive,3.9,38
E01001885,0.755,1,,Very Positive,2.8,28
E01001888,0.397,2,0.561,Very Negative,5.0,4
E01001889,0.663,2,0.022,Positive,4.3,224
E01001890,0.551,3,0.088,Negative,4.1,835
E01001891,0.622,5,0.375,Positive,4.8,289
E01001892,0.511,1,,Neutral,4.8,4
E01001893,0.604,1,,Positive,2.6,129
E01001894,0.555,8,0.24,Positive,3.875,1125
E01001896,0.613,1,,Positive,3.2,11
E01001898,0.577,21,0.182,Negative,4.1,4569
E01001899,0.769,3,0.137,Very Positive,2.967,6080
E01001900,0.497,5,0.302,Positive,3.82,185
E01001904,0.578,1,,Neutral,4.1,19
E01001908,0.504,1,,Neutral,4.0,4
E01001909,0.358,2,0.506,Very Negative,4.7,15
E01001912,0.813,1,,Very Positive,4.9,359
E01001914,0.559,2,0.052,Neutral,3.45,85
E01001915,0.505,6,0.292,Very Negative,4.483,3506
E01001916,0.562,3,0.046,Neutral,4.233,623
E01001919,0.545,1,,Neutral,3.6,137
E01001920,0.622,3,0.137,Negative,4.4,4320
E01001922,0.64,1,,Positive,4.4,1537
E01001927,0.755,1,,Very Positive,4.5,47
E01001928,0.634,1,,Positive,4.0,62
E01001929,0.721,1,,Very Positive,4.6,13
E01001930,0.506,3,0.467,Neutral,4.433,3896
E01001932,0.445,8,0.321,Positive,4.0,77
E01001933,0.643,4,0.119,Neutral,4.625,160
E01001934,0.831,1,,Very Positive,4.7,16
E01001935,0.626,1,,Positive,4.8,26
E01001937,0.641,2,0.026,Positive,4.45,923
E01001938,0.0,2,0.0,Very Negative,4.5,3
E01001939,0.331,3,0.31,Very Negative,4.1,108
E01001940,0.39,4,0.279,Negative,3.675,185
E01001941,0.632,8,0.098,Neutral,3.862,5350
E01001942,0.863,1,,Very Positive,5.0,1
E01001943,0.606,11,0.234,Positive,4.109,60911
E01001944,0.598,1,,Neutral,1.0,3
E01001945,0.0,1,,Very Negative,4.5,2
E01001948,0.548,1,,Neutral,3.8,64
E01001950,0.601,2,0.041,Neutral,4.45,991
E01001953,0.223,2,0.315,Negative,4.9,7
E01001954,0.0,1,,Very Negative,5.0,1
E01001956,0.825,1,,Very Positive,1.8,65
E01001962,0.664,3,0.13,Very Positive,4.533,487
E01001963,0.704,3,0.229,Very Positive,4.667,186
E01001964,0.565,1,,Neutral,4.9,15
E01001966,0.623,4,0.114,Neutral,4.35,29396
E01001970,0.629,2,0.227,Negative,4.55,81
E01001971,0.686,1,,Positive,4.8,214
E01001972,0.656,2,0.064,Positive,4.7,45
E01001973,0.518,3,0.208,Neutral,4.267,27
E01001974,0.655,2,0.172,Neutral,4.05,54
E01001983,0.829,1,,Very Positive,4.3,11
E01001987,0.611,1,,Positive,4.4,21
E01001988,0.502,3,0.196,Neutral,4.733,130
E01001990,0.0,1,,Very Negative,5.0,1
E01001991,0.683,1,,Positive,3.6,25
E01001992,0.743,1,,Very Positive,4.7,10
E01001995,0.632,3,0.057,Positive,4.467,269
E01001996,0.793,1,,Very Positive,5.0,8
E01001997,0.375,5,0.346,Positive,4.58,58
E01001998,0.604,2,0.041,Neutral,4.55,214
E01001999,0.698,3,0.059,Positive,4.667,2074
E01002001,0.352,2,0.497,Very Negative,4.9,78
E01002002,0.674,6,0.035,Positive,4.383,8464
E01002003,0.52,10,0.283,Positive,3.92,947
E01002005,0.615,1,,Positive,4.6,323
E01002007,0.722,1,,Very Positive,5.0,5
E01002008,0.0,1,,Very Negative,4.5,2
E01002009,0.635,1,,Positive,4.7,50
E01002010,0.673,2,0.014,Positive,4.1,453
E01002011,0.593,4,0.124,Negative,4.625,2097
E01002013,0.596,1,,Neutral,4.0,1
E01002014,0.6,5,0.183,Positive,4.7,33
