LSOA_CODE,AvgPrice,MeanPTAL,MedianPTAL,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01000001,0.5537967732629366,5.498077119143921,5.524460155927362,0.4353830292994644,-0.4070641250305304,-1.2386062818915229,1.6829004916350674,-0.0052057302937848,-1.240113408274819,2.0445133747212827,-0.7989864759175841,-0.3338511545364069,0.9664065968652384,0.4389606004819172,0.3001706060984066,-0.5545830226729286
E01000002,0.5861075174166948,6.435167729040697,6.640577688108195,-0.0904854643956164,-0.1537824194188415,-0.4795425129064149,0.3701888970244005,0.4221488958894684,0.2177650151900376,2.184297768098802,-0.9604134914199072,0.5418946391247382,0.5561467478809444,1.1293497376598094,0.8711117952069839,-0.4150627223112859
E01000003,-0.2151989375965059,3.5888446987218976,3.5954028597946097,0.2543463347486989,-0.5890463229001333,-2.0994002467199957,0.2260840805981533,-0.1539972575370037,-0.4670006890631373,1.904728981343764,-0.8687224737729189,-1.482121597608319,-0.4084659552105215,-1.4020770986591284,-0.2707705830101706,-0.5816976920131346
E01000005,-0.0732835946323831,6.176878614955017,6.443611538570616,-1.8275756525851052,-0.253605255093216,0.7020928388126707,-0.5614128797960727,-0.0485950038840177,-1.107029014011056,2.883219734986396,-1.195269569038117,0.6862395553688216,1.405753364292934,1.9923361591321744,0.3001706060984066,-0.3047678134387424
E01000006,-0.9880719377543996,0.979415936126617,1.3032745078240149,0.4224518368315526,-0.3642184584422284,-0.4002119435867986,-0.1892280679437606,-0.0241913097408412,1.9885500846786663,-0.6113900994515767,-0.9417927190100508,-0.1575683747186366,0.9131857670109392,-0.5390906771867633,-1.4126529612273253,-0.3311600503269826
E01000007,-0.8097166300256547,1.7330584385220498,1.6472030735321177,0.090551230155149,-0.2265787568883255,-0.7847331004365101,1.3758953606374111,0.186281634660371,0.3176641028729157,1.485375801211207,-1.070100141219078,0.3754365696746825,0.7545734135199125,1.014284881463494,1.4420529843155612,-0.3490379782100703
E01000008,-0.6239690754292103,-0.4264502732201469,-0.6145138245725438,-0.3016949413715096,-0.1833842951036239,-0.559095206666489,-0.5239132145022686,-0.1391833484605427,0.3126968513690595,-1.1705276729616525,-0.5121686638410083,-0.8036703476323512,-1.0552670244893825,-0.7116879614812364,0.8711117952069839,-0.152021248810753
E01000009,-1.0035810949482034,2.1923134866739207,2.085019975134228,0.2026215648770515,-0.4119609061731912,0.420378450323352,-0.610576083826033,-0.0618693478591118,-0.5477497047764008,0.9262382277011314,-0.8659851669280673,-0.1798427201120855,1.3627694054226718,0.4964930285800749,-0.2707705830101706,-0.3798124335876153
E01000010,-1.10956033577253,0.0909323363640281,0.1469207567407377,-0.2672117614570781,0.163990095826948,0.0291084663104095,-0.1485439105233628,0.3152607082094197,-0.4663864111787467,1.345591407833688,-0.6065037628931912,1.2523654436153382,0.0507139479191297,1.934803731034017,0.8711117952069839,-0.105202063281771
E01000011,-0.6282683673010027,1.6525631942091843,1.631534117570163,-0.3060053388608136,-0.5053217484090238,-4.580051945362049,-1.041464910291103,-0.1539972575370037,-0.4578535933204433,1.0660226210786503,-0.9641202236051792,-0.7841076397531546,1.018086828311776,-1.1144149581683402,-0.2707705830101706,-0.4173504530197472
E01000012,-0.9841946484559484,0.4563230327014062,0.7447608956515076,-0.5085940208580989,-0.3713174728232242,0.0160792956713797,0.509413547581908,-0.0523188876971759,0.3658161296141154,-1.0307432795841336,-1.1757036158365712,-0.7871851675337929,-0.2738072086454152,-0.424025820990448,0.3001706060984066,-0.3772590755757297
E01000013,-0.5951732888447011,0.0374929858285495,0.007875532890063,0.0431368577728057,-0.2066975795163742,0.5925372432890468,0.5501574220919918,-0.1313119980571787,-1.303261443411704,0.6466694409460935,-0.9049649733476416,0.0068389137082404,0.1249214983252838,-0.1363636804996595,-0.8417117721187479,-0.1523681993688583
E01000014,-0.6675493557491192,-0.4534760317928777,-0.5129809994687635,0.1034824226230609,0.1361083937613203,0.107362463112998,0.4641832088180914,-0.1540963198054745,1.0170584311765014,-0.7511744928290957,-0.0942489774642701,0.2734990302439617,-0.6882069161266852,-0.0212988243033442,-0.8417117721187479,0.229741900078357
E01000015,-0.9389596066406872,-0.3814973933221952,-0.3538574327986478,0.2026215648770515,-0.0196049985368315,0.1856164599155865,-1.4294963536515135,-0.1159573464441967,1.5714111470211811,-1.4500964597166903,-0.6678254619909214,0.2111814480512179,-0.3546916851339646,-0.3664933928922903,0.3001706060984066,0.0568315457008443
