Station,latitude,longitude,address
Ickenham,51.5615698,-0.4423513,"Ickenham, Glebe Avenue, Ickenham, London Borough of Hillingdon, Greater London, England, UB10 8RE, United Kingdom"
Ilford,51.5582734,0.0711669,"Ilford, Greater London, England, IG1 1DL, United Kingdom"
Imperial Wharf,51.475103,-0.1829268,"Imperial Wharf, Harbour Avenue, Sands End, London Borough of Hammersmith and Fulham, Greater London, England, SW10 0XE, United Kingdom"
Island Gardens,51.4880683,-0.0105052,"Island Gardens, Manchester Road, Cubitt Town, Isle of Dogs, London Borough of Tower Hamlets, Greater London, England, E14 3FA, United Kingdom"
Iver,51.5296336,-0.4837153,"Iver Lane, Cowley, London Borough of Hillingdon, Greater London, England, UB8 2JD, United Kingdom"
Kennington,51.4882861,-0.1058829,"Kennington, Braganza Street, Elephant and Castle, London Borough of Southwark, Greater London, England, SE11 4JS, United Kingdom"
Kensal Green,51.5306063,-0.2244449,"Kensal Green, College Road, Brondesbury, London Borough of Brent, Greater London, England, NW10 5JT, United Kingdom"
Kensal Rise,51.5344634,-0.2200978,"Kensal Rise, Station Terrace, Brondesbury Park, Brondesbury, London Borough of Brent, Greater London, England, NW10 5RU, United Kingdom"
Kensington Olympia,51.497437,-0.2094954,"Kensington (Olympia), Olympia Way, West Kensington, London Borough of Hammersmith and Fulham, Greater London, England, W14 0NE, United Kingdom"
Kentish Town,51.5500554,-0.1425712,"Kentish Town, London Borough of Camden, Greater London, England, NW5 3AE, United Kingdom"
Kentish Town West,51.5469937,-0.1467554,"Kentish Town West, Prince of Wales Road, Maitland Park, Kentish Town, London Borough of Camden, Greater London, England, NW5 3LR, United Kingdom"
Kenton,51.5815255,-0.3166378,"Kenton, Nash Court, London Borough of Brent, Greater London, England, HA3 0ST, United Kingdom"
Kew Gardens,51.4781975,-0.2968861,"Royal Botanic Gardens, Kew, Sandycombe Road, Kew, London Borough of Richmond upon Thames, Greater London, England, TW9 2EN, United Kingdom"
Kilburn,51.541882,-0.1979358,"Kilburn, London Borough of Camden, Greater London, England, NW6 4JL, United Kingdom"
Kilburn High Road,51.5377475,-0.1913533,"Kilburn High Road, Belsize Road, South Hampstead, London Borough of Camden, Greater London, England, NW6 4DE, United Kingdom"
Kilburn Park,51.5350704,-0.1943721,"Kilburn Park, Alpha Place, Queen's Park, London Borough of Brent, Greater London, England, NW6 5AD, United Kingdom"
King George V,51.502006,0.0623526,"King George V, Hartmann Road, North Woolwich, London Borough of Newham, Greater London, England, E16 2LR, United Kingdom"
Kings Cross St Pancras,51.530609,-0.1239491,"King's Cross St Pancras, Pancras Road, King's Cross, London Borough of Camden, Greater London, England, N1C 4BS, United Kingdom"
Kingsbury,51.5843174,-0.2787137,"Kingsbury, Kingsbury Road, Kingsbury, London Borough of Brent, Greater London, England, NW9 9HF, United Kingdom"
Knightsbridge,51.5008444,-0.166965,"Knightsbridge, City of Westminster, Greater London, England, SW7 1BW, United Kingdom"
Ladbroke Grove,51.5172639,-0.2111019,"Ladbroke Grove, Westway, Westbourne Green, Bayswater, Royal Borough of Kensington and Chelsea, Greater London, England, W10 5JJ, United Kingdom"
Lambeth North,51.4989328,-0.1120142,"Lambeth North, Baylis Road, South Bank, Waterloo, London Borough of Lambeth, Greater London, England, SE1 7FN, United Kingdom"
Lancaster Gate,51.5118458,-0.175108,"Lancaster Gate, Lancaster Terrace, Paddington, City of Westminster, Greater London, England, W2 2TY, United Kingdom"
Langdon Park,51.5152051,-0.0141164,"Langdon Park, Radial Avenue, Telford Homes - Carmen Street, Poplar, London Borough of Tower Hamlets, Greater London, England, E14 6UB, United Kingdom"
Langley Berks,51.4999475,-0.563996,"Langley Fire Station, London Road, Langley, Slough, England, SL3 7SQ, United Kingdom"
Latimer Road,51.5134749,-0.2177873,"Latimer Road, Bramley Road, Silchester Estate, North Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W10 6SZ, United Kingdom"
Leicester Square,51.5114642,-0.1282641,"Leicester Square, Cranbourn Street, Covent Garden, Mayfair, City of Westminster, Greater London, England, WC2H 7AD, United Kingdom"
Lewisham DLR,51.4649887,-0.0130109,"Lewisham DLR, Station Road, Ladywell, London Borough of Lewisham, Greater London, England, SE13 5FL, United Kingdom"
Leyton,51.5696734,-0.015681,"Leyton, London Borough of Waltham Forest, Greater London, England, E10 5DU, United Kingdom"
Leyton Midland Road,51.5694492,-0.0070762,"Leyton Midland Road, Midland Road, Leyton, London Borough of Waltham Forest, Greater London, England, E10 6JT, United Kingdom"
Leytonstone,51.5683955,0.0111704,"Leytonstone, London Borough of Waltham Forest, Greater London, England, E11 3AA, United Kingdom"
Leytonstone High Road,51.5635285,0.0085412,"Leytonstone High Road, Trinity Close, Leytonstone, London Borough of Waltham Forest, Greater London, England, E11 4RE, United Kingdom"
Limehouse DLR,51.5093047,-0.0259009,"Westferry DLR, West India Dock Road, Canary Wharf, London Borough of Tower Hamlets, Greater London, England, E14 8SE, United Kingdom"
Liverpool St NR,51.5177164,-0.0836855,"Liverpool Street, Broadgate, Bishopsgate, City of London, Greater London, England, EC2M 2AT, United Kingdom"
Liverpool Street,51.5182105,-0.0814269,"London Liverpool Street, Great Eastern Walkway, Broadgate, Bank, City of London, Greater London, England, EC2M 3XU, United Kingdom"
London Bridge,51.508049,-0.0876715,"London Bridge, Borough Market, Bermondsey Village, The Borough, London Borough of Southwark, Greater London, England, SE1 2PF, United Kingdom"
London City Airport,51.5042655,0.0549024,"London City Airport, Wray Avenue, Silvertown, London Borough of Newham, Greater London, England, E16 2ZQ, United Kingdom"
London Fields,51.5410518,-0.0577737,"London Fields, Martello Terrace, Hackney, London Borough of Hackney, Greater London, England, E8 3PH, United Kingdom"
Loughton,51.4668087,0.1468586,"Loughton, 1, Ambleside Road, Barnehurst, London Borough of Bexley, Greater London, England, DA7 5DS, United Kingdom"
Maida Vale,51.527592,-0.1905916,"Maida Vale, City of Westminster, Greater London, England, W9 1EU, United Kingdom"
Maidenhead,50.9747352,-0.1973098,"Maidenhead Aquatics, London Road, Twineham, Hickstead, Mid Sussex, West Sussex, England, RH17 5LZ, United Kingdom"
Manor House,51.5703208,-0.0963971,"Manor House, Seven Sisters Road, Manor House, Stoke Newington, London Borough of Hackney, Greater London, England, N4 2EP, United Kingdom"
Manor Park,51.5506867,0.0476391,"Manor Park, London Borough of Newham, Greater London, England, E12 6QN, United Kingdom"
Mansion House,51.5118924,-0.0952228,"Mansion House, Huggin Hill, St Paul's, City of London, Greater London, England, EC4V 2AD, United Kingdom"
Marble Arch,51.5131841,-0.1589053,"Marble Arch, Marylebone, City of Westminster, Greater London, England, W1C 1LZ, United Kingdom"
Maryland,51.5460606,0.0059594,"Maryland, Leytonstone Road, Stratford New Town, Maryland, London Borough of Newham, Greater London, England, E15 1EQ, United Kingdom"
Marylebone,51.5196374,-0.1519627,"Marylebone, City of Westminster, Greater London, England, W1U 4RQ, United Kingdom"
Mile End,51.5253378,-0.033435,"Mile End, Mile End Road, Mile End, London Borough of Tower Hamlets, Greater London, England, E3 4PH, United Kingdom"
Mill Hill East,51.6082746,-0.2101451,"Mill Hill East, Brittacy Hill, West Finchley, London Borough of Barnet, Greater London, England, NW7 1HY, United Kingdom"
Monument,51.5106328,-0.0861271,"Monument, Eastcheap, Monument, City of London, Greater London, England, EC4R 9AA, United Kingdom"
Moor Park,53.8111368,-1.561102,"Woodhouse Moor Park, Hyde Park, Leeds, West Yorkshire, England, United Kingdom"
Moorgate,51.5182516,-0.0890625,"Moorgate, Moorfields, Leadenhall Market, Moorgate, City of London, Greater London, England, EC2Y 9AG, United Kingdom"
Morden,51.4027615,-0.1947552,"Morden, London Road, Morden, London Borough of Merton, Greater London, England, SM4 5HT, United Kingdom"
Mornington Crescent,51.5340608,-0.1380918,"Mornington Crescent, Eversholt Street, Fitzrovia, London Borough of Camden, Greater London, England, NW1 1BA, United Kingdom"
Mudchute,51.4915188,-0.0149135,"Mudchute, East Ferry Road, Cubitt Town, Isle of Dogs, London Borough of Tower Hamlets, Greater London, England, E14 9UW, United Kingdom"
Neasden,51.5543358,-0.250749,"Neasden, Neasden Close, Dudden Hill, London Borough of Brent, Greater London, England, NW10 1PJ, United Kingdom"
New Cross,51.4763706,-0.0326237,"New Cross, New Cross Road, New Cross, London Borough of Lewisham, Greater London, England, SE14 6TY, United Kingdom"
New Cross Gate,51.4752983,-0.0404289,"New Cross Gate, New Cross Road, New Cross Gate, London Borough of Lewisham, Greater London, England, SE14 5PL, United Kingdom"
Newbury Park,51.5754985,0.0899693,"Newbury Park, Eastern Avenue, Newbury Park, London Borough of Redbridge, Greater London, England, IG2 7RN, United Kingdom"
Nine Elms,51.4801837,-0.1296937,"Nine Elms, Pascal Square, Vauxhall, London Borough of Lambeth, Greater London, England, SW8 5NX, United Kingdom"
North Acton,51.5235769,-0.2597818,"North Acton, Victoria Road, Park Royal, London Borough of Ealing, Greater London, England, W3 6UP, United Kingdom"
North Ealing,51.5174885,-0.2887523,"North Ealing, Queens Drive, Hanger Hill Garden Estate, Park Royal, London Borough of Ealing, Greater London, England, W3 0HR, United Kingdom"
North Greenwich,51.500574,0.0043201,"North Greenwich, Peninsula Square, Greenwich Peninsula, Royal Borough of Greenwich, Greater London, England, SE10 0EN, United Kingdom"
North Harrow,51.5851618,-0.3631762,"North Harrow, Northumberland Road, Rayners Lane, London Borough of Harrow, Greater London, England, HA2 7RD, United Kingdom"
North Wembley,51.5624017,-0.3038698,"North Wembley, East Lane, Sudbury, London Borough of Brent, Greater London, England, HA9 7NT, United Kingdom"
Northfields,51.4996647,-0.312979,"Northfields, Bramley Road, London Borough of Ealing, Greater London, England, W5 4ST, United Kingdom"
Northolt,51.5484582,-0.3695247,"Northolt, Mandeville Road, Northolt, Greater London, England, UB5 4AA, United Kingdom"
Northwick Park,51.578491,-0.3176997,"Northwick Park, Northwick Avenue, London Borough of Brent, Greater London, England, HA3 0AT, United Kingdom"
Northwood,51.6051713,-0.4205812,"Northwood, London Borough of Hillingdon, Greater London, England, HA6 1HF, United Kingdom"
Northwood Hills,51.6001534,-0.4084575,"Northwood Hills, Ferndown, Northwood, London Borough of Hillingdon, Greater London, England, HA6 1PH, United Kingdom"
Norwood Junction,51.3971695,-0.0746988,"Norwood Junction, Foot Path 661, South Norwood, London Borough of Croydon, Greater London, England, SE25 5AG, United Kingdom"
Notting Hill Gate,51.5089252,-0.1961978,"Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, Greater London, England, W2 4EN, United Kingdom"
Oakwood,51.6473302,-0.1312548,"Oakwood, Bramley Road, Cockfosters, London Borough of Enfield, Greater London, England, N14 4TN, United Kingdom"
Old Street,51.5256284,-0.0876094,"Old Street, Finsbury, London Borough of Islington, Greater London, England, EC1Y 8AF, United Kingdom"
Osterley,51.4815507,-0.3518348,"Osterley, Great West Road, Osterley, London Borough of Hounslow, Greater London, England, TW7 4PU, United Kingdom"
Oval,51.4818339,-0.1123953,"Oval, Kennington Park Road, Oval, London Borough of Lambeth, Greater London, England, SE11 4PW, United Kingdom"
Oxford Circus,51.5153611,-0.1407785,"Oxford Circus, Oxford Street, East Marylebone, Mayfair, City of Westminster, Greater London, England, W1D 2LS, United Kingdom"
Paddington,51.5161629,-0.1744856,"Paddington, City of Westminster, Greater London, England, W2 1HU, United Kingdom"
Paddington EL,,,
Park Royal,51.5264341,-0.2839348,"Park Royal, Masons Green Lane, Park Royal, London Borough of Ealing, Greater London, England, W5 3HA, United Kingdom"
Parsons Green,51.4750837,-0.201549,"Parsons Green, Beaconsfield Alleyway, Parson's Green, Fulham, London Borough of Hammersmith and Fulham, Greater London, England, SW6 4HF, United Kingdom"
Peckham Rye,51.4700059,-0.0694125,"Peckham Rye, Holly Grove, Clifton Estate, Peckham, London Borough of Southwark, Greater London, England, SE15 5DQ, United Kingdom"
Penge West,51.4175031,-0.060661,"Penge West, Anerley Park, Anerley, London Borough of Bromley, Greater London, England, SE20 8NY, United Kingdom"
Perivale,51.5364952,-0.3225887,"Perivale, Chilham Close, Perivale, London Borough of Ealing, Greater London, England, UB6 8AE, United Kingdom"
Piccadilly Circus,51.5101383,-0.133936,"Piccadilly Circus, St. James's, Mayfair, City of Westminster, Greater London, England, W1J 9HS, United Kingdom"
Pimlico,51.4889993,-0.1398817,"Pimlico, City of Westminster, Greater London, England, SW1V 4BX, United Kingdom"
Pinner,51.5968712,-0.3770142,"Pinner, London Borough of Harrow, Greater London, England, HA5 3AW, United Kingdom"
Plaistow,51.5311544,0.0166833,"Plaistow, Hartsworth Close, Plaistow, London Borough of Newham, Greater London, England, E13 0TD, United Kingdom"
Pontoon Dock DLR,,,
Poplar,51.5110713,-0.0144629,"Poplar, London Borough of Tower Hamlets, Greater London, England, E14 6BP, United Kingdom"
Preston Road,51.5722732,-0.2958081,"Preston Road, Preston Waye, Preston, London Borough of Brent, Greater London, England, HA3 0QG, United Kingdom"
Prince Regent,51.5094778,0.0331521,"Prince Regent, Sandstone Lane, Custom House, Silvertown, London Borough of Newham, Greater London, England, E16 1FR, United Kingdom"
Pudding Mill Lane,51.5338301,-0.0135365,"Pudding Mill Lane, Barbers Road, Mill Meads, Stratford, London Borough of Newham, Greater London, England, E15 2PH, United Kingdom"
Putney Bridge,51.4682995,-0.2087947,"Putney Bridge, The Arches, Hurlingham, Fulham, London Borough of Hammersmith and Fulham, Greater London, England, SW6 4RR, United Kingdom"
Queens Park,51.5360591,-0.2112431,"Queens Park, Brondesbury, London Borough of Brent, Greater London, England, NW6 6SG, United Kingdom"
Queens Rd Peckham,51.4741117,-0.0570532,"Queens Road Peckham, Station Passage, Cossall Estate, Peckham, London Borough of Southwark, Greater London, England, SE15 2JR, United Kingdom"
Queensbury,51.5941903,-0.286181,"Queensbury, Cumberland Road, London Borough of Brent, Greater London, England, NW9 9EB, United Kingdom"
Queensway,51.5104729,-0.1872329,"Queensway, 129, Bayswater Road, Bayswater, City of Westminster, Greater London, England, W2 4RH, United Kingdom"
Ravenscourt Park,51.4941293,-0.2357932,"Ravenscourt Park, Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, Greater London, England, W6 0UQ, United Kingdom"
Rayners Lane,51.5767143,-0.3703002,"Rayners Lane, London Borough of Harrow, Greater London, England, HA2 7HA, United Kingdom"
Reading,51.5338494,-0.2261117,"The Reading Rooms, Bathurst Gardens, Brondesbury Park, Brondesbury, London Borough of Brent, Greater London, England, NW10 5ES, United Kingdom"
Rectory Road,51.559112,-0.068617,"Rectory Road, Nile Close, West Hackney, London Borough of Hackney, Greater London, England, N16 7SJ, United Kingdom"
Redbridge,51.5763203,0.0454097,"Redbridge, Eastern Avenue, Redbridge, London Borough of Redbridge, Greater London, England, IG4 5DQ, United Kingdom"
Regents Park,51.5329736,-0.1645336,"Gorilla Circus Regents Park Flying Trapeze School, St. John's Wood, City of London, Greater London, England, NW1 4RT, United Kingdom"
Richmond,51.4405529,-0.3076394,"London Borough of Richmond upon Thames, Greater London, England, United Kingdom"
Rickmansworth,51.6047931,-0.4991431,"Rickmansworth Sailing Club, Jacks Lane, West Harefield, Greater London, England, WD3 9YB, United Kingdom"
Roding Valley,51.6170812,0.0437553,"Roding Valley, Station Approach, Monkhams, London Borough of Redbridge, Greater London, England, IG9 6EY, United Kingdom"
Romford,51.5760462,0.1822646,"Romford, Greater London, England, RM1 1RX, United Kingdom"
Rotherhithe,51.5002908,-0.0436321,"Rotherhithe, London Borough of Southwark, Greater London, England, SE16 6AU, United Kingdom"
Royal Albert,51.5083952,0.0458839,"Royal Albert, Dockside Road, Silvertown, London Borough of Newham, Greater London, England, E16 2QU, United Kingdom"
Royal Oak,51.5190222,-0.1874439,"Royal Oak, Lord Hill's Bridge, Westbourne Green, Bayswater, City of Westminster, Greater London, England, W2 6ET, United Kingdom"
Royal Victoria,51.5091026,0.0175953,"Royal Victoria, Seagull Lane, Custom House, Canning Town, London Borough of Newham, Greater London, England, E16 1DE, United Kingdom"
Ruislip,51.5775626,-0.4278453,"Ruislip, Greater London, England, HA4 8BD, United Kingdom"
Ruislip Gardens,51.5606573,-0.4104614,"Ruislip Gardens, Carmichael Close, London Borough of Hillingdon, Greater London, England, HA4 6LG, United Kingdom"
Ruislip Manor,51.5714827,-0.4114022,"Ruislip Manor, London Borough of Hillingdon, Greater London, England, United Kingdom"
Russell Square,51.5230529,-0.1242529,"Russell Square, Colonnade, Bloomsbury, London Borough of Camden, Greater London, England, WC1N 1JL, United Kingdom"
Seven Kings,51.5646258,0.0986148,"Seven Kings, London Borough of Redbridge, Greater London, England, IG3 8RG, United Kingdom"
Seven Sisters,51.5817795,-0.0739615,"Seven Sisters, South Tottenham, West Green, London Borough of Haringey, Greater London, England, N15 5PF, United Kingdom"
Shadwell DLR,,,
Shadwell LO,51.5094102,-0.0515703,"Shadwell, London Borough of Tower Hamlets, Greater London, England, E1W 3DJ, United Kingdom"
Shenfield,51.4741581,0.0409218,"Shenfield House, Portway Gardens, Charlton, Royal Borough of Greenwich, Greater London, England, SE18 4PG, United Kingdom"
Shepherds Bush,51.5040544,-0.2247685,"Dorsett Shepherds Bush London, 58, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, Greater London, England, W12 8QE, United Kingdom"
Shepherds Bush LO,51.4968389,-0.2238166,"Shepherds Bush Road, Hammersmith, London Borough of Hammersmith and Fulham, Greater London, England, W6 7NL, United Kingdom"
Shepherds Bush Market,,,
Shoreditch High Street,51.5232534,-0.0744674,"Shoreditch High Street, Sclater Street, Spitalfields, Whitechapel, London Borough of Tower Hamlets, Greater London, England, E1 6GX, United Kingdom"
Silver Street,51.6152781,-0.0669005,"Silver Street, Sterling Way, Upper Edmonton, Edmonton, London Borough of Enfield, Greater London, England, N18 2UE, United Kingdom"
Sloane Square,51.4921443,-0.1555588,"Sloane Square, Skinner Place, Belgravia, Royal Borough of Kensington and Chelsea, Greater London, England, SW1W 8HQ, United Kingdom"
Slough,51.5844186,-0.2669913,"Slough Lane, Kingsbury Road, Kingsbury, London Borough of Brent, Greater London, England, NW9 9PA, United Kingdom"
Snaresbrook,51.5808033,0.0215864,"Snaresbrook, Station Approach, Snaresbrook, London Borough of Redbridge, Greater London, England, E11 1QE, United Kingdom"
South Acton,51.4997225,-0.2698979,"South Acton, Kingswood Terrace, London Borough of Ealing, Greater London, England, W4 5BN, United Kingdom"
South Ealing,51.5008623,-0.3076815,"South Ealing, Airedale Road, London Borough of Ealing, Greater London, England, W5 4SD, United Kingdom"
South Hampstead,51.5414337,-0.1788007,"South Hampstead, Hilgrove Road, Swiss Cottage, South Hampstead, London Borough of Camden, Greater London, England, NW6 4RY, United Kingdom"
South Harrow,51.5646517,-0.3522211,"South Harrow, Northolt Road, South Harrow, Rayners Lane, London Borough of Harrow, Greater London, England, HA2 0EX, United Kingdom"
South Kensington,51.4955817,-0.1831368,"South Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, SW7 4PH, United Kingdom"
South Kenton,51.5703076,-0.3085107,"South Kenton, Windermere Grove, North Wembley, Preston, London Borough of Brent, Greater London, England, HA9 8FL, United Kingdom"
South Quay,51.5000357,-0.0162525,"South Quay, Marsh Wall, St John's Estate, Isle of Dogs, London Borough of Tower Hamlets, Greater London, England, E14 9HN, United Kingdom"
South Ruislip,51.5569909,-0.3990635,"South Ruislip, Station Approach, Ruislip, Greater London, England, HA4 6TP, United Kingdom"
South Tottenham,51.5804433,-0.0717169,"South Tottenham, Crowland Road, Seven Sisters, South Tottenham, West Green, London Borough of Haringey, Greater London, England, N15 6UT, United Kingdom"
South Wimbledon,51.4151759,-0.1926457,"South Wimbledon, Morden Road, South Wimbledon, Merton, London Borough of Merton, Greater London, England, SW19 3BH, United Kingdom"
South Woodford,51.5917798,0.0274276,"South Woodford, Station Approach, South Woodford, London Borough of Redbridge, Greater London, England, E18 1AR, United Kingdom"
Southall,51.5111461,-0.3755169,"Southall, Greater London, England, UB1 1PS, United Kingdom"
Southbury,51.6480314,-0.0526302,"Southbury, Poppy Drive, Southbury, London Borough of Enfield, Greater London, England, EN3 4FF, United Kingdom"
Southfields,51.4457751,-0.2066142,"Southfields, Crowthorne Close, Southfields, London Borough of Wandsworth, Greater London, England, SW18 5RX, United Kingdom"
Southgate,51.6323183,-0.1277858,"Southgate, Southgate Circus, Southgate, London Borough of Enfield, Greater London, England, N14 5BH, United Kingdom"
Southwark,51.4652546,-0.0690186,"London Borough of Southwark, Greater London, England, United Kingdom"
St James Street,51.5811716,-0.0322047,"St James Street, Courtenay Mews, Leyton, London Borough of Waltham Forest, Greater London, England, E17 7PP, United Kingdom"
St James's Park,51.4992816,-0.1345942,"St. James's Park, Petty France, Westminster, Victoria, City of Westminster, Greater London, England, SW1H 9AG, United Kingdom"
St Johns Wood,51.5343767,-0.1715802,"St Johns Wood Barbers, 10, St. Ann's Terrace, St. John's Wood, City of Westminster, Greater London, England, NW8 6PJ, United Kingdom"
St Pauls,51.4921729,-0.02419,"St Pauls (former), 269, Westferry Road, Millwall, Isle of Dogs, London Borough of Tower Hamlets, Greater London, England, E14 3RS, United Kingdom"
Stamford Brook,51.4949692,-0.2458881,"Stamford Brook, Wilson Walk, London Borough of Hounslow, Greater London, England, W6 0XS, United Kingdom"
Stamford Hill,51.5707092,-0.0690402,"Stamford Hill, London Borough of Hackney, Greater London, England, N16 6PQ, United Kingdom"
Stanmore,51.6188526,-0.3026271,"Stanmore, London Road, Stanmore, London Borough of Harrow, Greater London, England, HA7 4PD, United Kingdom"
Star Lane DLR,51.5211364,0.0045441,"DLR Star Lane, Manor Road, Canning Town, London Borough of Newham, Greater London, England, E16 4BJ, United Kingdom"
Stepney Green,51.5217026,-0.0467147,"Stepney Green, Mile End Road, Stepney, London Borough of Tower Hamlets, Greater London, England, E1 4DT, United Kingdom"
Stockwell,51.472211,-0.1225014,"Stockwell, Clapham Road, Stockwell Park, Stockwell, London Borough of Lambeth, Greater London, England, SW9 9BE, United Kingdom"
Stoke Newington,51.5578698,-0.0822482,"Stoke Newington, London Borough of Hackney, Greater London, England, N16 9JS, United Kingdom"
Stonebridge Park,51.5441099,-0.2762285,"Stonebridge Park, Argenta Way, London Borough of Brent, Greater London, England, NW10 0RW, United Kingdom"
Stratford,51.541289,-0.0035472,"Stratford, Meridian Square, Stratford, London Borough of Newham, Greater London, England, E15 1DA, United Kingdom"
Stratford High Street,51.5376469,-0.0001288,"Stratford High Street, Bridge Road, Stratford, London Borough of Newham, Greater London, England, E15 3FF, United Kingdom"
Stratford International,51.5447954,-0.0087494,"Stratford International, International Square, Stratford, London Borough of Newham, Greater London, England, E20 1EE, United Kingdom"
Sudbury Hill,51.5568815,-0.3362525,"Sudbury Hill, Greenford Road, Sudbury Hill, London Borough of Harrow, Greater London, England, HA1 3RA, United Kingdom"
Sudbury Town,51.5508247,-0.3156392,"Sudbury Town, Station Approach, Sudbury, London Borough of Brent, Greater London, England, HA0 2LA, United Kingdom"
Surrey Quays,51.4934207,-0.0478319,"Surrey Quays, Lower Road, Surrey Quays, Rotherhithe, London Borough of Southwark, Greater London, England, SE16 2UF, United Kingdom"
Swiss Cottage,51.543722,-0.174982,"Swiss Cottage, Finchley Road, Swiss Cottage, Belsize Park, London Borough of Camden, Greater London, England, NW3 6LS, United Kingdom"
Sydenham SR,,,
Taplow,51.4887234,-0.0868922,"Taplow, Thurlow Street, Walworth, London Borough of Southwark, Greater London, England, SE17 2SL, United Kingdom"
Temple,51.5109659,-0.1143345,"Temple, Victoria Embankment Gardens, St Clement Danes, City of Westminster, Greater London, England, WC2R 2PH, United Kingdom"
Theobalds Grove,,,
Theydon Bois,,,
Tooting Bec,51.4356228,-0.1597188,"Tooting Bec, Upper Tooting Road, Upper Tooting, Balham, London Borough of Wandsworth, Greater London, England, SW17 7TS, United Kingdom"
Tooting Broadway,51.4277387,-0.1682905,"Tooting Broadway, Tooting High Street, Furzedown, London Borough of Wandsworth, Greater London, England, SW17 0TA, United Kingdom"
Tottenham Court Road,51.515401,-0.1305917,"Tottenham Court Road, Goslett Yard, Soho, City of Westminster, Greater London, England, W1D 3BG, United Kingdom"
Tottenham Hale,51.588123,-0.0599442,"Tottenham Hale, Ferry Lane, Tottenham Hale, London Borough of Haringey, Greater London, England, N17 9NA, United Kingdom"
Totteridge & Whetstone,51.6307163,-0.1791837,"Totteridge & Whetstone, Totteridge Lane, Whetstone, London Borough of Barnet, Greater London, England, N20 9QP, United Kingdom"
Tower Gateway,51.5104965,-0.0747693,"Tower Gateway, Leadenhall Market, Aldgate, City of London, Greater London, England, EC3N 1JL, United Kingdom"
Tower Hill,51.5098481,-0.0766986,"Tower Hill, Trinity Place, East Smithfield, Tower Hill, Whitechapel, London Borough of Tower Hamlets, Greater London, England, EC3N 4DJ, United Kingdom"
Tufnell Park,51.5567447,-0.1381318,"Tufnell Park, Brecknock Road, Archway, London Borough of Islington, Greater London, England, N19 5BQ, United Kingdom"
Turkey Street,51.673233,-0.0469695,"Turkey Street, Teal Close, Enfield Wash, London Borough of Enfield, Greater London, England, EN3 5TL, United Kingdom"
Turnham Green,51.4953141,-0.2549771,"Turnham Green, Turnham Green Terrace, London Borough of Hounslow, Greater London, England, W4 1LR, United Kingdom"
Turnpike Lane,51.5901482,-0.1027442,"Turnpike Lane, 1, Green Lanes, Harringay, London Borough of Haringey, Greater London, England, N15 3LA, United Kingdom"
Twyford,51.5090934,-0.2782382,"Twyford Church of England High School, Twyford Crescent, London Borough of Ealing, Greater London, England, W3 9PP, United Kingdom"
Unknown,51.5063939,-0.1004454,"Monument to the Unknown Artist, Sumner Street, Bankside, Southwark, London Borough of Southwark, Greater London, England, SE1 9JZ, United Kingdom"
Upminster,51.5589708,0.2516815,"Upminster, Station Approach, Upminster, London Borough of Havering, Greater London, England, RM14 2TH, United Kingdom"
Upminster Bridge,51.5582655,0.2347689,"Upminster Bridge, Upminster Road, Upminster Bridge, Hornchurch, London Borough of Havering, Greater London, England, RM12 6PL, United Kingdom"
Upney,51.538266,0.099626,"Upney, Upney Lane, Thames View, Barking, Greater London, England, IG11 9LS, United Kingdom"
Upper Holloway,51.563474,-0.1296473,"Upper Holloway, Wedmore Gardens, Archway, London Borough of Islington, Greater London, England, N19 4SY, United Kingdom"
Upton Park,51.5351062,0.0339842,"Upton Park, Green Street, Upton Park, London Borough of Newham, Greater London, England, E13 9AP, United Kingdom"
Uxbridge,51.5449509,-0.4816672,"Uxbridge, Greater London, England, UB8 1SB, United Kingdom"
Vauxhall,51.4874834,-0.1229297,"Vauxhall, London Borough of Lambeth, Greater London, England, SE11 5AW, United Kingdom"
Victoria,51.4951127,-0.1441234,"Victoria Station, Wilton Road, Victoria, City of Westminster, Greater London, England, SW1V 1JU, United Kingdom"
W Silvertown,51.5028811,0.0223323,"West Silvertown, North Woolwich Road, Silvertown, London Borough of Newham, Greater London, England, E16 1TX, United Kingdom"
Walthamstow Central,51.582893,-0.0199941,"Walthamstow Central, Selborne Road, London Borough of Waltham Forest, Greater London, England, E17 7JP, United Kingdom"
Walthamstow Queens Road,51.578027,-0.0256333,"Walthamstow Coroners Court, Queens Road, Leyton, Walthamstow, Greater London, England, E17 8QP, United Kingdom"
Wandsworth Road,51.4699602,-0.1384355,"Wandsworth Road, Heswall Close, Clapham, London Borough of Lambeth, Greater London, England, SW4 6AA, United Kingdom"
Wanstead,51.5756739,0.0277989,"Wanstead, London Borough of Redbridge, Greater London, England, E11 2RJ, United Kingdom"
Wanstead Park,51.5517605,0.0260733,"Wanstead Park, Woodgrange Road, Forest Gate, London Borough of Newham, Greater London, England, E7 0HX, United Kingdom"
Wapping,51.5071316,-0.0620152,"Wapping, London Borough of Tower Hamlets, Greater London, England, E1W 2JX, United Kingdom"
