LSOA_CODE,AvgPrice,MeanPTAL,MedianPTAL,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01004007,497500.0,11.72304318784759,7.732417924917937,1564.0,0.0799654423738354,0.7086237420396367,0.0815,43.80904389862668,154.3425944237334,14,996.538988260468,680.2542206359277,0.0085065351562152,8,4,76218.82663948424
E01004008,455000.0,26.88607034747596,27.94153712842,1693.0,0.1002761925477679,0.5669941119747086,0.005,68.65724524970511,155.79941970462306,26,623.0260128505746,1064.125816871359,0.0106120292020461,23,3,114608.16038326237
E01004010,430000.0,30.156579664963136,31.491413084758474,1377.0,0.1286195141430223,0.514,0.006,198.0,100.50173944345124,27,593.0500043998579,1921.705975377015,0.0149411823531399,38,6,104466.56802576804
E01004011,508112.7697782941,10.588064726839116,11.255581332969268,1553.0,0.1143695317696726,0.6541966518981309,0.0610296450060635,127.2346628586447,180.992428708551,9,943.6941914093908,2067.511117250752,0.0181018432645452,36,3,100887.47610886744
E01004012,347500.0,5.74661055890119,5.947416264623431,1515.0,0.1406673646790102,0.5677200250722337,0.0661931498198115,166.6422559463723,337.045876989666,9,1046.708722472412,2124.20579971931,0.0150846055626412,28,3,135210.4168178707
E01004013,400000.0,17.88232141481526,16.156746163537782,1647.0,0.1045865010115548,0.487,0.1186542459647753,4.0,181.2570672018691,17,725.0492481439763,1684.1594675575848,0.0161030692422452,31,3,82487.18664001417
E01004014,394925.0,6.947516653733657,6.130723983252528,1450.0,0.0912430915546918,0.579135320581047,0.0815,64.21568820970933,131.7881603140274,7,1258.7523327491656,1108.316796496472,0.012107968429806,19,4,77610.08634985166
E01004015,870000.0,9.54117919213884,8.85611628580849,1579.0,0.5720931396835156,0.5927227043957969,0.0688365971587959,101.74615632991724,150.12509048021002,15,1282.3650505293494,2949.6929576947923,0.005155970742592,48,6,668050.3605925477
E01004016,750000.0,7.733168774158403,7.033839922429854,2139.0,0.5712123253188547,0.528,0.1265812593214668,35.0,107.5981254181682,13,739.1755043989192,4554.746270784588,0.0079738586532221,56,6,406687.89585764904
E01004017,656500.0,6.906538620452927,6.870395780301943,1526.0,0.3555363837827775,0.359,0.328,334.0,159.38776022895885,12,1275.6829030734348,2841.435670485547,0.0079916443938014,29,6,331433.29119155434
E01004018,612500.0,6.554951608784586,6.187155839330234,1709.0,0.2698925763623305,0.6076485125120179,0.1895,2727.227990689012,120.65742862130018,16,1387.6234487077363,2520.561476704235,0.0093391673078433,37,5,258440.6786095933
E01004019,582000.0,12.537883721599067,12.8393877350749,1694.0,0.1368975399442435,0.532,0.1157953299471435,18.0,164.8212951054681,22,806.3795872231692,1749.5490361618463,0.012779978603256,20,1,134634.36385005945
E01004020,425000.0,5.297098026750697,5.4370279804296,1493.0,0.1958120795716283,0.468,0.2295,1.0,101.6213772101954,8,818.9139614652266,1210.9103014636648,0.0061840757778196,22,7,153545.74245094298
E01004021,580000.0,15.333292857932872,14.091000321330885,1621.0,0.151736137953481,0.5795312960944486,0.061,121.9394000731185,199.7640340655031,26,806.6449818739169,2225.696544399614,0.0146681204064648,32,3,150933.37642323316
