LSOA_CODE,AvgPrice,MEAN_PTAL_2023,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01000013,393000.0,3.0,1524.0,0.207882,0.661,0.205,232.0,30.362194858056345,19,171.73852656630368,2550.144823547985,0.012270351425171059,33,2,183522.83689535133
E01000014,365000.0,2.0,1538.0,0.341307,0.599,0.127,2.0,281.78623888876353,9,576.4109447283435,2903.181781935932,0.008508249326053933,35,2,321761.0695709344
E01000015,260000.0,2.0,1561.0,0.280697,0.609,0.018,387.0,341.85450928693797,4,290.1077458612802,2820.6782191338434,0.010051324599657427,29,4,259206.26708079426
E01000016,396000.0,2.0,1639.0,0.198828,0.6074999999999999,0.127,77.0,223.11974290171355,10,868.574151150103,2413.9011065467857,0.012143682465833965,25,3,198510.61791953974
E01000017,375000.0,2.0,1586.0,0.15841,0.457,0.009,13.0,99.65376954201541,10,857.8036177781797,2327.0392692596056,0.014693738749484177,32,1,158369.44626099974
E01000018,382000.0,2.0,1524.0,0.174025,0.6074999999999999,0.127,77.0,301.57240700663425,9,582.183002479519,2131.439569865524,0.01225097472541371,28,2,173976.50306426952
E01000019,380000.0,3.0,1486.0,0.183914,0.599,0.127,19.0,186.94060426892662,11,947.1587198454117,2429.364668532674,0.013212723200610782,37,4,155977.28036261085
E01000020,346875.0,2.0,1610.0,0.187285,0.6074999999999999,0.127,77.0,181.79808737656256,14,1207.0967582771643,2792.5677771527876,0.014914721959686475,42,4,169490.74994229295
E01000021,402500.0,2.0,1547.0,0.169408,0.0,0.127,1.0,74.62875592012203,10,1388.4279013034343,2270.106676531793,0.01340379908758522,28,5,162044.62524991625
E01000022,355000.0,2.0,1424.0,0.128296,0.6074999999999999,0.127,77.0,252.6568529992914,14,1411.294193681084,2260.2558046449517,0.017622192726512064,33,1,124297.41563536102
