LSOA_CODE,AvgPrice,MEAN_PTAL_2023,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01001035,305305.0,3.0,1440.0,0.21835,0.513,0.127,8.0,99.31972822978112,12,255.49115548146273,2242.813005675669,0.010275360424589115,31,1,208919.16626564466
E01001036,625000.0,3.0,1465.0,0.846718,0.616,0.104,54.0,73.51447820562998,8,511.86709693554286,5823.439605776422,0.00688012690472624,46,5,823972.952837404
E01001037,381500.0,4.0,1353.0,0.15657,0.904,0.127,1.0,147.76711873233631,20,147.61775027646055,2484.3546281796134,0.0158732089991875,30,3,130245.65929200007
E01001038,297000.0,3.0,1452.0,0.202509,0.788,0.127,12.0,194.8117299346811,11,202.93910672049176,2472.2831120373726,0.012212705401988183,36,2,190340.593512707
E01001039,575000.0,3.0,1480.0,0.46174,0.634,0.127,319.0,65.93258021763256,10,337.93596881130367,4093.3668466984386,0.008868299223026562,44,5,453551.2312112503
E01001040,400000.0,3.0,1521.0,0.194427,0.58,0.127,74.0,173.65701091606633,12,121.21153000413504,2482.382346310431,0.012772317834580799,27,2,182892.84043144496
E01001041,312000.0,2.0,1469.0,0.199888,0.742,0.125,216.0,170.9520626183791,11,513.6673436639973,1874.7997326518093,0.009382706817986187,34,2,217766.94510633592
E01001042,395000.0,3.0,1498.0,0.208685,0.558,0.253,434.0,236.68776053501875,26,326.84243397255324,4395.01825438946,0.021068303723446,90,4,115765.2178011071
E01001043,282500.0,3.0,1541.0,0.342238,0.635,0.118,13145.0,85.66325890927348,27,469.0701208052031,6455.745168212708,0.01887023522199862,125,5,246334.0550379543
E01001044,430000.0,3.0,1736.0,0.447902,0.472,0.239,1572.0,77.56279776451456,7,408.0732095286744,3442.5494448361787,0.007688721918291835,34,5,446836.75865451654
E01001045,270000.0,3.0,1578.0,0.496192,0.547,0.215,2937.0,118.40238062992943,32,75.2077456360641,5233.019311408974,0.010550204770515366,77,5,302324.0888512915
E01001046,320000.0,4.0,1624.0,0.196124,0.67,0.127,82.0,150.5271018805468,13,333.13012800012854,1634.363380987234,0.0083362943250267,22,1,196053.94402650214
E01001047,282500.0,5.0,1559.0,0.181938,0.477,0.156,66.0,139.1806807245627,25,166.700942319592,2067.870953400812,0.011369952251996801,28,3,167398.65961661568
E01001048,275500.0,3.0,1764.0,0.349589,0.547,0.233,1076.0,188.54118702738657,34,197.34107130497037,3191.9486213392847,0.00913392353164328,42,6,239222.01783932952
E01001049,979500.0,3.0,1456.0,1.388463,0.63,0.118,3226.0,596.6759652591606,0,422.2043253791595,5244.378380878831,0.0037784509762598625,44,6,1351836.8663830322
E01001050,370000.0,3.0,1688.0,0.15496,0.6074999999999999,0.127,77.0,138.3164227067348,13,294.6812942698813,1058.0944349146428,0.006830636054542497,20,1,154819.7778759021
E01001051,530000.0,2.0,1595.0,0.25598,0.754,0.127,65.0,67.17495671039076,13,605.7112127448032,977.0639849884539,0.0038182124055093033,11,6,230464.6114262332
E01001052,367500.0,3.0,1598.0,0.161848,0.6074999999999999,0.127,77.0,9.267865724838714,11,972.301088455334,813.0418395151366,0.005025135997628726,6,4,160307.29458241328
E01001053,415000.0,2.0,1486.0,0.231157,0.6074999999999999,0.127,77.0,197.1532310370035,15,759.4644832859725,3328.402472815512,0.014403581920396879,39,2,234837.4527437856
E01001054,392500.0,2.0,1601.0,0.251492,0.6074999999999999,0.127,77.0,22.041074394055737,13,542.7982192925462,2357.819286724659,0.009378433792797191,23,4,200596.61166765564
E01001055,417000.0,2.0,1587.0,0.291834,0.6074999999999999,0.127,77.0,60.62772807076065,11,1224.9348744074885,2706.353696299293,0.00927664503218097,43,4,282205.71095964353
E01001056,530000.0,2.0,1714.0,0.15501,0.6074999999999999,0.127,77.0,195.57408384971276,16,834.7613787117195,2363.685893645425,0.015253553481735623,33,2,156700.52533089876
E01001057,530000.0,2.0,1740.0,0.137926,0.6074999999999999,0.127,77.0,207.47029760004665,16,610.4747253486962,2260.049492480883,0.016391353783489177,27,2,138446.02772207995
E01001058,405000.0,3.0,1340.0,0.196719,0.6074999999999999,0.127,77.0,58.69175984785535,16,1141.3786972088756,1726.9977347969018,0.008781975815479131,22,3,193460.11641645842
E01001059,289650.0,3.0,1404.0,0.18458,0.6074999999999999,0.127,77.0,14.84038776126737,20,1447.2635378067946,1359.973308762185,0.007370464826481007,19,3,198925.70896084548
E01001061,378750.0,3.0,1477.0,0.453775,0.6074999999999999,0.127,77.0,134.580675883978,16,1386.943598285845,3599.779034285114,0.007935690559457033,56,8,335498.50285820226
E01001062,775000.0,3.0,1435.0,1.243841,0.6074999999999999,0.127,77.0,265.38590748368193,6,1282.6533437834626,5664.069222222801,0.004555277027110848,45,6,573551.4187435053
E01001063,571500.0,2.0,1516.0,0.318537,0.6074999999999999,0.127,77.0,232.957244881446,10,1984.2716517530027,3425.818450748534,0.010758546432275041,37,5,311091.32415641466
E01001064,605000.0,3.0,1499.0,3.458569,0.559,0.114,1012.0,621.0526612878185,0,1114.5545577345877,9713.452905066328,0.002809477212229561,115,10,2439970.752974739
E01001065,240000.0,2.0,1304.0,1.176115,0.6074999999999999,0.127,77.0,289.01425875914026,10,184.4373337414296,6139.8787151837405,0.005222223078263485,54,7,680975.0837874562
E01001066,450000.0,3.0,1521.0,0.163097,0.6074999999999999,0.127,77.0,85.25664833753339,16,1661.340836899898,2945.564653147596,0.01806647407194693,46,3,154884.4303292583
E01001067,775000.0,3.0,1490.0,0.684939,0.6074999999999999,0.127,77.0,112.97569813525676,6,559.9047137708741,4442.170739795204,0.00648793235178233,36,4,693423.5936587041
E01001068,370000.0,3.0,1682.0,0.770466,0.555,0.092,21.0,110.99427988099546,9,468.36872882017514,6376.579173278232,0.008279286925188973,65,4,837835.533611584
E01001069,535000.0,3.0,1458.0,0.399562,0.0,0.127,3.0,247.4361125169095,4,1067.852575962707,3472.6224802043603,0.008694298667252224,44,3,398868.6096751792
E01001070,557250.0,3.0,1602.0,0.528753,0.6074999999999999,0.127,77.0,303.24514448165746,4,1413.6507110346624,3986.6746560556808,0.007542575187165271,34,3,510942.67950564093
E01001073,435000.0,2.0,1446.0,0.306544,0.6,0.068,81.0,118.29873482698424,17,220.51036314140234,2594.3230045386495,0.008466291406064867,22,3,266593.5444404549
E01001074,450000.0,2.0,1477.0,0.405545,0.6074999999999999,0.127,77.0,51.43215714894719,16,108.10223494318139,3121.0920525218926,0.0076989434104878865,33,5,433492.98653179215
E01001075,428000.0,3.0,1473.0,0.446897,0.6074999999999999,0.127,77.0,239.28303527006994,13,573.8579560252197,3135.6416817327536,0.007019054045760464,35,3,473664.1485894365
E01001076,530000.0,2.0,1491.0,0.343285,0.533,0.127,1.0,79.84516302307165,17,720.7250046923845,4280.894275136017,0.01247441948541244,59,3,426544.99786497786
E01001077,406750.0,2.0,1441.0,0.181988,0.6074999999999999,0.127,77.0,119.8933368008976,19,287.71857818760725,2392.3651438243146,0.013150031696017847,28,1,181928.4697654973
E01001078,410000.0,2.0,1454.0,0.374226,0.386,0.127,8.0,180.21494124415239,16,145.07476508980048,3350.903919284898,0.008957182610585906,36,7,358550.4859258397
E01001079,355000.0,2.0,1613.0,0.303003,0.6074999999999999,0.127,77.0,78.75021413440096,18,1125.5852380101708,3372.627028538981,0.011134271879989936,49,4,358029.6331915149
E01001080,530000.0,2.0,1472.0,0.218526,0.639,0.127,16.0,65.39207876385042,13,595.4524785468191,2340.279863359964,0.010712898864324812,48,5,234330.80875723608
E01001082,530000.0,3.0,1556.0,0.552572,0.6074999999999999,0.127,77.0,51.348685973877394,11,861.4292756560151,4080.5238964205114,0.007386995091912872,52,6,523819.3541607499
E01001083,725000.0,2.0,1432.0,0.322558,0.6074999999999999,0.127,77.0,97.57290726507561,6,605.5571016742582,3117.9757624870917,0.009670016511509406,33,5,281750.96696209797
E01001084,805000.0,3.0,1503.0,0.59851,0.6074999999999999,0.127,77.0,415.80227921273,6,1127.1113641647207,4360.703296681921,0.007288649428576753,36,6,523032.3431565513
E01001085,670000.0,3.0,1559.0,0.18195,0.51,0.127,123.0,125.00523023602805,18,70.45973750878143,2045.8528991627943,0.011248302171696686,34,4,157937.27717333665
E01001086,562500.0,2.0,1640.0,0.230344,0.67,0.127,186.0,259.3652505773782,10,399.9439016723689,3092.3539175939222,0.013429953059553993,30,4,207018.6255085125
E01001087,265000.0,2.0,1499.0,0.376024,0.623,0.044,819.0,79.1847594021175,13,240.09855433447308,2662.947694943341,0.007084521998510789,36,7,332652.0013568107
E01001088,525000.0,3.0,1574.0,0.155821,0.6074999999999999,0.127,77.0,354.8863125688088,5,778.5510261856384,2414.246781533442,0.015499664133809515,38,4,160791.53611846565
E01001089,438500.0,2.0,1590.0,0.157129,0.693,0.127,21.0,100.86850660861066,14,386.3192721452411,3045.2607779522377,0.019387955206208105,45,4,150322.31379352204
E01001090,408000.0,2.0,1529.0,0.178716,0.541,0.031,212.0,201.64696263367162,11,552.9093840105743,2232.2961973706183,0.012495482888685891,29,2,145489.13731796193
E01001091,680000.0,3.0,1558.0,0.319491,0.441,0.127,3.0,339.71108435465345,11,895.3100956819083,3416.0461163684713,0.010696202892132451,40,6,338424.3268808094
E01001092,450000.0,2.0,1431.0,0.588871,0.655,0.045,55.0,344.1882817117378,10,781.2397115200004,5035.251811999454,0.008553901236796781,44,4,475276.0298914033
E01001093,471500.0,2.0,1507.0,0.405312,0.6074999999999999,0.127,77.0,68.95919193368307,12,431.16765502074946,3800.0662291401422,0.009379133554926205,43,4,324170.2962011206
E01001094,1280000.0,3.0,1521.0,1.16986,0.675,0.127,73.0,349.4173200060613,6,1203.9138215743396,4207.620379010552,0.003598062529510271,34,3,1810429.7772150082
E01001095,450000.0,2.0,1452.0,0.240132,0.704,0.127,15.0,125.32157346566505,12,147.20095947674142,3126.581065041039,0.013025044593884743,37,4,184547.8244830521
E01001096,700000.0,3.0,1467.0,0.394904,0.0,0.127,1.0,205.5511080767517,5,251.32282811869436,3856.298716242643,0.009768742984889838,29,2,359013.5331011004
E01001097,350000.0,4.0,1377.0,0.441163,0.584,0.276,774.0,39.15940147167627,26,123.5747582919495,5828.836644228046,0.013217362335914602,81,2,229580.89041624326
E01001098,750500.0,2.0,1409.0,0.4788,0.6074999999999999,0.127,77.0,331.0225794013158,6,470.5379650240472,5169.752132468002,0.010801308928512348,41,3,477317.3399110939
E01001099,464000.0,2.0,1387.0,0.211975,0.6074999999999999,0.127,77.0,110.02326675281813,15,597.3165317254246,1897.3195229400658,0.008953995568903975,24,3,204183.31499602238
E01001100,515000.0,2.0,1434.0,0.243438,0.243,0.344,3.0,108.8443372564104,10,233.9959126838851,2672.7494172623587,0.010983179095578633,25,2,216877.3587119163
E01001101,771250.0,3.0,1400.0,0.547194,0.6074999999999999,0.127,77.0,400.8423393547349,8,715.6916786104103,4175.866140727488,0.007634183021914869,31,4,392205.1730116161
E01001102,440000.0,3.0,1376.0,0.637336,0.696,0.08,154.0,44.982949697192566,14,1557.1954151926864,4707.5130536911165,0.007388864862543694,42,7,589374.987621485
E01001103,605000.0,3.0,1556.0,0.736827,0.455,0.127,8.0,64.6032003279272,7,1477.2508017799469,4184.546047816806,0.005681157711317408,44,6,700483.8544316816
E01001107,567500.0,3.0,1502.0,0.755206,0.633,0.105,221.0,300.97283295732063,8,475.42474816183585,4646.320573069328,0.0061546223769175625,54,5,620562.3461552404
E01001108,750000.0,3.0,1595.0,0.544362,0.459,0.127,15.0,268.5590416623338,6,1104.8313184989445,5754.104897934396,0.010574142992137187,56,4,542272.1327365021
E01001109,351000.0,2.0,1595.0,0.471599,0.667,0.031,87.0,259.98274509537623,11,83.33796235321446,3062.815106534947,0.006496885198660664,43,5,236260.69051198955
E01001110,290000.0,4.0,1521.0,0.153953,0.631,0.298,47.0,69.38753089367394,17,105.09119665888622,2332.8771269585095,0.015158731383574748,46,3,127286.44860736321
E01001111,450000.0,3.0,1458.0,0.20455,0.548,0.076,4423.0,176.8468294565943,13,389.62916626940245,2598.715179066846,0.012709149057561247,28,2,126455.95454542163
E01001112,320000.0,2.0,1459.0,0.35598,0.6074999999999999,0.127,77.0,224.82420578947196,13,232.1313141488038,1477.9874930524231,0.004153373731895207,21,3,215359.62685434043
E01001113,335000.0,3.0,1535.0,0.176303,0.748,0.092,259.0,135.94922502243338,13,47.982189121071116,2441.422754471997,0.013852912538661217,38,1,151450.68095289293
E01001114,252000.0,3.0,1367.0,0.178351,0.6,0.136,220.0,149.5291219450646,11,291.78077746843087,2190.845766593562,0.012288357600122939,42,4,114426.64572525959
E01001115,392865.0,2.0,1506.0,0.219188,0.611,0.127,19.0,137.3575340540113,13,604.6414958198618,3005.213712962838,0.013715722995041485,39,5,200148.91397135978
E01001116,360000.0,3.0,1436.0,0.157935,0.539,0.124,154.0,94.36141629361109,14,559.6000414098065,2220.0290646733342,0.014061770518080257,32,4,137413.8340095255
E01001117,362500.0,3.0,1544.0,0.174193,0.504,0.127,6.0,226.60188309219552,10,641.1388778114815,2481.73849966368,0.014252353251050844,37,3,162803.1476610967
E01001118,310000.0,3.0,1540.0,0.185955,0.692,0.078,79.0,43.585268676137005,16,338.2347119594748,1972.5272914069121,0.010611447586011225,29,6,161904.14274694643
E01001120,527000.0,3.0,1374.0,0.306598,0.517,0.127,28.0,120.47790085185797,13,2276.360724625319,1949.5475063724548,0.006360845799409095,24,4,347212.3932375686
E01001122,717000.0,3.0,1447.0,1.237986,0.588,0.083,964.0,183.04218691580402,4,1021.7021601936722,4943.696052949529,0.003994749633399728,34,4,807158.0030258949
E01001123,650000.0,3.0,1523.0,0.748779,0.626,0.043,109.0,338.65350778182767,2,1783.1055603705404,4416.134961630905,0.005899837426552171,43,7,849702.9037103365
E01001124,785000.0,3.0,1615.0,0.600821,0.6074999999999999,0.127,77.0,177.73845077010213,8,1503.7988310815554,4248.237400010455,0.007073224652219583,36,5,468893.9167295317
E01001125,563500.0,2.0,1589.0,0.388451,0.637,0.137,106.0,52.571170546437955,18,2172.952728296091,3996.2089934115015,0.010291157781326034,41,4,311318.4960400955
E01001126,427500.0,3.0,1423.0,0.219814,0.6074999999999999,0.127,77.0,290.61496290346423,17,1858.816450886501,2734.3138526401226,0.012443517431007509,36,3,229738.16705974806
E01001127,650000.0,3.0,1596.0,0.329858,0.316,0.127,2.0,250.22888342376163,12,1557.4623734150337,4792.581768253933,0.014534113101299321,63,4,333297.5884337637
E01001128,467500.0,3.0,1604.0,0.219442,0.6074999999999999,0.127,77.0,147.7383075194408,11,1515.3896509234023,1350.1225965624299,0.006154575221627257,21,2,230120.0501723196
E01001129,640000.0,3.0,1475.0,0.290469,0.6074999999999999,0.127,77.0,42.48667973408353,8,1890.426544248045,2776.9371719879446,0.009563430633936568,36,3,296528.3098123516
E01001130,530000.0,3.0,1596.0,0.138227,0.6074999999999999,0.127,77.0,53.90032898891777,7,1250.784863940688,1327.8485213278225,0.00960952404592727,15,3,137753.25308886703
E01001131,392500.0,3.0,1580.0,0.164027,0.6074999999999999,0.127,77.0,324.35020956718813,5,697.0118690768531,1415.11570371868,0.008630278630112545,14,2,158024.7984331707
E01001132,590000.0,3.0,1532.0,0.431775,0.6074999999999999,0.127,77.0,111.93102937954383,7,1390.8588466323113,3203.1655711637914,0.0074211393203781175,33,3,388044.1754325687
E01001133,350000.0,2.0,1534.0,0.399635,0.573,0.127,75.0,106.3531995090202,14,1704.0062401543503,3309.733857245151,0.008284704072920186,40,3,404162.012499381
E01001134,450000.0,3.0,1608.0,0.37646,0.8,0.127,1171.0,14.396470081475213,10,1513.7625246171124,3238.1238626155346,0.00860448686622586,30,5,349068.97889869433
E01001135,581500.0,2.0,1608.0,0.451027,0.644,0.083,25.0,45.29265685513233,17,1282.079004231176,4690.8611961586075,0.010403883026091427,50,3,455272.7448396083
E01001136,311250.0,4.0,1426.0,0.28188,0.602,0.132,670.0,89.5450211980699,19,207.0488104882199,2355.719348854792,0.008360160874198176,31,4,290190.40961546515
E01001137,420000.0,2.0,1490.0,0.35505,0.544,0.127,93.0,52.19440418502733,19,970.3695617185036,2264.3605420244107,0.006379893010908884,37,8,369315.66788781265
E01001138,402500.0,2.0,1465.0,0.262544,0.579,0.127,12.0,155.3947838740182,13,667.3455490223528,2272.6477346931133,0.008659364651773752,24,5,293848.53887812304
E01001139,485000.0,2.0,1575.0,0.184398,0.6074999999999999,0.127,77.0,57.18909471598222,16,748.7184050906026,2081.170527425421,0.011290351939754511,29,1,178269.8448222443
E01001140,297500.0,2.0,1494.0,0.350941,0.704,0.003,1041.0,88.91742144587792,17,553.9167086603882,1425.1979195151757,0.004062532409963149,19,6,461868.0830711459
E01001141,350000.0,2.0,1376.0,0.152781,0.6074999999999999,0.127,77.0,192.58201205624331,13,226.4884574974746,1350.6077327427595,0.008843273785171092,13,3,134557.86668651036
E01001142,356000.0,2.0,1521.0,0.310448,0.622,0.127,52.0,61.2320235244338,17,417.8019588735945,3012.8044566365656,0.009708171780510226,33,5,300558.1236884201
E01001143,445250.0,2.0,1601.0,0.223721,0.6074999999999999,0.127,77.0,156.76746275263275,11,198.3307725163796,1694.0052940503515,0.0075746456049322316,23,4,179003.8025270427
E01001144,322500.0,3.0,1389.0,0.120183,0.6074999999999999,0.127,77.0,258.86173201180225,21,533.5887599405819,1549.823220267714,0.01290013626060138,22,1,120140.06588450284
E01001145,317500.0,4.0,1437.0,0.139823,0.675,0.01,15.0,148.21179288015765,17,131.0586016489767,1666.1228706584538,0.011920148853103473,23,3,120876.08256198135
E01001146,430125.0,2.0,1527.0,0.131877,0.812,0.127,74.0,286.43673864500414,10,877.4212154658295,2176.094142197085,0.01650692883361286,37,1,131829.1345489981
E01001147,362500.0,2.0,1498.0,0.200972,0.6074999999999999,0.127,77.0,40.58332328607731,19,861.9309522767496,2029.4486749034859,0.010101920368364476,22,3,176884.35138233722
E01001148,411500.0,3.0,1546.0,0.142215,0.6074999999999999,0.127,77.0,173.51183484662118,10,1044.3246089039383,1925.816232524629,0.013546522041568816,29,1,140387.79357111268
E01001149,450000.0,3.0,1513.0,0.137146,0.866,0.127,37.0,303.8565845933232,6,1110.7419986559157,1381.127950092353,0.010074182710494171,24,2,126206.5187351487
E01001150,482250.0,2.0,1576.0,0.278086,0.732,0.127,996.0,342.8094719940365,9,980.314257621378,3259.8739889541994,0.011726794712395098,27,4,312376.7512207936
E01001151,315000.0,2.0,1447.0,0.167065,0.705,0.154,13.0,168.7793377639487,18,557.8415086867486,2094.960235426133,0.012544419480111143,24,3,156196.1157732753
E01001152,374000.0,3.0,1467.0,0.17222,0.569,0.299,315.0,86.2873813173221,20,398.70403529409447,2659.387655835462,0.015447437671407096,39,3,158018.8170275526
E01001153,450000.0,2.0,1528.0,0.139968,0.801,0.171,10.0,394.5293950089737,12,526.101675808599,2334.2313134156307,0.01668298698045413,28,3,143128.06025964417
E01001154,335399.0,3.0,1551.0,0.176172,0.662,0.112,67.0,136.17350159258638,11,501.96076013803884,2242.4478183080023,0.012733390242842079,41,5,162901.36340401578
E01001155,342500.0,3.0,1438.0,0.135762,0.344,0.221,27.0,111.79569541244722,15,196.2030875527861,1926.2241741204866,0.014193390059798566,41,4,104328.42360606616
E01001156,367000.0,2.0,1513.0,0.277928,0.6074999999999999,0.127,77.0,122.9922876928726,17,1077.0525574574526,2151.0911768468977,0.0077425475968671675,34,4,285729.04915230017
E01001157,532500.0,3.0,1657.0,0.331996,0.745,0.127,12.0,315.92731788943627,3,841.3241971401411,3025.1819496736066,0.00911547294480584,47,6,358978.6400303889
E01001158,333750.0,2.0,1494.0,0.20996,0.527,0.239,5.0,254.01407532797947,19,1313.76136305884,1872.6145018739342,0.008922157636097446,21,4,231664.66790713067
E01001159,330000.0,2.0,1567.0,0.403496,0.618,0.127,37.0,204.87979671687498,9,1365.652651524212,2585.9419830246215,0.0064111975284046815,42,5,380066.91617041035
E01001160,595000.0,3.0,1708.0,0.321213,0.6074999999999999,0.127,77.0,309.8265131203915,12,948.8805398633993,4228.615673965794,0.013169389093218973,43,5,303884.0284924966
E01001161,427500.0,3.0,1700.0,0.297633,0.6074999999999999,0.127,77.0,269.9354867357959,11,328.05693163494664,2825.1290028625817,0.009495537439552892,28,3,276581.8402989772
E01001162,457500.0,2.0,1608.0,0.314063,0.509,0.127,252.0,56.33188378343333,19,843.3302921361689,3348.5978313233836,0.010666080393837771,54,4,250922.7685858639
E01001163,417100.0,2.0,1612.0,0.282293,0.6074999999999999,0.127,77.0,226.31977191896277,17,920.1537297393213,3287.308932308677,0.011649328088446232,39,3,219411.7036101906
E01001164,355000.0,4.0,1497.0,0.182824,0.671,0.19,54.0,105.73270017059394,17,547.6419106429043,2129.0238957439683,0.011649416377989448,31,6,186061.5049220903
E01001165,425000.0,4.0,1357.0,0.18068,0.591,0.017,66.0,51.05579616378311,16,264.0258381001007,2724.9617558946657,0.01508734797381961,33,3,164932.44296996607
E01001166,375000.0,4.0,1503.0,0.175788,0.577,0.053,94.0,257.1041606699049,19,356.86616659548463,2718.5957431574134,0.015470915293763907,45,2,125281.10869765372
E01001167,450000.0,3.0,1480.0,0.563707,0.345,0.346,840.0,81.81250431291907,20,742.1641977074859,4469.8497798249855,0.00793235149738328,66,8,497512.1541605863
E01001168,315750.0,3.0,1502.0,0.224232,0.876,0.127,2.0,57.37665112053538,15,319.8088176632106,2500.3132260874227,0.011154703659029444,29,3,161057.99772065834
E01001169,493000.0,2.0,1582.0,0.22373,0.6074999999999999,0.127,77.0,72.5332039665626,8,1102.6560450233671,3858.8328908835433,0.01725410663357942,52,2,230109.38768516763
E01001170,285000.0,4.0,1474.0,0.257453,0.377,0.371,12.0,97.06099362075975,23,548.7963613240461,1691.5523116989,0.006572749164916132,31,4,250170.38700298645
E01001171,280000.0,2.0,1456.0,0.298047,0.688,0.182,155.0,18.991868110357213,18,806.7264181922098,2492.1087169598604,0.008364545009468132,49,2,295919.39993896213
E01001172,456500.0,3.0,1613.0,0.703102,0.524,0.309,3231.0,87.16505797080447,7,1595.3017970876804,4809.042069901836,0.006842314371551059,42,5,561935.4901567244
E01001173,310000.0,3.0,1554.0,1.018149,0.602,0.11,416.0,238.22363174251004,10,1018.4463425417509,3460.131575894945,0.0033997151576528033,25,5,818753.7637849292
E01001174,470000.0,3.0,1637.0,0.229049,0.591,0.067,65.0,335.21669046833887,6,1057.925827534483,1654.6696403257845,0.007226819247008481,25,4,211118.20688431885
E01001175,530000.0,3.0,1599.0,0.151627,0.6074999999999999,0.127,77.0,207.0282327848105,24,959.6886485148941,1872.9784181869065,0.012357129110027376,28,3,134358.1913028632
E01001176,365000.0,2.0,1597.0,0.252338,0.821,0.127,6.0,81.04054314808604,11,907.0106072882619,2555.70635937509,0.010131939475567262,32,5,227908.26354976426
E01001177,420000.0,2.0,1433.0,0.293938,0.6074999999999999,0.127,77.0,210.86980871823963,7,507.19502609805784,2020.226304046353,0.006875574067384923,22,7,223251.28470738183
E01001178,192000.0,3.0,1513.0,0.180527,0.527,0.316,1249.0,165.288809941273,16,1110.20629575222,1665.622753289183,0.009229897564897917,28,2,87998.17386960691
E01001179,450000.0,2.0,1623.0,0.114545,0.501,0.127,6.0,216.2189186143647,18,899.3645866842328,2094.6349750742515,0.018293446043959324,38,1,112571.735995152
E01001180,340000.0,2.0,1605.0,0.152944,0.416,0.311,12.0,79.06157566900869,15,693.5015528362804,2650.8835401595534,0.017338899966484196,41,2,134896.8772481213
E01001181,342500.0,3.0,1442.0,0.146104,0.778,0.044,239.0,103.90297311591074,6,1108.313504241883,1804.9879024951135,0.012358702054138337,30,4,130119.18457754467
E01001182,480000.0,2.0,1438.0,0.130218,0.6074999999999999,0.127,77.0,37.35758433952267,11,1061.2123014697854,1788.708132751113,0.013741386608319753,27,2,121963.17382739812
E01001183,294000.0,3.0,1514.0,0.135113,0.493,0.127,74.0,67.24298509169321,16,1091.0441866880362,2246.2746171433446,0.01663141322928265,49,5,118472.77238243497
E01001184,500000.0,2.0,1438.0,0.188773,0.6074999999999999,0.127,77.0,190.1810798150172,11,1290.8549809068215,2162.6703028861793,0.011460774530786864,32,3,182491.5542474566
E01001185,337500.0,2.0,1553.0,0.201222,0.575,0.087,226.0,20.321595513781045,14,748.0674013082483,2980.705408764084,0.014818275020491383,43,3,220818.66946573937
E01001186,385000.0,2.0,1655.0,0.180145,0.494,0.127,1.0,232.94382612285278,11,632.4010403534674,1990.7917908865556,0.01105497445231795,32,4,195780.17974094464
E01001187,463750.0,2.0,1746.0,0.166244,0.6074999999999999,0.127,77.0,200.22432471764168,11,318.9701436164203,2297.5280749957456,0.01382516660523359,32,1,161396.09493413032
E01001188,441200.0,3.0,1710.0,0.1882,0.506,0.345,64.0,267.47906842199495,12,289.14032844289306,2662.9312361833317,0.014154495209529456,38,3,181381.4898758084
E01001189,477000.0,2.0,1581.0,0.117894,0.6074999999999999,0.127,77.0,215.10017180356093,14,355.0583953910444,1614.302379135067,0.013697643445513502,24,2,108467.14287950883
E01001190,465000.0,2.0,1546.0,0.25222,0.601,0.127,18.0,76.45636443040551,3,158.98705182628663,2295.2235717109547,0.009103261335587042,25,6,251590.4667525008
E01001191,348500.0,3.0,1518.0,0.157088,0.309,0.281,7.0,172.7954921669521,14,266.5782126751421,2886.8902403868974,0.018384085059915196,53,2,147443.69870630323
E01001192,420000.0,3.0,1507.0,0.185813,0.6074999999999999,0.127,77.0,229.47192096028525,6,492.560009604472,1844.6133219867256,0.009930751992915023,33,2,184611.47829667473
E01001193,416500.0,2.0,1593.0,0.17635,0.6074999999999999,0.127,77.0,24.3594432124384,6,250.73773801163992,1336.12807244848,0.007579263506440364,16,3,196941.04720271812
E01001194,491250.0,2.0,1670.0,0.542758,0.0,0.127,1.0,425.57968191171756,3,300.0636977316466,2176.332702352835,0.004011164423052252,25,4,572541.0750139673
E01001195,737000.0,2.0,1666.0,0.414614,0.6074999999999999,0.127,77.0,45.602702853687326,17,347.6950258987611,3797.7267713680103,0.009163743943204785,37,5,345048.05628142226
E01001196,730000.0,3.0,1586.0,0.229278,0.6074999999999999,0.127,77.0,64.36029704671455,20,45.603243688231245,2545.5820356512813,0.011107495576229002,40,5,174800.41346219028
E01001197,640000.0,2.0,1560.0,0.403142,0.594,0.127,31.0,364.32852138015187,8,86.8166217499608,3003.380629515789,0.0074532569734237645,39,5,286811.50067072565
E01001198,965000.0,2.0,1367.0,0.109422,0.6074999999999999,0.127,77.0,219.97458643749133,15,289.2327164232941,1681.0388649664128,0.015369618571923531,24,2,105195.92122118172
E01001199,514000.0,2.0,1473.0,0.105835,0.6074999999999999,0.127,77.0,56.48500973859906,10,346.09054658563497,1974.321487608688,0.018662976399531614,35,1,87401.71116047888
E01001200,620000.0,2.0,1545.0,0.13535,0.6074999999999999,0.127,77.0,271.1773421255886,7,174.72651275997993,2082.00009114887,0.015389121340261288,31,2,120378.37141561655
E01001201,763750.0,2.0,1532.0,0.122642,0.6074999999999999,0.127,77.0,138.80916374985205,12,390.5301306673451,1747.5681208659503,0.014255640378600361,28,1,116495.3976568516
E01001202,570000.0,4.0,1484.0,0.163502,0.585,0.127,1248.0,70.66394307237337,18,566.4829594042523,2206.339010153965,0.013500287409663797,42,2,111475.35771292442
E01001203,525000.0,3.0,1537.0,0.092082,0.6074999999999999,0.127,77.0,165.21472943857688,14,203.83223130888308,1498.712998648052,0.01628308285679721,19,2,73028.77770483204
E01001204,902500.0,2.0,1554.0,0.168522,0.6074999999999999,0.127,77.0,159.1354117449269,13,416.0199505531103,2803.590692752903,0.01664409939816641,33,1,153389.19639835856
