LSOA_CODE,Education_HighLevel_pct,MeanPTAL,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01000023,28.7,7.191899827188319,1281.0,0.20729604412550884,0.6157682138531987,0.09245990817671093,681.4616231937188,145.6689815233265,9,1328.4328312522846,1454.3335498050747,0.007015732287320149,20,3,168856.3809078457
E01000024,17.9,9.293122261825284,1358.0,0.12863521643010303,0.6011172532803013,0.13765827011819082,335.0495019356593,123.12492512408876,9,1286.8745148324724,2046.3114023984951,0.015907330491623416,33,2,128948.34918613321
E01000025,16.1,7.220084341025144,1611.0,0.15335204029237026,0.559343976975212,0.1832814389981819,506.789952616558,209.91469718666346,12,1194.823400774656,1846.3161607025984,0.012039866829407551,22,2,153778.47529752748
E01000027,14.3,3.475730285927377,1595.0,1.4745267206695198,0.509,0.287,32.0,11.288688213743931,7,2583.4301627657687,5434.042217979029,0.0036852715731262283,58,9,1350796.338876167
E01000028,20.5,4.116088955752749,1472.0,0.1438908218095535,0.71,0.19599999999999998,4.0,251.9428065951987,10,1869.1135639033419,1307.6796950862033,0.009087789029779319,19,3,139503.4426480702
E01000029,20.7,3.946656803801171,1660.0,0.2568771418516018,0.591156557855854,0.19798293706885037,16.581089540062955,104.81788749021733,9,1334.7721754792078,3690.7487254267335,0.014367765265310061,48,3,238288.35943782376
E01000030,17.4,5.529473205482672,1579.0,0.28626598005857173,0.827,0.08437349778843813,8.0,118.49375749499734,9,1704.0806893647975,3665.7142222590774,0.012805293900162244,64,5,236198.09867484588
E01000031,24.9,3.843432928185837,1469.0,0.8434212207603567,0.586,0.219,18.0,275.6951989021352,6,1561.7725531209044,3504.9456330184616,0.004155619291319879,43,7,735661.7495671085
E01000032,19.2,6.988161049747967,1545.0,0.3754349560819488,0.64,0.19417682217298735,835.0,338.0156083359285,6,709.8944002619871,2432.130623013906,0.0064781841058090504,35,4,364515.76638590737
E01000033,14.2,4.25629230132262,1229.0,0.1453217253374521,0.5043044075844866,0.26294456667457694,1178.3817589871055,208.84541848558976,11,1215.6660069961365,1804.8183276989582,0.012419512444335402,30,2,130827.0973706646
E01000034,14.8,3.653552908768663,1489.0,0.5136591081417047,0.718,0.14128145482051266,319.0,252.08663968809958,9,1300.277257631519,2763.5800367543493,0.005380051986211303,45,6,493799.32011796866
E01000035,20.9,7.04256382113783,1398.0,0.3971614166584491,0.503,0.296,44.0,114.40794728571794,11,633.1676384608008,2260.306124057919,0.005691122858860809,29,4,349480.56513906544
E01000036,22.8,7.571241139403595,1348.0,0.41868829672420504,0.661,0.175,849.0,204.71162611507907,6,364.7709716939579,2709.794194980256,0.006472100331341785,32,3,358626.8558490894
E01000037,18.5,6.198010015382306,1597.0,0.23343335050238134,0.645,0.014,275.0,271.3726931717331,11,1161.2112454609974,2459.085632597185,0.010534465159072363,20,4,207926.89491408376
E01000038,15.4,9.452988075016052,1524.0,0.21404577177383607,0.5200557803145242,0.14151770389618834,557.2246019287896,169.88354717882532,12,997.8893650758862,2486.0514505447327,0.011614750033374808,19,3,207176.52825475554
E01000039,22.1,1.973662986548859,1528.0,1.5318078661646315,0.478,0.256,1550.0,390.4076901959115,4,762.8520958577499,2435.8579301908744,0.0015901888347945993,21,6,1495073.5436430557
E01000040,20.4,10.235355440100063,1403.0,0.17070813681870534,0.623,0.21738451610118756,68.0,113.22520692805018,13,160.9699334667234,2368.526036195692,0.01387473306626,31,1,161517.67925179325
E01000041,17.1,6.439646296921627,1574.0,0.1526353895273098,0.4738396129116155,0.23289260196300526,148.7126133532914,127.909170125453,7,297.34396563163097,2005.8885671292978,0.013141582408878801,24,1,136554.7781238671
E01000042,20.3,10.47201099798021,1302.0,0.23122983683509837,0.602,0.035,30.0,298.09495265422345,15,421.5405728357851,1931.8614805633886,0.008354693082409884,19,2,210374.68393798158
E01000043,19.2,10.501711356950326,1252.0,0.26636493161609387,0.619,0.023,385.0,209.74869422642232,12,245.62279500627812,2871.9412808582356,0.010781892328165324,36,4,234507.8308395797
E01000044,24.0,15.684511325513377,1571.0,0.17062874934662672,0.545,0.1996133383804059,2.0,308.05697943309815,6,170.3792007306972,2111.163973239501,0.012372866829568698,23,3,139526.4737922281
E01000045,21.9,7.815944336484479,1511.0,0.2982455934322908,0.281,0.247,7.0,57.63792082391409,12,404.824269109294,2968.319394756294,0.00995259865003464,37,3,272607.7809193226
E01000046,16.6,6.706978787915711,1582.0,0.15549403360344788,0.459,0.17720243472810834,10.0,211.15703114168258,7,612.9149133496983,1697.7841051294777,0.010918743863986394,21,1,155492.62133800276
E01000048,19.5,10.721729308806834,1598.0,0.06469230431300106,0.4734608240679701,0.27419447093971727,3803.4381566492266,154.15632558141627,12,622.6234019398711,391.9302328966259,0.0060583749034560305,15,3,71295.07722179941
E01000049,20.7,7.744166391961137,1567.0,0.21255982681220936,0.622,0.091,884.0,80.09620544577335,12,750.8841734731509,1842.3981479162164,0.008667640108308602,29,4,194610.51865490634
E01000050,26.3,26.303714237067627,1529.0,0.1376547270483557,0.615,0.24663150364058842,38.0,35.882896406210946,10,299.28543124017745,2303.4714865107094,0.01673300645572723,37,2,111476.33298430919
E01000051,22.9,26.82296701431327,1568.0,0.06663249489923224,0.769,0.039,60.0,79.06430742148643,14,374.632674561154,527.5234777355101,0.007910920711635508,9,2,62813.119097230665
E01000052,24.6,10.792645666315511,1708.0,0.19963641201664054,0.5786897644073623,0.12495248242589256,2214.1140174133343,116.82988008988147,10,325.77763374086334,3293.4191695095833,0.01649718226596954,49,2,163897.44466149306
E01000053,20.6,6.940215675971763,1414.0,0.1809051842921693,0.338,0.478,129.0,183.06465629155045,8,696.2769971771053,1924.779610473336,0.010639778195636275,24,3,169764.09258605257
E01000054,16.6,6.517076773110478,1573.0,0.17113994315329356,0.625,0.23978383340936213,23.0,290.9433107072787,5,522.0348516435932,2225.5757244606825,0.013004372326353484,34,2,178409.23871730143
E01000055,18.4,8.216811272418939,1515.0,0.14605917420362513,0.45553005456124046,0.1894976399431329,499.5022906931874,319.4048329903602,7,504.794043865212,1593.7966888501837,0.010911945065643873,20,2,147278.47487622773
E01000056,16.5,1.974311409596956,1437.0,0.2435715945744521,0.582,0.033,798.0,355.98841162720646,5,757.0845520892475,1923.6607566122075,0.00789765278850295,26,2,237167.62045772115
E01000057,21.2,10.54193246321388,1374.0,0.14767938861512905,0.347,0.349,31.0,96.75404879116519,7,255.85463794478736,2118.280969493834,0.01434407962609231,32,4,165827.1970931809
E01000058,21.4,7.331696029803425,1528.0,0.1821880032430052,0.233,0.323,33.0,111.49561476872586,6,579.9194740395385,1709.1300462022336,0.00938104453449904,19,3,174437.540125963
E01000059,16.4,6.588941132924751,1586.0,0.2084158166698716,0.626,0.28376640926173047,539.0,389.7813872582121,6,708.5502012814483,2427.3553837727304,0.01164677090120618,25,3,209404.53963974223
E01000060,18.7,6.265886772837833,1608.0,0.5500659536801261,0.526,0.032,5.0,86.06286525257802,10,1412.6335648636434,3651.9790787045513,0.0066391447060041445,60,5,461835.2378633669
E01000061,17.2,7.66904151367991,1691.0,0.6104555211521219,0.457,0.317,877.0,58.01385702952757,11,979.02662696709,2179.863261842836,0.0035709096704633603,31,4,326020.1347538996
E01000062,19.3,5.840930497546752,1685.0,0.2213428667114819,0.6299148651793711,0.18030516804025168,553.7483427506407,285.2706116601703,10,1288.309752104242,3280.7216943338094,0.014821937658184606,50,3,227852.3912203592
E01000063,14.7,9.287538668886429,1566.0,0.1812207993564819,0.0,0.13967730678336576,2.0,163.8915935497016,10,1603.039942279231,2285.398991827403,0.012611110841224706,29,1,180004.4379226067
E01000064,17.8,4.327251887848014,1624.0,0.20881683248114696,0.5404631847580662,0.1727182145398931,503.51200951773814,190.70316477413724,12,1158.6242197122754,2591.8232542881206,0.012412011723949937,38,2,207038.6855695481
E01000065,17.2,8.065227171710346,1574.0,0.23355577946748848,0.845,0.09295780386083262,66.0,209.67306044417867,13,1242.4964012071578,3595.5275131376366,0.01539476083019698,52,1,233555.26940600283
E01000066,22.0,4.56889059727212,1461.0,0.24493987330046554,0.65,0.06987331584173395,25.0,389.2959560833185,3,900.1732915986682,3069.1164799590433,0.012530081526196701,32,2,187836.00949123816
E01000067,23.6,8.17616397238242,1490.0,0.19245599089300272,0.5677469587186511,0.13658800479829014,705.2043323225014,166.57797535421585,6,1059.9971204390597,3779.8153704702277,0.019639967732935755,51,2,182331.04147174952
E01000068,26.5,20.968156900839126,1483.0,0.33981112836972016,0.528,0.09473143658066265,15.0,68.4055681114804,10,516.5261397813288,2679.0053222338242,0.007883715035838325,26,4,372997.35415679077
E01000069,23.7,9.716606106551636,1391.0,0.20059325218112004,0.5931719883817932,0.08980474715378087,848.3832487108548,242.8048811042695,7,614.7950486698719,2998.0974922917503,0.014946053584280779,48,1,168174.60723615513
E01000070,25.7,10.843238571333218,1536.0,0.3917838559216173,0.5434745003711784,0.10001150626325724,702.0793384506774,50.94119839396082,15,767.8181437251526,3692.398711260835,0.009424614157828904,43,5,339744.0447331989
E01000071,28.2,8.80541662355587,1548.0,0.270535495263997,0.558,0.161,434.0,51.26428851586804,11,295.6463587207445,2924.502614813218,0.010810133055679705,40,3,242629.1020285287
E01000072,16.3,4.78405327361788,1490.0,0.5201042262872603,0.609,0.139,2509.0,133.36343759143332,4,330.8020315864516,2951.4759391800635,0.005674749192449051,38,3,485464.57407541794
E01000073,17.1,4.665079789164368,1501.0,0.28464185261326475,0.4426276264071542,0.1653936774485614,75.74899882531459,34.2079325119508,6,846.4884907505378,2217.3601505737197,0.007790087753962407,31,2,239987.92049282754
E01000074,16.7,5.714756496372334,1497.0,0.1641291473189039,0.677,0.119,322.0,262.816057591476,3,760.5413457260278,2490.616353739488,0.015168279269037735,35,1,160403.04702522117
E01000075,15.4,9.637009835207,1639.0,0.5175186671687563,0.469,0.232,118.0,50.02752454333084,9,294.11182443213045,3842.510646870583,0.007425920464312439,40,3,482625.981121165
E01000076,16.1,6.546571221414228,1668.0,0.19055535637597962,0.4681244927356955,0.20231024778126092,402.05893379958053,351.5831372234379,6,500.911949936338,2073.506639985661,0.010881330404805632,24,1,181538.7362758928
E01000077,15.6,9.250656163493185,1578.0,0.1738245859904738,0.579,0.1293091734945592,11.0,149.07664667408804,17,1033.1811347889288,2187.005430763045,0.012581789996029446,20,3,160654.3940533045
E01000078,15.6,8.451372096525814,1579.0,0.17583645822231236,0.821,0.11250731213950255,8.0,137.62329605172766,17,1353.5003858359473,2825.4567261106126,0.016068768184095767,40,2,171496.46024071015
